t	v_d	thd_d	v_a	thd_a	ur	ul
10.7920	1.0000	0.0000	1.0027	0.0002	-947.7138	986.6052
10.8000	1.0000	0.0000	1.0027	-0.0000	-917.6103	960.5698
10.8100	1.0000	0.0000	1.0033	0.0003	-1031.8469	927.5125
10.8200	1.0000	0.0000	1.0033	0.0003	-1053.5947	916.1694
10.8300	1.0000	0.0000	1.0030	0.0002	-1016.4443	927.5371
10.8400	1.0000	0.0000	1.0030	0.0004	-1025.2150	974.8529
10.8500	1.0000	0.0000	1.0023	-0.0002	-873.7308	973.0966
10.8610	1.0000	0.0000	1.0031	0.0001	-1013.3616	900.7988
10.8710	1.0000	0.0000	1.0027	0.0006	-1023.6527	1014.5224
10.8840	1.0000	0.0000	1.0027	0.0002	-977.0385	961.8105
10.8910	1.0000	0.0000	1.0024	-0.0002	-884.3688	956.4277
10.9010	1.0000	0.0000	1.0026	-0.0007	-854.3597	862.0114
10.9100	1.0000	0.0000	1.0035	0.0002	-1084.8333	868.6061
10.9200	1.0000	0.0000	1.0023	0.0007	-994.8672	1067.4717
10.9310	1.0000	0.0000	1.0028	0.0005	-1033.8603	985.2257
10.9400	1.0000	0.0000	1.0027	0.0007	-1055.0301	1015.9125
10.9510	1.0000	0.0000	1.0026	0.0000	-957.5155	953.0757
10.9600	1.0000	0.0000	1.0025	0.0000	-955.9208	953.3590
10.9700	1.0000	0.0000	1.0022	-0.0006	-837.9599	916.2680
10.9800	1.0000	0.0000	1.0026	-0.0005	-898.2845	872.3698
10.9900	1.0000	0.0000	1.0026	-0.0002	-949.9043	914.6749
11.0000	1.0000	0.0000	1.0024	-0.0002	-913.9150	931.8945
11.0100	1.0000	0.0000	1.0020	0.0000	-893.3408	999.1095
11.0200	1.0000	0.0000	1.0026	-0.0005	-914.1569	878.7083
11.0300	1.0000	0.0000	1.0024	-0.0007	-864.3768	856.1431
11.0400	1.0000	0.0000	1.0027	0.0003	-1020.8900	953.0987
11.0500	1.0000	0.0000	1.0026	-0.0008	-884.4897	829.7625
11.0600	1.0000	0.0000	1.0031	0.0001	-1069.5155	875.5227
11.0720	1.0000	0.0000	1.0019	-0.0001	-884.7644	992.1448
11.0800	1.0000	0.0000	1.0019	0.0001	-906.0375	1014.9194
11.0900	1.0000	0.0000	1.0023	-0.0002	-926.5480	931.6004
11.1000	1.0000	0.0000	1.0021	0.0000	-941.2139	973.3403
11.1100	1.0000	0.0000	1.0021	-0.0003	-893.7727	926.5468
11.1210	1.0000	0.0000	1.0025	-0.0002	-968.8258	889.2434
11.1310	1.0000	0.0000	1.0022	-0.0006	-864.4506	880.8895
11.1410	1.0000	0.0000	1.0019	0.0001	-916.7513	993.0820
11.1500	1.0000	0.0000	1.0020	-0.0006	-859.2411	896.0452
11.1600	1.0000	0.0000	1.0024	-0.0001	-955.8940	910.8121
11.1700	1.0000	0.0000	1.0020	-0.0000	-923.8625	964.6199
11.1800	1.0000	0.0000	1.0019	0.0008	-1025.9473	1074.6354
11.1900	1.0000	0.0000	1.0023	0.0003	-994.4303	959.1966
11.2000	1.0000	0.0000	1.0020	-0.0001	-918.8831	942.7205
11.2100	1.0000	0.0000	1.0021	-0.0001	-930.7959	932.5597
11.2210	1.0000	0.0000	1.0022	0.0005	-1020.7082	985.8370
11.2300	1.0000	0.0000	1.0024	0.0001	-1004.1127	927.3284
11.2400	1.0000	0.0000	1.0020	-0.0002	-917.4963	925.4105
11.2550	1.0000	0.0000	1.0023	-0.0007	-890.6419	812.7136
11.2600	1.0000	0.0000	1.0025	-0.0009	-911.2226	779.2856
11.2700	1.0000	0.0000	1.0021	-0.0005	-903.2401	881.8772
11.2800	1.0000	0.0000	1.0008	0.0001	-802.3909	1106.8379
11.2900	1.0000	0.0000	1.0018	-0.0004	-870.1296	912.3162
11.3010	1.0000	0.0000	1.0017	-0.0004	-861.4184	932.0886
11.3100	1.0000	0.0000	1.0018	-0.0005	-871.5660	896.1877
11.3200	1.0000	0.0000	1.0020	-0.0005	-899.7425	885.3861
11.3300	1.0000	0.0000	1.0020	-0.0000	-959.5700	923.8359
11.3400	1.0000	0.0000	1.0019	-0.0004	-896.4851	893.4606
11.3500	1.0000	0.0000	1.0018	-0.0001	-930.9350	945.4194
11.3610	1.0000	0.0000	1.0020	0.0006	-1037.7388	1009.8412
11.3700	1.0000	0.0000	1.0018	-0.0005	-874.7229	890.8709
11.3810	1.0000	0.0000	1.0020	-0.0003	-932.2824	895.5698
11.3910	1.0000	0.0000	1.0018	-0.0002	-914.4342	913.7084
11.4010	1.0000	0.0000	1.0017	-0.0005	-871.5744	895.6797
11.4100	1.0000	0.0000	1.0018	-0.0002	-927.6777	916.1002
11.4200	1.0000	0.0000	1.0023	0.0004	-1063.0060	929.4448
11.4350	1.0000	0.0000	1.0014	-0.0006	-825.0030	908.5105
11.4400	1.0000	0.0000	1.0017	-0.0001	-934.8961	940.5260
11.4510	1.0000	0.0000	1.0021	-0.0005	-922.2388	832.4307
11.4600	1.0000	0.0000	1.0012	0.0001	-891.1894	1020.4971
11.4700	1.0000	0.0000	1.0023	-0.0008	-929.2045	781.4813
11.4820	1.0000	0.0000	1.0017	-0.0007	-863.0613	856.9461
11.4900	1.0000	0.0000	1.0017	0.0007	-1033.7576	1038.7974
11.5000	1.0000	0.0000	1.0021	0.0009	-1100.5604	1012.2142
11.5100	1.0000	0.0000	1.0017	-0.0004	-892.4123	889.1353
11.5200	1.0000	0.0000	1.0022	0.0007	-1116.9264	950.8753
11.5320	1.0000	0.0000	1.0021	-0.0005	-937.8499	834.2639
11.5400	1.0000	0.0000	1.0016	-0.0005	-878.7798	883.8136
11.5500	1.0000	0.0000	1.0015	0.0003	-979.6061	998.4472
11.5620	1.0000	0.0000	1.0015	0.0005	-1003.4949	1016.0179
11.5720	1.0000	0.0000	1.0013	-0.0002	-882.6725	951.5851
11.5820	1.0000	0.0000	1.0014	-0.0008	-818.9402	871.8312
11.5860	1.0000	0.0000	1.0022	-0.0002	-999.6168	849.8529
11.6010	1.0000	0.0000	1.0013	-0.0007	-830.6261	892.6814
11.6100	1.0000	0.0000	1.0008	-0.0002	-829.9012	1006.2910
11.6200	1.0000	0.0000	1.0001	0.0009	-867.6106	1240.1028
11.6300	1.0000	0.0000	1.0014	-0.0004	-873.3561	902.8221
11.6400	1.0000	0.0000	1.0015	0.0002	-972.8594	977.4289
11.6500	1.0000	0.0000	1.0012	0.0005	-980.0517	1040.5700
11.6610	1.0000	0.0000	1.0013	0.0001	-938.0929	980.2254
11.6700	1.0000	0.0000	1.0012	-0.0006	-840.9456	899.3859
11.6800	1.0000	0.0000	1.0021	-0.0007	-935.8769	790.8792
11.6920	1.0000	0.0000	1.0006	0.0004	-876.6017	1104.8941
11.7060	1.0000	0.0000	1.0015	-0.0005	-897.5844	878.3463
11.7100	1.0000	0.0000	1.0017	0.0003	-1007.1846	939.1699
11.7200	1.0000	0.0000	1.0012	0.0000	-917.3296	972.2451
11.7310	1.0000	0.0000	1.0015	-0.0003	-923.6420	897.8509
11.7400	1.0000	0.0000	1.0012	-0.0000	-922.6183	958.4407
11.7510	1.0000	0.0000	1.0014	-0.0002	-923.2152	911.6950
11.7600	1.0000	0.0000	1.0006	-0.0003	-801.8342	1012.6796
11.7700	1.0000	0.0000	1.0017	0.0007	-1069.5840	979.3792
11.7800	1.0000	0.0000	1.0011	0.0002	-934.8305	993.0029
11.7970	1.0000	0.0000	1.0013	-0.0003	-908.2841	910.0161
11.8000	1.0000	0.0000	1.0018	0.0000	-1002.5773	888.5100
11.8100	1.0000	0.0000	1.0007	-0.0011	-722.7549	868.9804
11.8200	1.0000	0.0000	1.0012	-0.0003	-882.2189	909.5719
11.8300	1.0000	0.0000	1.0020	-0.0006	-950.5517	781.8223
11.8400	1.0000	0.0000	1.0016	0.0002	-1004.1260	929.0046
11.8480	1.0000	0.0000	1.0007	-0.0005	-804.6753	954.6278
11.8600	1.0000	0.0000	1.0012	0.0000	-927.1680	958.2161
11.8700	1.0000	0.0000	1.0010	-0.0007	-807.4696	894.0745
11.8800	1.0000	0.0000	1.0009	-0.0007	-803.6510	912.0013
11.8900	1.0000	0.0000	1.0012	-0.0006	-858.3032	867.4653
11.9000	1.0000	0.0000	1.0012	0.0001	-953.3988	963.1934
11.9120	1.0000	0.0000	1.0009	0.0000	-893.9566	985.2666
11.9200	1.0000	0.0000	1.0010	0.0004	-956.6073	1012.1414
11.9300	1.0000	0.0000	1.0014	-0.0001	-958.6764	902.9252
11.9400	1.0000	0.0000	1.0013	-0.0004	-890.5153	875.8595
11.9510	1.0000	0.0000	1.0007	0.0003	-904.3908	1022.3450
11.9610	1.0000	0.0000	1.0012	0.0008	-1044.7068	1034.7730
11.9700	1.0000	0.0000	1.0012	0.0001	-954.6093	957.9524
11.9800	1.0000	0.0000	1.0013	-0.0001	-942.8230	902.1366
11.9910	1.0000	0.0000	1.0014	-0.0003	-931.0608	880.6287
12.0000	1.0000	0.0000	1.0010	-0.0007	-832.5473	873.5535
12.0100	1.0000	0.0000	1.0010	-0.0003	-900.8428	928.5360
12.0240	1.0000	0.0000	1.0015	-0.0004	-934.0045	846.4599
12.0310	1.0000	0.0000	1.0005	0.0004	-900.0210	1060.4862
12.0410	1.0000	0.0000	1.0011	0.0005	-1007.3327	1003.4825
12.0520	1.0000	0.0000	1.0013	0.0002	-984.4523	934.0625
12.0600	1.0000	0.0000	1.0011	0.0000	-942.3861	940.2474
12.0720	1.0000	0.0000	1.0007	-0.0013	-732.7557	817.3406
12.0820	1.0000	0.0000	1.0009	-0.0001	-914.7382	953.6158
12.0920	1.0000	0.0000	1.0010	0.0002	-961.4040	970.0139
12.1010	1.0000	0.0000	1.0006	-0.0009	-776.2244	887.1112
12.1100	1.0000	0.0000	1.0011	0.0002	-977.4059	948.2774
12.1200	1.0000	0.0000	1.0012	-0.0006	-878.1576	854.6787
12.1330	1.0000	0.0000	1.0016	-0.0000	-1002.7716	873.2424
12.1410	1.0000	0.0000	1.0016	-0.0002	-996.6091	855.9766
12.1510	1.0000	0.0000	1.0011	-0.0003	-911.6610	894.4454
12.1600	1.0000	0.0000	1.0010	0.0001	-954.5366	953.7742
12.1710	1.0000	0.0000	1.0006	-0.0003	-852.8897	959.6213
12.1800	1.0000	0.0000	0.9992	0.0002	-734.0848	1185.4198
12.1910	1.0000	0.0000	1.0012	0.0002	-987.6783	926.5783
12.2000	1.0000	0.0000	1.0012	-0.0007	-877.5323	822.1658
12.2080	1.0000	0.0000	1.0008	-0.0002	-887.8865	929.1673
12.2200	1.0000	0.0000	1.0007	-0.0012	-756.3253	818.1729
12.2300	1.0000	0.0000	1.0012	-0.0007	-872.9596	827.1755
12.2400	1.0000	0.0000	1.0010	-0.0011	-799.5534	800.5556
12.2500	1.0000	0.0000	1.0012	-0.0007	-880.4938	818.0203
12.2600	1.0000	0.0000	1.0013	-0.0005	-919.7288	833.9049
12.2700	1.0000	0.0000	1.0008	-0.0001	-905.9154	931.7364
12.2800	1.0000	0.0000	1.0008	0.0000	-911.5694	956.3618
12.2900	1.0000	0.0000	1.0011	-0.0007	-869.0563	831.7468
12.3020	1.0000	0.0000	1.0006	-0.0002	-865.2888	954.4907
12.3120	1.0000	0.0000	1.0004	-0.0001	-848.9198	997.9209
12.3200	1.0000	0.0000	1.0010	0.0000	-948.3333	921.3269
12.3300	1.0000	0.0000	1.0007	-0.0012	-763.1424	809.2282
12.3400	1.0000	0.0000	1.0009	-0.0012	-795.9558	784.9955
12.3500	1.0000	0.0000	1.0013	-0.0003	-954.0851	846.3070
12.3610	1.0000	0.0000	1.0006	0.0003	-945.0202	1001.5227
12.3700	1.0000	0.0000	1.0010	-0.0004	-898.3238	870.0363
12.3810	1.0000	0.0000	1.0011	-0.0006	-886.6175	834.7495
12.3910	1.0000	0.0000	1.0011	-0.0001	-953.1563	898.1700
12.4010	1.0000	0.0000	1.0005	0.0003	-918.1657	1013.4038
12.4110	1.0000	0.0000	1.0012	0.0002	-990.8216	915.6150
12.4220	1.0000	0.0000	1.0011	0.0002	-984.4835	915.9169
12.4310	1.0000	0.0000	1.0008	-0.0004	-873.3235	889.0698
12.4400	1.0000	0.0000	1.0004	-0.0008	-783.4845	886.2757
12.4500	1.0000	0.0000	1.0007	-0.0007	-834.3871	858.8436
12.4610	1.0000	0.0000	1.0005	-0.0002	-876.3680	956.7688
12.4700	1.0000	0.0000	1.0007	-0.0004	-869.3174	891.8063
12.4800	1.0000	0.0000	1.0015	0.0003	-1057.0913	898.8237
12.4900	1.0000	0.0000	1.0007	-0.0006	-856.3125	880.3530
12.5010	1.0000	0.0000	1.0010	0.0001	-973.7933	914.2789
12.5100	1.0000	0.0000	0.9999	0.0001	-826.1349	1053.6837
12.5200	1.0000	0.0000	1.0007	0.0002	-943.8809	967.4926
12.5310	1.0000	0.0000	1.0008	-0.0007	-853.7733	852.5637
12.5400	1.0000	0.0000	1.0006	-0.0001	-893.2653	948.2742
12.5500	1.0000	0.0000	1.0006	0.0002	-930.1174	973.9564
12.5600	1.0000	0.0000	1.0005	0.0011	-1042.1269	1110.5103
12.5700	1.0000	0.0000	1.0006	-0.0004	-863.6262	906.8513
12.5800	1.0000	0.0000	1.0006	0.0001	-930.0801	967.9859
12.5960	1.0000	0.0000	1.0007	0.0001	-931.3186	954.8264
12.6040	1.0000	0.0000	1.0006	0.0004	-950.7990	986.3421
12.6120	1.0000	0.0000	1.0010	-0.0000	-961.3196	897.3285
12.6200	1.0000	0.0000	1.0011	0.0003	-1012.3247	939.4187
12.6320	1.0000	0.0000	1.0006	-0.0004	-872.4277	893.1046
12.6400	1.0000	0.0000	1.0006	0.0001	-920.9228	962.1797
12.6510	1.0000	0.0000	1.0006	0.0001	-925.7383	956.0961
12.6640	1.0000	0.0000	1.0007	0.0000	-933.2370	935.5119
12.6750	1.0000	0.0000	1.0002	-0.0002	-853.6512	965.4419
12.6800	1.0000	0.0000	1.0006	-0.0008	-814.7818	833.3255
12.6910	1.0000	0.0000	1.0008	-0.0003	-915.7688	888.5601
12.7030	1.0000	0.0000	1.0005	-0.0003	-868.6599	927.3015
12.7120	1.0000	0.0000	1.0003	0.0007	-972.8379	1057.3727
12.7270	1.0000	0.0000	1.0012	-0.0004	-933.0580	814.2563
12.7270	1.0000	0.0000	1.0005	0.0002	-943.6718	983.0393
12.7400	1.0000	0.0000	1.0009	-0.0002	-934.5777	884.4477
12.7510	1.0000	0.0000	1.0009	0.0004	-1004.9994	953.8967
12.7600	1.0000	0.0000	1.0007	0.0001	-953.9710	937.8998
12.7710	1.0000	0.0000	1.0010	-0.0001	-947.5118	870.9152
12.7810	1.0000	0.0000	1.0007	-0.0001	-928.9832	911.8150
12.7900	1.0000	0.0000	1.0001	-0.0009	-760.1853	888.7829
12.8020	1.0000	0.0000	1.0005	-0.0003	-872.0261	910.2626
12.8100	1.0000	0.0000	1.0008	0.0002	-963.6759	934.4023
12.8200	1.0000	0.0000	1.0010	0.0003	-1010.6815	930.7243
12.8300	1.0000	0.0000	1.0005	-0.0001	-900.6297	927.0417
12.8410	1.0000	0.0000	1.0007	0.0001	-970.9102	930.2150
12.8530	1.0000	0.0000	1.0004	-0.0001	-897.1545	936.7736
12.8610	1.0000	0.0000	1.0007	-0.0001	-931.1149	905.7622
12.8710	1.0000	0.0000	1.0006	0.0002	-950.2152	950.0650
12.8800	1.0000	0.0000	1.0004	0.0003	-951.7248	1000.0928
12.8910	1.0000	0.0000	1.0009	-0.0007	-874.3378	811.4658
12.9000	1.0000	0.0000	1.0008	0.0001	-971.9473	929.0246
12.9110	1.0000	0.0000	1.0005	-0.0001	-907.9715	931.9551
12.9240	1.0000	0.0000	1.0006	-0.0002	-916.4712	907.0940
12.9300	1.0000	0.0000	1.0004	0.0004	-973.3397	1003.2176
12.9400	1.0000	0.0000	1.0005	-0.0008	-813.0189	832.7387
12.9500	1.0000	0.0000	1.0005	-0.0011	-778.9495	810.2138
12.9600	1.0000	0.0000	1.0007	0.0000	-938.1017	909.4274
12.9710	1.0000	0.0000	1.0010	-0.0001	-997.7168	863.1376
12.9800	1.0000	0.0000	1.0000	-0.0003	-832.1671	957.3057
12.9910	1.0000	0.0000	1.0004	0.0009	-1014.0553	1063.1418
13.0000	1.0000	0.0000	0.9995	-0.0003	-747.2389	1033.3201
13.0120	1.0000	0.0000	0.9999	0.0005	-904.8817	1073.8506
13.0200	1.0000	0.0000	1.0005	0.0002	-954.0020	967.5997
13.0310	1.0000	0.0000	1.0009	0.0004	-1026.6772	938.8922
13.0410	1.0000	0.0000	1.0005	-0.0003	-893.4270	903.0480
13.0530	1.0000	0.0000	1.0002	0.0003	-933.1392	1007.6755
13.0600	1.0000	0.0000	1.0004	0.0002	-931.8499	973.1682
13.0700	1.0000	0.0000	1.0006	-0.0001	-922.4414	915.9389
13.0810	1.0000	0.0000	0.9995	0.0000	-812.3397	1066.1286
13.0900	1.0000	0.0000	1.0004	0.0003	-944.5179	985.6227
13.1000	1.0000	0.0000	1.0007	0.0004	-1004.0877	962.9422
13.1100	1.0000	0.0000	1.0003	-0.0005	-836.5106	886.9785
13.1200	1.0000	0.0000	1.0007	0.0002	-978.0260	933.0059
13.1300	1.0000	0.0000	1.0012	-0.0004	-969.6296	803.3156
13.1410	1.0000	0.0000	1.0002	-0.0007	-812.9281	884.9808
13.1500	1.0000	0.0000	1.0009	-0.0002	-967.4175	834.8453
13.1600	1.0000	0.0000	1.0010	-0.0001	-986.7393	856.8940
13.1700	1.0000	0.0000	1.0007	0.0000	-948.5377	906.2733
13.1820	1.0000	0.0000	1.0005	-0.0001	-914.8906	915.0378
13.1920	1.0000	0.0000	0.9999	-0.0008	-762.7030	901.6656
13.2000	1.0000	0.0000	1.0007	0.0004	-1013.9367	961.4152
13.2100	1.0000	0.0000	1.0008	0.0004	-1019.2497	940.3638
13.2200	1.0000	0.0000	1.0001	-0.0001	-882.7532	978.2901
13.2300	1.0000	0.0000	1.0008	-0.0007	-880.7963	804.3974
13.2400	1.0000	0.0000	1.0005	-0.0003	-891.5726	895.5237
13.2500	1.0000	0.0000	1.0009	-0.0001	-972.6830	871.1787
13.2600	1.0000	0.0000	1.0002	0.0001	-912.1056	970.2174
13.2700	1.0000	0.0000	1.0003	-0.0007	-816.8981	859.1455
13.2810	1.0000	0.0000	1.0001	-0.0010	-766.1410	844.5546
13.2920	1.0000	0.0000	1.0004	0.0002	-954.0498	970.4944
13.3010	1.0000	0.0000	1.0009	-0.0001	-971.2817	862.8624
13.3140	1.0000	0.0000	0.9999	-0.0002	-842.2334	977.4931
13.3230	1.0000	0.0000	1.0005	-0.0007	-846.5649	846.0697
13.3320	1.0000	0.0000	1.0003	-0.0003	-860.9241	907.7225
13.3400	1.0000	0.0000	1.0004	-0.0001	-901.7415	915.1876
13.3540	1.0000	0.0000	1.0001	-0.0004	-841.2588	920.3951
13.3620	1.0000	0.0000	1.0007	-0.0003	-917.8091	862.0240
13.3740	1.0000	0.0000	1.0004	-0.0003	-884.1020	896.2883
13.3810	1.0000	0.0000	1.0002	0.0003	-937.6699	993.8106
13.3920	1.0000	0.0000	0.9994	-0.0001	-774.9031	1044.9847
13.4000	1.0000	0.0000	1.0003	-0.0009	-804.7211	826.3989
13.4130	1.0000	0.0000	1.0004	-0.0000	-920.5602	927.5513
13.4200	1.0000	0.0000	1.0003	0.0001	-924.5930	944.8201
13.4310	1.0000	0.0000	1.0004	0.0000	-919.8545	928.1341
13.4400	1.0000	0.0000	1.0004	-0.0007	-843.2643	840.9010
13.4500	1.0000	0.0000	1.0002	-0.0003	-856.6044	901.8746
13.4600	1.0000	0.0000	1.0001	0.0005	-942.8304	1020.4107
13.4770	1.0000	0.0000	1.0007	0.0006	-1031.9934	959.9942
13.4850	1.0000	0.0000	1.0001	-0.0010	-760.6033	845.9186
13.4880	1.0000	0.0000	1.0005	-0.0005	-881.7771	855.9152
13.5030	1.0000	0.0000	1.0008	-0.0009	-858.7416	756.0231
13.5080	1.0000	0.0000	1.0007	0.0001	-967.9386	892.6490
13.5210	1.0000	0.0000	1.0005	-0.0007	-855.3914	829.0186
13.5300	1.0000	0.0000	1.0004	-0.0002	-906.3927	898.3063
13.5410	1.0000	0.0000	1.0003	0.0004	-963.1335	971.4331
13.5540	1.0000	0.0000	1.0008	-0.0001	-976.5453	843.8480
13.5630	1.0000	0.0000	1.0001	0.0001	-890.5577	967.3588
13.5700	1.0000	0.0000	1.0008	-0.0000	-971.6412	876.3195
13.5800	1.0000	0.0000	1.0000	0.0001	-886.2629	979.5624
13.5910	1.0000	0.0000	1.0003	-0.0001	-897.8739	922.5805
13.6010	1.0000	0.0000	0.9999	-0.0006	-790.5256	902.7692
13.6100	1.0000	0.0000	1.0004	0.0001	-938.1239	931.6957
13.6230	1.0000	0.0000	1.0002	-0.0000	-897.3859	934.6185
13.6280	1.0000	0.0000	1.0004	-0.0002	-906.8769	895.7862
13.6410	1.0000	0.0000	1.0008	-0.0011	-845.1410	732.5760
13.6500	1.0000	0.0000	0.9988	-0.0008	-619.8995	1018.4171
13.6650	1.0000	0.0000	1.0004	0.0001	-938.1378	916.4209
13.6720	1.0000	0.0000	0.9999	-0.0004	-818.6424	915.2303
13.6800	1.0000	0.0000	1.0005	-0.0004	-884.9738	853.0591
13.6900	1.0000	0.0000	1.0007	-0.0007	-882.2916	789.9797
13.7000	1.0000	0.0000	1.0002	-0.0003	-869.3057	899.8434
13.7110	1.0000	0.0000	1.0008	-0.0012	-821.7697	702.5947
13.7200	1.0000	0.0000	1.0003	0.0001	-921.9213	942.2867
13.7310	1.0000	0.0000	1.0004	-0.0003	-891.4201	879.8604
13.7420	1.0000	0.0000	1.0008	0.0005	-1048.1697	924.9954
13.7510	1.0000	0.0000	1.0006	0.0003	-1000.1139	899.2620
13.7610	1.0000	0.0000	1.0001	-0.0004	-842.4428	896.2825
13.7720	1.0000	0.0000	1.0002	0.0006	-987.1631	1003.2140
13.7800	1.0000	0.0000	0.9988	0.0001	-739.8743	1119.6233
13.7900	1.0000	0.0000	1.0002	-0.0001	-889.7708	913.2116
13.8000	1.0000	0.0000	1.0004	0.0001	-940.7652	933.7175
13.8100	1.0000	0.0000	1.0003	0.0001	-933.2169	937.9375
13.8200	1.0000	0.0000	1.0002	-0.0000	-889.7441	925.2435
13.8310	1.0000	0.0000	0.9999	-0.0008	-766.4596	875.6998
13.8430	1.0000	0.0000	1.0002	-0.0002	-887.3563	905.0762
13.8530	1.0000	0.0000	1.0001	0.0004	-959.0802	991.6678
13.8620	1.0000	0.0000	1.0007	0.0004	-1017.6095	925.3927
13.8710	1.0000	0.0000	1.0006	-0.0001	-928.1886	863.7263
13.8820	1.0000	0.0000	0.9999	0.0006	-939.0506	1046.0516
13.8910	1.0000	0.0000	1.0003	0.0001	-923.1753	925.6619
13.9070	1.0000	0.0000	1.0000	0.0004	-921.9900	1001.4106
13.9120	1.0000	0.0000	1.0002	0.0003	-943.6242	974.9879
13.9200	1.0000	0.0000	1.0010	-0.0001	-988.1278	823.5620
13.9310	1.0000	0.0000	1.0002	-0.0005	-846.0466	867.4907
13.9410	1.0000	0.0000	1.0004	0.0005	-994.8117	976.0763
13.9510	1.0000	0.0000	1.0003	0.0002	-937.9533	946.9260
13.9630	1.0000	0.0000	1.0001	-0.0002	-876.5184	925.2224
13.9710	1.0000	0.0000	1.0003	-0.0005	-851.4387	858.3389
13.9800	1.0000	0.0000	1.0003	-0.0005	-858.5012	869.3844
13.9910	1.0000	0.0000	1.0005	0.0007	-1039.2793	974.0220
14.0000	1.0000	0.0000	1.0003	0.0012	-1070.2608	1058.5514
14.0100	1.0000	0.0000	1.0002	-0.0002	-885.9722	907.3142
14.0200	1.0000	0.0000	1.0005	-0.0001	-935.6100	873.4748
14.0300	1.0000	0.0000	1.0003	0.0005	-984.3855	982.9040
14.0400	1.0000	0.0000	1.0003	-0.0001	-907.9229	897.1641
14.0500	1.0000	0.0000	1.0002	0.0002	-933.4031	953.4086
14.0590	1.0000	0.0000	0.9999	0.0007	-971.0655	1058.0873
14.0720	1.0000	0.0000	1.0004	0.0005	-995.1439	970.8765
14.0800	1.0000	0.0000	1.0005	0.0003	-979.1545	927.1166
14.0900	1.0000	0.0000	1.0001	0.0003	-939.0007	981.9261
14.1000	1.0000	0.0000	1.0000	-0.0006	-814.4062	872.8813
14.1110	1.0000	0.0000	1.0000	0.0000	-894.0816	954.2948
14.1200	1.0000	0.0000	1.0002	-0.0000	-911.7041	921.4072
14.1310	1.0000	0.0000	1.0002	-0.0003	-891.5869	895.4823
14.1410	1.0000	0.0000	1.0003	0.0006	-1006.0157	998.6993
14.1510	1.0000	0.0000	1.0004	-0.0006	-857.2943	822.3868
14.1600	1.0000	0.0000	1.0004	0.0002	-964.3221	922.6888
14.1710	1.0000	0.0000	1.0000	0.0001	-909.1687	968.0426
14.1800	1.0000	0.0000	0.9991	0.0001	-779.0442	1078.8180
14.1910	1.0000	0.0000	1.0009	0.0005	-1056.3018	904.0511
14.2010	1.0000	0.0000	1.0004	-0.0001	-912.4396	890.6406
14.2110	1.0000	0.0000	1.0005	-0.0002	-927.5655	869.8594
14.2200	1.0000	0.0000	1.0000	-0.0007	-802.1072	847.7232
14.2320	1.0000	0.0000	1.0001	0.0000	-909.4760	931.1606
14.2400	1.0000	0.0000	1.0003	-0.0005	-871.2851	845.0632
14.2500	1.0000	0.0000	1.0004	-0.0003	-901.7519	873.1081
14.2610	1.0000	0.0000	1.0004	-0.0003	-897.3618	858.3665
14.2700	1.0000	0.0000	1.0003	-0.0001	-916.6771	909.7550
14.2800	1.0000	0.0000	1.0000	-0.0002	-861.8291	925.9245
14.2900	1.0000	0.0000	1.0007	0.0006	-1052.3446	933.3774
14.3000	1.0000	0.0000	0.9998	-0.0008	-771.8605	866.7128
14.3100	1.0000	0.0000	1.0002	-0.0000	-923.1319	924.2765
14.3230	1.0000	0.0000	1.0000	-0.0007	-801.1039	854.4568
14.3350	1.0000	0.0000	0.9999	-0.0002	-855.0695	936.7840
14.3400	1.0000	0.0000	1.0007	-0.0005	-922.9497	798.4654
14.3500	1.0000	0.0000	0.9998	0.0001	-872.8532	969.7582
14.3600	1.0000	0.0000	0.9999	-0.0010	-759.2815	838.6546
14.3700	1.0000	0.0000	1.0000	0.0001	-907.4252	951.0653
14.3800	1.0000	0.0000	1.0003	0.0001	-951.7136	935.1577
14.3900	1.0000	0.0000	1.0006	0.0003	-991.7045	903.7907
14.4000	1.0000	0.0000	1.0004	-0.0001	-923.6550	879.2913
14.4100	1.0000	0.0000	1.0005	0.0005	-1005.5293	943.1750
14.4200	1.0000	0.0000	0.9999	-0.0005	-816.9906	894.5519
14.4300	1.0000	0.0000	1.0002	-0.0000	-906.0534	914.3008
14.4400	1.0000	0.0000	0.9999	-0.0002	-849.5511	933.4344
14.4500	1.0000	0.0000	1.0005	0.0003	-984.8706	915.9617
14.4600	1.0000	0.0000	1.0001	-0.0004	-868.0184	882.3279
14.4700	1.0000	0.0000	1.0000	-0.0003	-866.8101	904.2612
14.4820	1.0000	0.0000	0.9998	0.0000	-869.2088	968.1705
14.4920	1.0000	0.0000	1.0001	-0.0004	-848.9596	875.3925
14.5010	1.0000	0.0000	1.0003	-0.0003	-899.1014	870.4584
14.5100	1.0000	0.0000	1.0004	0.0004	-997.0231	940.8329
14.5220	1.0000	0.0000	1.0001	-0.0001	-887.1104	920.2352
14.5300	1.0000	0.0000	0.9996	-0.0001	-820.5042	995.9442
14.5400	1.0000	0.0000	0.9999	0.0003	-908.5853	979.3756
14.5510	1.0000	0.0000	1.0001	-0.0002	-880.1607	895.6339
14.5610	1.0000	0.0000	1.0003	0.0002	-949.6046	935.8725
14.5700	1.0000	0.0000	1.0003	-0.0006	-859.3811	830.6829
