t	v_d	thd_d	v_a	thd_a	ur	ul
2.7700	0.5000	0.0000	0.5067	0.0000	-263.1011	339.4805
2.7810	0.5000	0.0000	0.5073	0.0003	-373.0473	298.7819
2.7930	0.5000	0.0000	0.5075	-0.0007	-282.8814	150.5732
2.8000	0.5000	0.0000	0.5073	0.0002	-382.4414	278.8563
2.8100	0.5000	0.0000	0.5067	0.0006	-364.9840	397.7724
2.8200	0.5000	0.0000	0.5069	0.0000	-311.8062	286.4252
2.8310	0.5000	0.0000	0.5068	-0.0002	-285.9531	266.1733
2.8400	0.5000	0.0000	0.5072	-0.0006	-297.8162	159.4607
2.8510	0.5000	0.0000	0.5066	0.0006	-370.3797	364.1443
2.8610	0.5000	0.0000	0.5071	-0.0009	-256.2601	113.0323
2.8700	0.5000	0.0000	0.5070	0.0005	-426.0643	297.3959
2.8830	0.5000	0.0000	0.5067	-0.0005	-265.0117	203.8087
2.8920	0.5000	0.0000	0.5068	-0.0019	-110.5114	13.3435
2.9020	0.5000	0.0000	0.5070	0.0004	-422.9442	261.7552
2.9110	0.5000	0.0000	0.5064	-0.0001	-303.8466	277.5922
2.9210	0.5000	0.0000	0.5061	0.0004	-332.8510	363.1054
2.9300	0.5000	0.0000	0.5060	0.0003	-315.9923	356.1050
2.9420	0.5000	0.0000	0.5061	-0.0003	-257.8918	267.8738
2.9510	0.5000	0.0000	0.5065	0.0006	-416.9502	323.0781
2.9610	0.5000	0.0000	0.5057	-0.0008	-155.6031	243.7020
2.9700	0.5000	0.0000	0.5062	-0.0000	-312.5824	265.4689
2.9800	0.5000	0.0000	0.5060	-0.0002	-269.2889	266.5400
2.9920	0.5000	0.0000	0.5063	0.0000	-336.6333	247.0543
3.0010	0.5000	0.0000	0.5062	0.0008	-431.4869	367.5944
3.0110	0.5000	0.0000	0.5061	-0.0004	-281.2916	214.9920
3.0200	0.5000	0.0000	0.5047	-0.0009	-49.7333	318.4607
3.0300	0.5000	0.0000	0.5060	0.0007	-410.2299	347.8846
3.0420	0.5000	0.0000	0.5054	-0.0004	-206.3244	284.5797
3.0510	0.5000	0.0000	0.5053	0.0005	-303.3089	405.4520
3.0610	0.5000	0.0000	0.5060	0.0001	-352.6422	248.8059
3.0700	0.5000	0.0000	0.5054	-0.0000	-271.8458	306.1000
3.0810	0.5000	0.0000	0.5056	-0.0005	-240.8807	219.0050
3.0920	0.5000	0.0000	0.5057	-0.0004	-268.8139	230.7738
3.1000	0.5000	0.0000	0.5052	0.0007	-352.9514	420.7826
3.1110	0.5000	0.0000	0.5055	-0.0005	-244.2439	232.5853
3.1210	0.5000	0.0000	0.5050	0.0010	-367.5903	469.3374
3.1310	0.5000	0.0000	0.5056	-0.0000	-317.0022	258.8455
3.1410	0.5000	0.0000	0.5056	0.0002	-360.7273	292.2256
3.1510	0.5000	0.0000	0.5054	-0.0004	-262.4225	226.4409
3.1600	0.5000	0.0000	0.5052	0.0000	-289.3903	303.2055
3.1710	0.5000	0.0000	0.5061	0.0001	-412.2314	194.5035
3.1810	0.5000	0.0000	0.5051	0.0004	-350.1089	355.8010
3.1900	0.5000	0.0000	0.5044	0.0005	-261.8889	436.3323
3.2000	0.5000	0.0000	0.5049	-0.0001	-266.9215	299.9695
3.2100	0.5000	0.0000	0.5054	0.0008	-450.5239	343.5572
3.2200	0.5000	0.0000	0.5052	-0.0004	-280.5406	222.4325
3.2300	0.5000	0.0000	0.5050	0.0000	-311.9601	289.4960
3.2400	0.5000	0.0000	0.5050	0.0005	-362.5780	348.7740
3.2500	0.5000	0.0000	0.5047	0.0005	-341.2411	379.3066
3.2600	0.5000	0.0000	0.5049	-0.0002	-283.8275	270.5881
3.2710	0.5000	0.0000	0.5046	-0.0004	-230.8053	267.9227
3.2810	0.5000	0.0000	0.5047	-0.0007	-204.3371	213.4103
3.2910	0.5000	0.0000	0.5047	0.0005	-346.4108	359.9222
3.3000	0.5000	0.0000	0.5044	0.0001	-269.3531	340.1506
3.3100	0.5000	0.0000	0.5038	0.0002	-208.1509	426.8106
3.3200	0.5000	0.0000	0.5046	0.0001	-300.8521	299.1923
3.3300	0.5000	0.0000	0.5045	0.0001	-299.9799	322.1274
3.3400	0.5000	0.0000	0.5047	0.0002	-333.8252	310.1649
3.3500	0.5000	0.0000	0.5046	-0.0008	-207.0703	193.1616
3.3600	0.5000	0.0000	0.5045	0.0002	-318.2178	312.6095
3.3700	0.5000	0.0000	0.5042	0.0009	-382.6758	439.6544
3.3800	0.5000	0.0000	0.5046	0.0004	-363.1353	325.2764
3.3900	0.5000	0.0000	0.5044	-0.0001	-295.6972	276.4396
3.4010	0.5000	0.0000	0.5043	-0.0001	-294.0158	294.8525
3.4100	0.5000	0.0000	0.5048	-0.0004	-309.8619	195.5464
3.4200	0.5000	0.0000	0.5051	-0.0000	-386.4077	192.3296
3.4300	0.5000	0.0000	0.5042	0.0002	-312.4594	324.4563
3.4400	0.5000	0.0000	0.5044	0.0001	-331.7189	278.4741
3.4510	0.5000	0.0000	0.5040	0.0002	-298.6234	350.3924
3.4610	0.5000	0.0000	0.5040	-0.0004	-221.0663	257.9011
3.4700	0.5000	0.0000	0.5039	-0.0005	-214.6750	251.5466
3.4810	0.5000	0.0000	0.5041	0.0008	-408.9004	403.1778
3.4910	0.5000	0.0000	0.5043	-0.0005	-265.2001	204.7221
3.5020	0.5000	0.0000	0.5038	-0.0002	-245.7074	307.3464
3.5110	0.5000	0.0000	0.5040	0.0001	-311.2445	316.5460
3.5200	0.5000	0.0000	0.5039	0.0000	-293.6028	306.1301
3.5300	0.5000	0.0000	0.5038	0.0003	-320.6097	340.9642
3.5400	0.5000	0.0000	0.5043	-0.0003	-305.8440	210.6801
3.5500	0.5000	0.0000	0.5046	-0.0005	-322.4284	141.6007
3.5600	0.5000	0.0000	0.5039	-0.0005	-241.3288	223.6449
3.5700	0.5000	0.0000	0.5042	-0.0001	-321.5591	235.7976
3.5800	0.5000	0.0000	0.5042	-0.0013	-177.9250	79.8661
3.5900	0.5000	0.0000	0.5039	0.0003	-340.4309	309.1368
3.6000	0.5000	0.0000	0.5041	-0.0010	-222.3028	117.0312
3.6100	0.5000	0.0000	0.5038	0.0001	-325.1894	300.4751
3.6210	0.5000	0.0000	0.5041	0.0005	-400.7300	304.8186
3.6300	0.5000	0.0000	0.5041	0.0002	-374.6054	261.7156
3.6400	0.5000	0.0000	0.5035	0.0001	-286.1998	319.7301
3.6510	0.5000	0.0000	0.5034	0.0009	-383.1591	424.9893
3.6600	0.5000	0.0000	0.5035	-0.0001	-267.3485	287.8717
3.6700	0.5000	0.0000	0.5034	-0.0001	-270.6514	299.8042
3.6800	0.5000	0.0000	0.5034	0.0002	-308.4862	339.8624
3.6900	0.5000	0.0000	0.5036	0.0000	-313.8661	283.4161
3.7000	0.5000	0.0000	0.5034	0.0000	-285.5216	305.2370
3.7110	0.5000	0.0000	0.5037	0.0002	-356.3047	299.2485
3.7210	0.5000	0.0000	0.5032	0.0001	-283.3153	326.5283
3.7300	0.5000	0.0000	0.5037	0.0010	-458.0535	383.9737
3.7420	0.5000	0.0000	0.5037	-0.0002	-325.0139	234.1547
3.7510	0.5000	0.0000	0.5031	-0.0008	-172.9206	221.0799
3.7610	0.5000	0.0000	0.5033	-0.0003	-261.2986	253.5821
3.7710	0.5000	0.0000	0.5038	-0.0000	-360.8860	234.0844
