t	x_ekf	y_ekf	th_ekf
69.5350	-7.0616	26.9250	-2.6142
69.5650	-7.0994	26.9029	-2.6191
69.6340	-7.1461	26.8757	-2.6228
69.6960	-7.1930	26.8488	-2.6240
69.7640	-7.2504	26.8157	-2.6231
69.8020	-7.3083	26.7822	-2.6201
69.8670	-7.3664	26.7484	-2.6153
69.9350	-7.4146	26.7200	-2.6100
69.9990	-7.4628	26.6913	-2.6034
70.0620	-7.5107	26.6623	-2.5957
70.1010	-7.5678	26.6271	-2.5851
70.1640	-7.6242	26.5915	-2.5740
70.2350	-7.6518	26.5738	-2.5681
70.2670	-7.6977	26.5438	-2.5573
70.2990	-7.7339	26.5196	-2.5482
70.3310	-7.7519	26.5074	-2.5435
70.4030	-7.7963	26.4766	-2.5312
70.4670	-7.8494	26.4389	-2.5165
70.5000	-7.8932	26.4068	-2.5041
70.5340	-7.9020	26.4003	-2.5016
70.5670	-7.9367	26.3742	-2.4916
70.6000	-7.9713	26.3476	-2.4818
70.6350	-8.0056	26.3206	-2.4720
70.7000	-8.0397	26.2934	-2.4623
70.7610	-8.0819	26.2589	-2.4499
70.8010	-8.1237	26.2237	-2.4377
70.8670	-8.1654	26.1879	-2.4258
70.9350	-8.2070	26.1516	-2.4160
70.9700	-8.2562	26.1083	-2.4090
71.0290	-8.2967	26.0721	-2.4063
71.1020	-8.3382	26.0348	-2.4057
71.1700	-8.3800	25.9973	-2.4067
71.1980	-8.4214	25.9602	-2.4091
71.2690	-8.4627	25.9235	-2.4127
71.3010	-8.5040	25.8869	-2.4175
71.3650	-8.5456	25.8505	-2.4234
71.4360	-8.5957	25.8073	-2.4321
71.5010	-8.6547	25.7574	-2.4443
71.5650	-8.6887	25.7292	-2.4523
71.6010	-8.7315	25.6943	-2.4631
71.6640	-8.7832	25.6532	-2.4771
71.7350	-8.8268	25.6196	-2.4896
71.7690	-8.8704	25.5868	-2.5026
71.8010	-8.8791	25.5803	-2.5052
71.8360	-8.9140	25.5548	-2.5158
71.9010	-8.9494	25.5296	-2.5262
71.9300	-8.9944	25.4982	-2.5381
72.0010	-9.0398	25.4673	-2.5498
72.0360	-9.0857	25.4369	-2.5615
72.0670	-9.0949	25.4309	-2.5638
72.1020	-9.1319	25.4070	-2.5730
72.1350	-9.1691	25.3835	-2.5821
72.2000	-9.2065	25.3604	-2.5913
72.2350	-9.2441	25.3375	-2.6005
72.3010	-9.2820	25.3150	-2.6097
72.3340	-9.3202	25.2927	-2.6184
72.3690	-9.3675	25.2653	-2.6254
72.4350	-9.4235	25.2332	-2.6301
72.5010	-9.4703	25.2068	-2.6314
72.5350	-9.5088	25.1851	-2.6310
72.5680	-9.5281	25.1742	-2.6305
72.6000	-9.5668	25.1523	-2.6288
72.6690	-9.6249	25.1191	-2.6247
72.7360	-9.6926	25.0800	-2.6178
72.8000	-9.7312	25.0575	-2.6128
72.8610	-9.7887	25.0234	-2.6041
72.9310	-9.8551	24.9831	-2.5917
72.9990	-9.9023	24.9538	-2.5816
73.0660	-9.9582	24.9182	-2.5683
73.1350	-10.0226	24.8758	-2.5521
73.1670	-10.0588	24.8513	-2.5428
73.2350	-10.0945	24.8267	-2.5333
73.2620	-10.1300	24.8017	-2.5234
73.3350	-10.1743	24.7698	-2.5114
73.4010	-10.2270	24.7307	-2.4972
73.4340	-10.2704	24.6977	-2.4851
73.4660	-10.2790	24.6910	-2.4827
73.4930	-10.3048	24.6709	-2.4755
73.5700	-10.3474	24.6369	-2.4632
73.5900	-10.3897	24.6024	-2.4510
73.6330	-10.3981	24.5954	-2.4486
73.7010	-10.4568	24.5458	-2.4323
73.7340	-10.4984	24.5096	-2.4205
73.7650	-10.5067	24.5023	-2.4182
73.7990	-10.5478	24.4655	-2.4065
73.8660	-10.5965	24.4208	-2.3925
73.9330	-10.6446	24.3754	-2.3789
74.0020	-10.6763	24.3453	-2.3726
74.0330	-10.7080	24.3147	-2.3684
74.1010	-10.7475	24.2764	-2.3656
74.1320	-10.7874	24.2376	-2.3651
74.1980	-10.8275	24.1985	-2.3662
74.2680	-10.8675	24.1597	-2.3685
74.3020	-10.9075	24.1210	-2.3721
74.3670	-10.9555	24.0751	-2.3780
74.4000	-10.9878	24.0444	-2.3829
74.4690	-11.0279	24.0068	-2.3900
74.5320	-11.0682	23.9695	-2.3983
74.5680	-11.1088	23.9326	-2.4077
74.6360	-11.1496	23.8962	-2.4181
74.7010	-11.1908	23.8603	-2.4294
74.7340	-11.2323	23.8249	-2.4415
74.7670	-11.2406	23.8179	-2.4441
74.8010	-11.2743	23.7900	-2.4543
74.8340	-11.3081	23.7626	-2.4644
74.8680	-11.3165	23.7558	-2.4669
74.9020	-11.3505	23.7289	-2.4771
74.9680	-11.3935	23.6957	-2.4894
74.9990	-11.4374	23.6626	-2.5011
75.0340	-11.4463	23.6560	-2.5034
75.0680	-11.4817	23.6300	-2.5127
75.1010	-11.5175	23.6043	-2.5219
75.1670	-11.5625	23.5726	-2.5333
75.2310	-11.6079	23.5414	-2.5448
75.3010	-11.6627	23.5047	-2.5585
75.3360	-11.7182	23.4688	-2.5723
75.4000	-11.7546	23.4453	-2.5793
75.4670	-11.8002	23.4164	-2.5850
75.5020	-11.8554	23.3818	-2.5882
75.5650	-11.9121	23.3464	-2.5879
75.6010	-11.9217	23.3405	-2.5877
75.6360	-11.9597	23.3167	-2.5861
75.6990	-12.0069	23.2871	-2.5832
75.7330	-12.0543	23.2572	-2.5789
75.7670	-12.0638	23.2512	-2.5779
75.8020	-12.1110	23.2210	-2.5722
75.8680	-12.1575	23.1909	-2.5654
75.9300	-12.2036	23.1606	-2.5575
75.9670	-12.2495	23.1299	-2.5485
76.0320	-12.3043	23.0924	-2.5364
76.1010	-12.3496	23.0607	-2.5257
76.1670	-12.3943	23.0286	-2.5148
76.2010	-12.4469	22.9899	-2.5009
76.2650	-12.4818	22.9636	-2.4916
76.2980	-12.5163	22.9371	-2.4820
76.3680	-12.5589	22.9036	-2.4698
76.3990	-12.6013	22.8695	-2.4573
76.4370	-12.6097	22.8626	-2.4548
76.4660	-12.6432	22.8348	-2.4447
76.5350	-12.6845	22.7997	-2.4320
76.5980	-12.7339	22.7567	-2.4169
76.6670	-12.7909	22.7053	-2.4000
76.6980	-12.8231	22.6755	-2.3905
76.7620	-12.8631	22.6376	-2.3788
76.8340	-12.9027	22.5993	-2.3671
76.8990	-12.9496	22.5526	-2.3531
76.9350	-12.9882	22.5134	-2.3414
76.9670	-12.9958	22.5054	-2.3391
76.9990	-13.0339	22.4656	-2.3274
77.0680	-13.0715	22.4252	-2.3157
77.1000	-13.0938	22.4009	-2.3087
77.1650	-13.1305	22.3599	-2.2970
77.2000	-13.1669	22.3184	-2.2853
77.2670	-13.2099	22.2681	-2.2711
77.3020	-13.2380	22.2344	-2.2615
77.3660	-13.2659	22.2003	-2.2519
77.4320	-13.3002	22.1574	-2.2399
77.4680	-13.3342	22.1138	-2.2280
77.5330	-13.3675	22.0700	-2.2158
77.6010	-13.4003	22.0259	-2.2038
77.6350	-13.4390	21.9722	-2.1892
77.7010	-13.4581	21.9451	-2.1819
77.7340	-13.4893	21.8999	-2.1697
77.8010	-13.5201	21.8542	-2.1577
77.8300	-13.5503	21.8082	-2.1455
77.8640	-13.5562	21.7990	-2.1431
77.9330	-13.5857	21.7526	-2.1308
77.9680	-13.6204	21.6962	-2.1163
78.0310	-13.6542	21.6395	-2.1015
78.1010	-13.6762	21.6015	-2.0916
78.1350	-13.7033	21.5535	-2.0795
78.2000	-13.7298	21.5052	-2.0671
78.2670	-13.7557	21.4567	-2.0547
78.2990	-13.7809	21.4079	-2.0425
78.3330	-13.7859	21.3981	-2.0401
78.3690	-13.8105	21.3487	-2.0278
78.4350	-13.8345	21.2991	-2.0156
78.4660	-13.8578	21.2493	-2.0034
78.5010	-13.8624	21.2394	-2.0010
78.5330	-13.8806	21.1992	-1.9912
78.5980	-13.8983	21.1590	-1.9814
78.6340	-13.9199	21.1084	-1.9692
78.6980	-13.9409	21.0575	-1.9570
78.7350	-13.9613	21.0063	-1.9448
78.8010	-13.9850	20.9447	-1.9302
78.8350	-13.9964	20.9138	-1.9229
78.8990	-14.0114	20.8723	-1.9131
78.9270	-14.0295	20.8203	-1.9008
79.0000	-14.0504	20.7577	-1.8861
79.0670	-14.0704	20.6948	-1.8714
79.1350	-14.0832	20.6527	-1.8617
79.1680	-14.0955	20.6105	-1.8520
79.2000	-14.1076	20.5681	-1.8422
79.2680	-14.1219	20.5151	-1.8299
79.3330	-14.1357	20.4617	-1.8176
79.3990	-14.1513	20.3976	-1.8032
79.4320	-14.1636	20.3439	-1.7909
79.4680	-14.1683	20.3224	-1.7860
79.5020	-14.1775	20.2793	-1.7762
79.5680	-14.1884	20.2255	-1.7638
79.6350	-14.1985	20.1714	-1.7516
79.6660	-14.2099	20.1063	-1.7368
79.7320	-14.2169	20.0628	-1.7271
79.8010	-14.2251	20.0084	-1.7146
79.8340	-14.2326	19.9540	-1.7025
79.8700	-14.2382	19.9102	-1.6929
79.9010	-14.2408	19.8884	-1.6880
79.9360	-14.2457	19.8446	-1.6783
79.9990	-14.2512	19.7899	-1.6661
80.0670	-14.2570	19.7241	-1.6515
80.1350	-14.2625	19.6472	-1.6345
80.1980	-14.2650	19.6032	-1.6248
80.2350	-14.2676	19.5481	-1.6130
80.3010	-14.2696	19.4930	-1.6014
80.3330	-14.2707	19.4488	-1.5925
80.3680	-14.2712	19.4267	-1.5881
80.4000	-14.2716	19.3935	-1.5815
80.4350	-14.2719	19.3494	-1.5729
80.4990	-14.2716	19.2943	-1.5623
80.5650	-14.2708	19.2393	-1.5518
80.6000	-14.2695	19.1843	-1.5411
80.6670	-14.2674	19.1289	-1.5287
80.7310	-14.2647	19.0737	-1.5164
80.7650	-14.2614	19.0190	-1.5035
80.8340	-14.2573	18.9642	-1.4910
80.8680	-14.2525	18.9096	-1.4783
80.9350	-14.2459	18.8441	-1.4633
81.0010	-14.2422	18.8112	-1.4562
81.0340	-14.2356	18.7567	-1.4440
81.0690	-14.2298	18.7133	-1.4339
81.1020	-14.2267	18.6915	-1.4289
81.1670	-14.2186	18.6371	-1.4167
81.2000	-14.2098	18.5831	-1.4041
81.2650	-14.1983	18.5183	-1.3890
81.3350	-14.1859	18.4539	-1.3738
81.3670	-14.1793	18.4216	-1.3664
81.4330	-14.1678	18.3678	-1.3543
81.4990	-14.1556	18.3143	-1.3420
81.5340	-14.1429	18.2611	-1.3294
81.5990	-14.1294	18.2079	-1.3171
81.6300	-14.1181	18.1655	-1.3072
81.6680	-14.1123	18.1442	-1.3022
81.7010	-14.1004	18.1018	-1.2924
81.7680	-14.0881	18.0596	-1.2825
81.8010	-14.0722	18.0073	-1.2698
81.8670	-14.0521	17.9445	-1.2546
81.9000	-14.0382	17.9028	-1.2447
81.9680	-14.0239	17.8613	-1.2345
81.9990	-14.0093	17.8201	-1.2242
82.0680	-13.9942	17.7790	-1.2140
82.1010	-13.9786	17.7378	-1.2041
82.1350	-13.9626	17.6969	-1.1939
82.1980	-13.9419	17.6458	-1.1816
82.2360	-13.9207	17.5950	-1.1692
82.3010	-13.8988	17.5445	-1.1568
82.3320	-13.8809	17.5042	-1.1469
82.3990	-13.8579	17.4542	-1.1345
82.4680	-13.8343	17.4046	-1.1221
82.5000	-13.8101	17.3551	-1.1096
82.5340	-13.8052	17.3453	-1.1071
82.5670	-13.7853	17.3060	-1.0972
82.6350	-13.7547	17.2475	-1.0822
82.6670	-13.7285	17.1990	-1.0697
82.7000	-13.7232	17.1894	-1.0672
82.7670	-13.6962	17.1412	-1.0547
82.8010	-13.6633	17.0842	-1.0398
82.8670	-13.6464	17.0558	-1.0322
82.8990	-13.6236	17.0180	-1.0222
82.9660	-13.5946	16.9714	-1.0095
83.0010	-13.5590	16.9157	-0.9945
83.0680	-13.5348	16.8790	-0.9844
83.0990	-13.5040	16.8333	-0.9719
83.1650	-13.4664	16.7791	-0.9568
83.2360	-13.4409	16.7434	-0.9467
83.3000	-13.4084	16.6989	-0.9340
83.3320	-13.3753	16.6548	-0.9215
83.3680	-13.3484	16.6198	-0.9114
83.4020	-13.3349	16.6024	-0.9064
83.4310	-13.3076	16.5680	-0.8964
83.5010	-13.2729	16.5252	-0.8839
83.5340	-13.2448	16.4914	-0.8739
83.5670	-13.2307	16.4745	-0.8688
83.6000	-13.2021	16.4410	-0.8591
83.6670	-13.1736	16.4079	-0.8521
83.7010	-13.1448	16.3749	-0.8472
83.7680	-13.1089	16.3340	-0.8435
83.8000	-13.0646	16.2839	-0.8419
83.8690	-13.0346	16.2500	-0.8422
83.9360	-12.9976	16.2082	-0.8439
83.9670	-12.9538	16.1585	-0.8475
84.0300	-12.9175	16.1169	-0.8519
84.0940	-12.8812	16.0751	-0.8574
84.1360	-12.8454	16.0333	-0.8642
84.1690	-12.8383	16.0250	-0.8657
84.2000	-12.8171	15.9998	-0.8704
84.2670	-12.7819	15.9577	-0.8793
84.3010	-12.7403	15.9068	-0.8912
84.3670	-12.7131	15.8728	-0.9000
84.4000	-12.6796	15.8300	-0.9116
84.4680	-12.6463	15.7865	-0.9238
84.5320	-12.6136	15.7426	-0.9364
84.5690	-12.5816	15.6985	-0.9491
84.6340	-12.5502	15.6540	-0.9611
84.7010	-12.5190	15.6089	-0.9725
84.7350	-12.4823	15.5541	-0.9859
84.8020	-12.4582	15.5173	-0.9948
84.8340	-12.4285	15.4709	-1.0058
84.8990	-12.3993	15.4243	-1.0169
84.9670	-12.3707	15.3773	-1.0279
84.9990	-12.3425	15.3300	-1.0390
85.0340	-12.3369	15.3205	-1.0412
85.0680	-12.3148	15.2824	-1.0503
85.1330	-12.2932	15.2441	-1.0595
85.1990	-12.2613	15.1863	-1.0731
85.2320	-12.2302	15.1281	-1.0868
85.2680	-12.2251	15.1183	-1.0891
85.3000	-12.2099	15.0890	-1.0959
85.3350	-12.1851	15.0410	-1.1041
85.4010	-12.1558	14.9835	-1.1099
85.4680	-12.1365	14.9447	-1.1117
85.5010	-12.1121	14.8958	-1.1117
85.5640	-12.0872	14.8462	-1.1103
85.6350	-12.0569	14.7859	-1.1066
85.7010	-12.0212	14.7159	-1.1001
85.7680	-12.0006	14.6758	-1.0953
85.7990	-11.9798	14.6359	-1.0897
85.8660	-11.9537	14.5866	-1.0818
85.9360	-11.9220	14.5280	-1.0709
85.9670	-11.8898	14.4700	-1.0590
86.0000	-11.8844	14.4603	-1.0570
86.0680	-11.8626	14.4221	-1.0485
86.0990	-11.8295	14.3656	-1.0352
86.1680	-11.7958	14.3097	-1.0213
86.2020	-11.7729	14.2727	-1.0120
86.2680	-11.7437	14.2267	-1.0001
86.3340	-11.7080	14.1722	-0.9856
86.3630	-11.6839	14.1361	-0.9757
86.4300	-11.6531	14.0913	-0.9634
86.4970	-11.6154	14.0379	-0.9488
86.5670	-11.5703	13.9762	-0.9316
86.6350	-11.5440	13.9412	-0.9220
86.6640	-11.5105	13.8977	-0.9103
86.7360	-11.4833	13.8630	-0.9010
86.7690	-11.4488	13.8200	-0.8894
86.8360	-11.4209	13.7859	-0.8800
86.8600	-11.3855	13.7437	-0.8683
86.9350	-11.3425	13.6937	-0.8541
87.0010	-11.3134	13.6606	-0.8445
87.0350	-11.2839	13.6277	-0.8349
87.1000	-11.2467	13.5872	-0.8229
87.1340	-11.2013	13.5391	-0.8087
87.2000	-11.1707	13.5073	-0.7992
87.2330	-11.1398	13.4759	-0.7897
87.3000	-11.1008	13.4371	-0.7778
87.3340	-11.0614	13.3988	-0.7659
87.4010	-11.0134	13.3533	-0.7516
87.4690	-10.9891	13.3307	-0.7445
87.5010	-10.9565	13.3010	-0.7349
87.5680	-10.9074	13.2572	-0.7212
87.6320	-10.8503	13.2066	-0.7118
87.6680	-10.8171	13.1779	-0.7090
87.7340	-10.7837	13.1491	-0.7079
87.8010	-10.7335	13.1058	-0.7083
87.8340	-10.6917	13.0696	-0.7100
87.8680	-10.6749	13.0551	-0.7111
87.9340	-10.6331	13.0187	-0.7146
87.9670	-10.5913	12.9821	-0.7193
88.0350	-10.5499	12.9455	-0.7252
88.0680	-10.5084	12.9084	-0.7323
88.1010	-10.5002	12.9009	-0.7338
88.1330	-10.4674	12.8712	-0.7404
88.2020	-10.4268	12.8336	-0.7498
88.2680	-10.3867	12.7959	-0.7601
88.2990	-10.3470	12.7577	-0.7713
88.3320	-10.3391	12.7500	-0.7736
88.3690	-10.3001	12.7114	-0.7857
88.4310	-10.2618	12.6725	-0.7980
88.5000	-10.2165	12.6254	-0.8128
88.5660	-10.1648	12.5698	-0.8304
88.6320	-10.1354	12.5372	-0.8397
88.6680	-10.0989	12.4961	-0.8511
88.7340	-10.0557	12.4460	-0.8647
88.7980	-10.0063	12.3870	-0.8808
88.8670	-9.9715	12.3443	-0.8921
88.9300	-9.9304	12.2926	-0.9059
89.0000	-9.8901	12.2404	-0.9197
89.0360	-9.8577	12.1973	-0.9309
89.0680	-9.8571	12.1965	-0.9311
89.1010	-9.8310	12.1610	-0.9402
89.1340	-9.8052	12.1253	-0.9493
89.2000	-9.7734	12.0804	-0.9607
89.2670	-9.7423	12.0353	-0.9722
89.3330	-9.7054	11.9802	-0.9863
89.3650	-9.6753	11.9341	-0.9979
89.4000	-9.6634	11.9155	-1.0027
89.4320	-9.6399	11.8783	-1.0121
89.5010	-9.6111	11.8316	-1.0238
89.5330	-9.5828	11.7854	-1.0320
89.5660	-9.5773	11.7762	-1.0333
89.6020	-9.5553	11.7394	-1.0372
89.6670	-9.5333	11.7024	-1.0395
89.6990	-9.4996	11.6456	-1.0401
89.7680	-9.4653	11.5879	-1.0383
89.8000	-9.4596	11.5782	-1.0378
89.8360	-9.4367	11.5397	-1.0354
89.8680	-9.4137	11.5014	-1.0322
89.9340	-9.3906	11.4631	-1.0283
90.0030	-9.3615	11.4153	-1.0223
90.0340	-9.3262	11.3585	-1.0135
90.0990	-9.2905	11.3019	-1.0030
90.1680	-9.2664	11.2646	-0.9953
90.2010	-9.2360	11.2183	-0.9849
90.2660	-9.2055	11.1730	-0.9741
90.3350	-9.1746	11.1280	-0.9628
90.3670	-9.1370	11.0749	-0.9487
90.4340	-9.1116	11.0399	-0.9391
90.4660	-9.0859	11.0050	-0.9295
90.5350	-9.0596	10.9702	-0.9198
90.5670	-9.0265	10.9274	-0.9074
90.6360	-8.9859	10.8763	-0.8926
90.6980	-8.9514	10.8340	-0.8805
90.7670	-8.9162	10.7919	-0.8688
90.8010	-8.8732	10.7419	-0.8549
90.8710	-8.8442	10.7089	-0.8456
90.9340	-8.8073	10.6677	-0.8341
90.9660	-8.7625	10.6191	-0.8202
91.0350	-8.7399	10.5951	-0.8133
91.0680	-8.7017	10.5552	-0.8018
91.1360	-8.6633	10.5160	-0.7903
91.1680	-8.6242	10.4770	-0.7787
91.2340	-8.5769	10.4310	-0.7648
91.2690	-8.5529	10.4082	-0.7578
91.3340	-8.5127	10.3706	-0.7463
91.4000	-8.4645	10.3257	-0.7373
91.4680	-8.4077	10.2738	-0.7322
91.5010	-8.3830	10.2515	-0.7317
91.5660	-8.3502	10.2218	-0.7320
91.6020	-8.3090	10.1845	-0.7335
91.6670	-8.2680	10.1472	-0.7362
91.7000	-8.2274	10.1100	-0.7402
91.7360	-8.2192	10.1025	-0.7411
91.7660	-8.1866	10.0724	-0.7453
91.8300	-8.1383	10.0273	-0.7531
91.9000	-8.0904	9.9818	-0.7625
91.9640	-8.0430	9.9360	-0.7735
92.0320	-7.9884	9.8818	-0.7881
92.0960	-7.9576	9.8505	-0.7973
92.1670	-7.9118	9.8029	-0.8119
92.2330	-7.8595	9.7467	-0.8299
92.2680	-7.8302	9.7143	-0.8401
92.3340	-7.8014	9.6818	-0.8505
92.3680	-7.7655	9.6405	-0.8605
92.4350	-7.7226	9.5902	-0.8691
92.4990	-7.6939	9.5563	-0.8735
92.5350	-7.6653	9.5220	-0.8769
92.5680	-7.6370	9.4878	-0.8791
92.6340	-7.6021	9.4457	-0.8805
92.6680	-7.5677	9.4039	-0.8808
92.6990	-7.5608	9.3956	-0.8808
92.7320	-7.5332	9.3622	-0.8808
92.8010	-7.4984	9.3200	-0.8808
92.8350	-7.4634	9.2776	-0.8808
92.8670	-7.4564	9.2691	-0.8808
92.9010	-7.4284	9.2352	-0.8808
92.9660	-7.4004	9.2013	-0.8808
93.0030	-7.3654	9.1589	-0.8808
93.0660	-7.3304	9.1165	-0.8808
93.1360	-7.2884	9.0655	-0.8808
93.1680	-7.2534	9.0231	-0.8808
93.2000	-7.2394	9.0062	-0.8808
93.2340	-7.2183	8.9807	-0.8808
93.2990	-7.1763	8.9298	-0.8808
93.3660	-7.1273	8.8704	-0.8808
93.4330	-7.0923	8.8280	-0.8808
93.5020	-7.0573	8.7856	-0.8808
93.5340	-7.0223	8.7432	-0.8808
93.5980	-6.9873	8.7008	-0.8808
93.6650	-6.9523	8.6583	-0.8808
93.7000	-6.9173	8.6159	-0.8808
93.7350	-6.9103	8.6074	-0.8808
93.7700	-6.8752	8.5650	-0.8808
93.8350	-6.8402	8.5226	-0.8808
93.8990	-6.7982	8.4717	-0.8808
93.9680	-6.7492	8.4123	-0.8808
93.9990	-6.7212	8.3784	-0.8808
94.0670	-6.6862	8.3360	-0.8808
94.1350	-6.6442	8.2851	-0.8808
94.1680	-6.6232	8.2596	-0.8808
94.2350	-6.5882	8.2172	-0.8808
94.2670	-6.5532	8.1748	-0.8808
94.3000	-6.5462	8.1663	-0.8808
94.3340	-6.5112	8.1239	-0.8808
94.4000	-6.4762	8.0815	-0.8808
94.4660	-6.4411	8.0390	-0.8808
94.5360	-6.3991	7.9881	-0.8808
94.6000	-6.3571	7.9372	-0.8808
94.6320	-6.3221	7.8948	-0.8808
94.6680	-6.3081	7.8779	-0.8808
94.7030	-6.2801	7.8439	-0.8808
94.7690	-6.2451	7.8015	-0.8808
94.8360	-6.2101	7.7591	-0.8808
94.8670	-6.1751	7.7167	-0.8808
94.9360	-6.1401	7.6742	-0.8808
94.9990	-6.1051	7.6318	-0.8808
95.0350	-6.0700	7.5894	-0.8808
95.1010	-6.0280	7.5385	-0.8808
95.1340	-6.0000	7.5046	-0.8808
95.2010	-5.9650	7.4622	-0.8808
95.2680	-5.9300	7.4197	-0.8808
95.3350	-5.8950	7.3773	-0.8808
95.3660	-5.8600	7.3349	-0.8808
95.4340	-5.8250	7.2925	-0.8808
95.4680	-5.7900	7.2501	-0.8808
95.5010	-5.7830	7.2416	-0.8808
95.5360	-5.7620	7.2161	-0.8808
95.5670	-5.7270	7.1737	-0.8808
95.6280	-5.6849	7.1228	-0.8808
95.7000	-5.6429	7.0719	-0.8808
95.7340	-5.6359	7.0634	-0.8808
95.7670	-5.6009	7.0210	-0.8808
95.8340	-5.5589	6.9701	-0.8808
95.9000	-5.5169	6.9192	-0.8808
95.9350	-5.4889	6.8852	-0.8808
95.9650	-5.4749	6.8683	-0.8808
96.0340	-5.4469	6.8344	-0.8808
96.0640	-5.4119	6.7919	-0.8808
96.1360	-5.3769	6.7495	-0.8808
96.2000	-5.3419	6.7071	-0.8808
96.2380	-5.3069	6.6647	-0.8808
96.2990	-5.2719	6.6223	-0.8808
96.3320	-5.2368	6.5798	-0.8808
96.3670	-5.2298	6.5713	-0.8808
96.4000	-5.1948	6.5289	-0.8808
96.4670	-5.1598	6.4865	-0.8808
96.5360	-5.1248	6.4441	-0.8808
96.5660	-5.0898	6.4017	-0.8808
96.6010	-5.0828	6.3932	-0.8808
96.6320	-5.0548	6.3592	-0.8808
96.7020	-5.0198	6.3168	-0.8808
96.7360	-4.9778	6.2659	-0.8809
96.8010	-4.9498	6.2320	-0.8809
96.8350	-4.9218	6.1981	-0.8808
96.8990	-4.8938	6.1641	-0.8808
96.9320	-4.8658	6.1302	-0.8808
96.9950	-4.8238	6.0793	-0.8808
97.0670	-4.7817	6.0284	-0.8808
97.1330	-4.7397	5.9775	-0.8808
97.2000	-4.6907	5.9181	-0.8808
97.2670	-4.6627	5.8841	-0.8808
97.3000	-4.6277	5.8417	-0.8808
97.3610	-4.5927	5.7993	-0.8808
97.4330	-4.5577	5.7569	-0.8808
97.4670	-4.5227	5.7145	-0.8808
97.5310	-4.4807	5.6636	-0.8808
97.5680	-4.4527	5.6296	-0.8808
97.6330	-4.4247	5.5957	-0.8808
97.6670	-4.3967	5.5618	-0.8808
97.7340	-4.3617	5.5193	-0.8808
97.7670	-4.3266	5.4769	-0.8808
97.8000	-4.3196	5.4684	-0.8808
97.8350	-4.2916	5.4345	-0.8808
97.8980	-4.2566	5.3921	-0.8808
97.9330	-4.2216	5.3497	-0.8808
97.9950	-4.1866	5.3072	-0.8808
98.0640	-4.1446	5.2563	-0.8808
98.1350	-4.0956	5.1970	-0.8808
98.1660	-4.0676	5.1630	-0.8808
98.2330	-4.0396	5.1291	-0.8808
98.2990	-3.9976	5.0782	-0.8808
98.3650	-3.9486	5.0188	-0.8808
98.4350	-3.9205	4.9848	-0.8808
98.4680	-3.8855	4.9424	-0.8809
98.4960	-3.8575	4.9085	-0.8812
98.5350	-3.8506	4.9000	-0.8818
98.5640	-3.8226	4.8659	-0.8852
98.6320	-3.7808	4.8142	-0.8923
98.7010	-3.7328	4.7537	-0.9028
98.7680	-3.7056	4.7190	-0.9099
98.7980	-3.6718	4.6750	-0.9197
98.8640	-3.6317	4.6216	-0.9326
98.9340	-3.6057	4.5862	-0.9417
98.9620	-3.5802	4.5507	-0.9510
99.0320	-3.5488	4.5061	-0.9632
99.0670	-3.5180	4.4613	-0.9754
99.1330	-3.4816	4.4066	-0.9892
99.2000	-3.4576	4.3698	-0.9977
99.2360	-3.4284	4.3249	-1.0047
99.3010	-3.3994	4.2795	-1.0089
99.3680	-3.3703	4.2336	-1.0105
99.4020	-3.3403	4.1863	-1.0100
99.4690	-3.3043	4.1296	-1.0075
99.5010	-3.2801	4.0916	-1.0048
99.5670	-3.2558	4.0538	-1.0013
99.5990	-3.2314	4.0161	-0.9970
99.6680	-3.1946	3.9599	-0.9891
99.7350	-3.1576	3.9045	-0.9796
99.8000	-3.1327	3.8677	-0.9725
99.8680	-3.0949	3.8131	-0.9607
99.8970	-3.0568	3.7593	-0.9480
99.9350	-3.0504	3.7504	-0.9459
99.9660	-3.0248	3.7153	-0.9368
100.0010	-2.9988	3.6803	-0.9273
100.0650	-2.9660	3.6371	-0.9153
100.1280	-2.9326	3.5943	-0.9030
100.1670	-2.8987	3.5519	-0.8905
100.2330	-2.8644	3.5101	-0.8779
100.3020	-2.8223	3.4602	-0.8626
100.3670	-2.7720	3.4027	-0.8451
100.4370	-2.7355	3.3620	-0.8332
100.4970	-2.6981	3.3214	-0.8215
100.5340	-2.6526	3.2732	-0.8075
100.6010	-2.6066	3.2258	-0.7934
100.6320	-2.5989	3.2180	-0.7911
100.6630	-2.5756	3.1946	-0.7842
100.7340	-2.5294	3.1483	-0.7748
100.8010	-2.4752	3.0947	-0.7695
100.8340	-2.4435	3.0639	-0.7687
100.9010	-2.4114	3.0327	-0.7690
100.9340	-2.3715	2.9937	-0.7707
100.9980	-2.3237	2.9467	-0.7744
101.0680	-2.2919	2.9154	-0.7779
101.1340	-2.2525	2.8761	-0.7833
101.1670	-2.2136	2.8370	-0.7899
101.2350	-2.1749	2.7976	-0.7976
101.2680	-2.1370	2.7583	-0.8065
101.3010	-2.1293	2.7502	-0.8084
101.3360	-2.1065	2.7262	-0.8143
101.3680	-2.0763	2.6939	-0.8228
101.4340	-2.0391	2.6533	-0.8342
101.5010	-1.9954	2.6044	-0.8489
101.5330	-1.9523	2.5546	-0.8642
101.6000	-1.9242	2.5213	-0.8741
101.6700	-1.8827	2.4709	-0.8891
101.7340	-1.8350	2.4110	-0.9061
101.7980	-1.8015	2.3676	-0.9178
