t	x_ekf	y_ekf	th_ekf
6.6990	2.3486	-1.9895	0.0045
6.7670	2.3761	-1.9893	0.0045
6.8310	2.4037	-1.9892	0.0045
6.8980	2.4367	-1.9891	0.0044
6.9320	2.4697	-1.9889	0.0044
6.9650	2.4752	-1.9889	0.0044
6.9980	2.4972	-1.9888	0.0044
7.0690	2.5302	-1.9887	0.0044
7.1330	2.5687	-1.9885	0.0045
7.2020	2.5852	-1.9884	0.0045
7.2340	2.6127	-1.9883	0.0045
7.3000	2.6403	-1.9882	0.0045
7.3320	2.6678	-1.9881	0.0044
7.3660	2.6733	-1.9880	0.0044
7.3970	2.7008	-1.9879	0.0045
7.4680	2.7338	-1.9878	0.0044
7.5330	2.7558	-1.9877	0.0044
7.5670	2.7778	-1.9876	0.0044
7.6320	2.8053	-1.9874	0.0044
7.6660	2.8328	-1.9873	0.0044
7.6960	2.8383	-1.9873	0.0044
7.7310	2.8603	-1.9872	0.0044
7.7960	2.8933	-1.9870	0.0044
7.8660	2.9319	-1.9869	0.0044
7.9250	2.9539	-1.9868	0.0044
7.9980	2.9869	-1.9866	0.0044
8.0640	3.0199	-1.9865	0.0044
8.1050	3.0529	-1.9863	0.0045
8.1350	3.0584	-1.9863	0.0045
8.1970	3.0859	-1.9862	0.0045
8.2320	3.1189	-1.9860	0.0045
8.2970	3.1464	-1.9859	0.0045
8.3310	3.1574	-1.9859	0.0045
8.4010	3.1849	-1.9858	0.0045
8.4320	3.2179	-1.9856	0.0044
8.4990	3.2509	-1.9855	0.0044
8.5300	3.2564	-1.9854	0.0044
8.5980	3.2839	-1.9853	0.0044
8.6260	3.3114	-1.9852	0.0044
8.6980	3.3444	-1.9850	0.0044
8.7670	3.3829	-1.9849	0.0044
8.8300	3.3994	-1.9848	0.0044
8.8670	3.4159	-1.9847	0.0044
8.8970	3.4554	-1.9846	0.0055
8.9330	3.4926	-1.9844	0.0079
8.9670	3.5129	-1.9842	0.0094
9.0010	3.5455	-1.9838	0.0120
9.0270	3.5908	-1.9832	0.0142
9.0990	3.6367	-1.9826	0.0153
9.1320	3.6826	-1.9818	0.0159
9.1660	3.7284	-1.9811	0.0160
9.2310	3.7843	-1.9802	0.0160
9.2990	3.8398	-1.9793	0.0160
9.3330	3.8952	-1.9784	0.0160
9.4000	3.9507	-1.9776	0.0160
9.4330	4.0061	-1.9767	0.0160
9.4970	4.0504	-1.9760	0.0160
9.5320	4.1057	-1.9751	0.0159
9.6010	4.1500	-1.9744	0.0159
9.6680	4.2164	-1.9733	0.0159
9.7010	4.2718	-1.9724	0.0159
9.7320	4.2939	-1.9721	0.0159
9.8010	4.3381	-1.9714	0.0159
9.8330	4.3824	-1.9707	0.0159
9.8670	4.4266	-1.9700	0.0159
9.9320	4.4708	-1.9693	0.0159
9.9670	4.5261	-1.9684	0.0159
9.9990	4.5703	-1.9677	0.0159
10.0320	4.5924	-1.9673	0.0159
10.0680	4.6255	-1.9668	0.0159
10.1340	4.6808	-1.9659	0.0159
10.1670	4.7360	-1.9650	0.0159
10.2330	4.7912	-1.9642	0.0159
10.2980	4.8464	-1.9633	0.0159
10.3330	4.9126	-1.9622	0.0159
10.4000	4.9568	-1.9615	0.0159
10.4340	5.0009	-1.9608	0.0159
10.4990	5.0561	-1.9600	0.0159
10.5660	5.1113	-1.9591	0.0158
10.6000	5.1664	-1.9582	0.0158
10.6670	5.2216	-1.9573	0.0158
10.7330	5.2767	-1.9565	0.0158
10.7670	5.3319	-1.9556	0.0158
10.8010	5.3760	-1.9549	0.0158
10.8330	5.3980	-1.9545	0.0158
10.8670	5.4311	-1.9540	0.0158
10.9330	5.4862	-1.9532	0.0158
10.9660	5.5414	-1.9523	0.0158
11.0000	5.5524	-1.9521	0.0158
11.0320	5.5854	-1.9516	0.0158
11.0680	5.6406	-1.9507	0.0158
11.1340	5.7067	-1.9497	0.0158
11.1670	5.7397	-1.9491	0.0158
11.2330	5.7948	-1.9483	0.0158
11.2670	5.8389	-1.9476	0.0158
11.3020	5.8609	-1.9472	0.0158
11.3320	5.9050	-1.9465	0.0158
11.3970	5.9491	-1.9458	0.0158
11.4670	6.0152	-1.9448	0.0157
11.5000	6.0813	-1.9438	0.0157
11.5670	6.1143	-1.9432	0.0157
11.5990	6.1584	-1.9425	0.0157
11.6330	6.2024	-1.9419	0.0157
11.7000	6.2465	-1.9412	0.0157
11.7330	6.2905	-1.9405	0.0157
11.7970	6.3456	-1.9396	0.0157
11.8330	6.4117	-1.9386	0.0157
11.8950	6.4557	-1.9379	0.0157
11.9640	6.5218	-1.9368	0.0157
11.9980	6.5768	-1.9360	0.0157
12.0310	6.5988	-1.9356	0.0157
12.0670	6.6429	-1.9349	0.0157
12.1330	6.6869	-1.9342	0.0157
12.1660	6.7419	-1.9334	0.0157
12.2310	6.7970	-1.9325	0.0156
12.2670	6.8410	-1.9318	0.0156
12.3000	6.8630	-1.9315	0.0156
12.3330	6.9071	-1.9308	0.0156
12.4010	6.9621	-1.9299	0.0156
12.4650	7.0171	-1.9291	0.0156
12.5310	7.0722	-1.9282	0.0156
12.5660	7.1382	-1.9272	0.0156
12.6300	7.2152	-1.9260	0.0156
12.6990	7.2703	-1.9251	0.0156
12.7670	7.3253	-1.9243	0.0156
12.7980	7.3803	-1.9234	0.0156
12.8320	7.3913	-1.9232	0.0156
12.8660	7.4353	-1.9225	0.0156
12.9330	7.4903	-1.9217	0.0156
12.9680	7.5454	-1.9208	0.0156
13.0000	7.5564	-1.9207	0.0156
13.0330	7.6114	-1.9198	0.0156
13.0980	7.6774	-1.9188	0.0156
13.1650	7.7214	-1.9181	0.0156
13.2300	7.7875	-1.9171	0.0156
13.2670	7.8425	-1.9162	0.0155
13.2920	7.8535	-1.9160	0.0155
13.3310	7.8975	-1.9153	0.0155
13.3980	7.9525	-1.9145	0.0155
13.4660	8.0075	-1.9136	0.0155
13.5000	8.0735	-1.9126	0.0155
13.5650	8.1395	-1.9116	0.0155
13.6310	8.1835	-1.9109	0.0155
13.6660	8.2496	-1.9099	0.0155
13.7300	8.3046	-1.9090	0.0155
13.7640	8.3266	-1.9087	0.0155
13.7940	8.3706	-1.9080	0.0155
13.8670	8.4256	-1.9072	0.0155
13.8980	8.4806	-1.9063	0.0155
13.9660	8.5246	-1.9056	0.0155
14.0340	8.5796	-1.9048	0.0155
14.0670	8.6346	-1.9039	0.0155
14.0990	8.6786	-1.9032	0.0155
14.1330	8.7006	-1.9029	0.0155
14.1670	8.7336	-1.9024	0.0155
14.2320	8.7886	-1.9015	0.0155
14.2680	8.8436	-1.9007	0.0155
14.2990	8.8546	-1.9005	0.0155
14.3330	8.8986	-1.8998	0.0155
14.4000	8.9536	-1.8990	0.0155
14.4330	9.0086	-1.8981	0.0155
14.4650	9.0196	-1.8980	0.0155
14.5000	9.0526	-1.8974	0.0155
14.5330	9.0966	-1.8968	0.0154
14.5670	9.1406	-1.8961	0.0154
14.6290	9.1846	-1.8954	0.0154
14.6670	9.2396	-1.8946	0.0154
14.7320	9.3056	-1.8935	0.0154
14.7990	9.3496	-1.8929	0.0154
14.8680	9.4046	-1.8920	0.0154
14.9010	9.4706	-1.8910	0.0154
14.9670	9.5476	-1.8898	0.0154
15.0330	9.6026	-1.8890	0.0154
15.0660	9.6460	-1.8883	0.0160
15.0930	9.6678	-1.8879	0.0176
15.1650	9.7122	-1.8870	0.0218
15.2000	9.7681	-1.8856	0.0279
15.2650	9.8239	-1.8838	0.0343
15.3000	9.8791	-1.8817	0.0420
15.3670	9.9449	-1.8786	0.0522
15.4300	10.0105	-1.8748	0.0629
15.4690	10.0214	-1.8741	0.0648
15.5010	10.0760	-1.8702	0.0739
15.5650	10.1311	-1.8659	0.0822
15.6310	10.1863	-1.8611	0.0899
15.7000	10.2410	-1.8559	0.0990
15.7280	10.3067	-1.8490	0.1096
15.8000	10.3728	-1.8413	0.1197
15.8310	10.4060	-1.8373	0.1244
15.9000	10.4607	-1.8301	0.1337
15.9320	10.5150	-1.8225	0.1438
15.9680	10.5257	-1.8210	0.1458
15.9980	10.5582	-1.8161	0.1521
16.0670	10.6125	-1.8074	0.1618
16.1000	10.6777	-1.7964	0.1735
16.1660	10.7211	-1.7886	0.1815
16.2000	10.7751	-1.7784	0.1916
16.2670	10.8398	-1.7654	0.2038
16.3330	10.8721	-1.7586	0.2100
16.3660	10.9258	-1.7468	0.2203
16.3990	10.9686	-1.7370	0.2288
16.4330	10.9899	-1.7320	0.2332
16.4630	11.0218	-1.7243	0.2399
16.5330	11.0639	-1.7137	0.2493
16.5640	11.1163	-1.7000	0.2614
16.6000	11.1580	-1.6887	0.2713
16.6330	11.1788	-1.6828	0.2762
16.6650	11.2210	-1.6706	0.2854
16.6980	11.2423	-1.6643	0.2896
16.7330	11.2739	-1.6548	0.2961
16.7640	11.3055	-1.6450	0.3029
16.8310	11.3578	-1.6283	0.3142
16.8650	11.4101	-1.6110	0.3253
16.9310	11.4621	-1.5930	0.3368
17.0020	11.5139	-1.5746	0.3484
17.0280	11.5656	-1.5554	0.3599
17.1000	11.6274	-1.5316	0.3739
17.1340	11.6682	-1.5153	0.3833
17.2020	11.7091	-1.4986	0.3926
17.2660	11.7600	-1.4772	0.4041
17.2980	11.8109	-1.4550	0.4148
17.3650	11.8615	-1.4324	0.4259
17.4020	11.9117	-1.4092	0.4371
17.4320	11.9217	-1.4046	0.4395
17.4640	11.9614	-1.3856	0.4489
17.5330	12.0205	-1.3566	0.4631
17.5660	12.0596	-1.3368	0.4728
17.6000	12.0790	-1.3269	0.4778
17.6650	12.1174	-1.3067	0.4883
17.7010	12.1658	-1.2805	0.5006
17.7670	12.2239	-1.2482	0.5146
17.8330	12.2812	-1.2152	0.5289
17.9000	12.3189	-1.1929	0.5389
17.9300	12.3752	-1.1586	0.5537
17.9940	12.4311	-1.1234	0.5684
18.0660	12.4957	-1.0813	0.5857
18.1340	12.5232	-1.0629	0.5930
18.1670	12.5685	-1.0319	0.6055
18.2320	12.6136	-1.0003	0.6179
18.2670	12.6581	-0.9682	0.6304
18.3010	12.6671	-0.9616	0.6329
18.3330	12.7113	-0.9287	0.6454
18.4000	12.7637	-0.8886	0.6605
18.4650	12.7983	-0.8614	0.6706
18.5000	12.8412	-0.8269	0.6831
18.5680	12.8922	-0.7847	0.6983
18.6330	12.9257	-0.7562	0.7083
18.6670	12.9590	-0.7274	0.7182
18.7320	13.0002	-0.6909	0.7307
18.7960	13.0409	-0.6539	0.7433
18.8310	13.0810	-0.6165	0.7560
18.8990	13.1288	-0.5707	0.7713
18.9640	13.1758	-0.5244	0.7865
19.0290	13.2297	-0.4692	0.8042
19.0980	13.2677	-0.4293	0.8167
19.1580	13.3051	-0.3889	0.8293
19.2310	13.3492	-0.3399	0.8445
19.2930	13.3998	-0.2818	0.8621
19.3640	13.4353	-0.2398	0.8747
19.4050	13.4773	-0.1888	0.8899
19.4660	13.5184	-0.1371	0.9050
19.5290	13.5520	-0.0937	0.9177
19.5980	13.5852	-0.0498	0.9303
19.6320	13.6177	-0.0054	0.9429
19.7000	13.6562	0.0484	0.9580
19.7650	13.6751	0.0756	0.9657
19.7990	13.6999	0.1119	0.9757
19.8340	13.7304	0.1576	0.9883
19.8990	13.7663	0.2130	1.0036
19.9680	13.7839	0.2410	1.0114
19.9990	13.8128	0.2878	1.0241
20.0340	13.8355	0.3256	1.0342
20.0640	13.8467	0.3446	1.0394
20.0970	13.8688	0.3826	1.0496
20.1660	13.8904	0.4208	1.0597
20.1980	13.9170	0.4689	1.0723
20.2660	13.9429	0.5172	1.0848
20.2990	13.9683	0.5662	1.0974
20.3310	13.9733	0.5760	1.0999
20.3650	13.9931	0.6154	1.1101
20.4280	14.0124	0.6548	1.1201
20.4660	14.0360	0.7045	1.1326
20.5300	14.0590	0.7545	1.1450
20.5960	14.0814	0.8048	1.1577
20.6300	14.1074	0.8654	1.1728
20.7000	14.1242	0.9061	1.1830
20.7320	14.1407	0.9468	1.1909
20.8000	14.1610	0.9981	1.1957
20.8340	14.1811	1.0494	1.1981
20.9010	14.2051	1.1109	1.1991
20.9670	14.2171	1.1416	1.1993
21.0310	14.2410	1.2030	1.1996
21.0610	14.2649	1.2645	1.1998
21.0990	14.2689	1.2747	1.1998
21.1320	14.2888	1.3259	1.2000
21.2010	14.3087	1.3771	1.2001
21.2650	14.3286	1.4283	1.2003
21.3300	14.3524	1.4897	1.2004
21.3640	14.3723	1.5409	1.2006
21.3990	14.3803	1.5614	1.2006
21.4680	14.3962	1.6024	1.2007
21.5010	14.4200	1.6639	1.2009
21.5640	14.4478	1.7356	1.2010
21.6290	14.4677	1.7868	1.2012
21.7000	14.4875	1.8381	1.2013
21.7330	14.5074	1.8893	1.2014
21.7670	14.5113	1.8996	1.2014
21.8000	14.5272	1.9406	1.2015
21.8340	14.5431	1.9816	1.2016
21.8990	14.5589	2.0226	1.2018
21.9320	14.5787	2.0738	1.2019
22.0010	14.5986	2.1251	1.2021
22.0320	14.6144	2.1661	1.2022
22.0670	14.6184	2.1764	1.2022
22.0960	14.6342	2.2174	1.2023
22.1630	14.6500	2.2584	1.2024
22.2010	14.6659	2.2994	1.2025
22.2330	14.6857	2.3507	1.2026
22.2980	14.7094	2.4122	1.2028
22.3670	14.7252	2.4533	1.2029
22.4320	14.7489	2.5148	1.2030
22.4640	14.7687	2.5661	1.2031
22.4990	14.7766	2.5866	1.2031
22.5300	14.7924	2.6277	1.2032
22.5980	14.8121	2.6790	1.2034
22.6670	14.8320	2.7307	1.2061
22.7000	14.8516	2.7829	1.2122
22.7600	14.8709	2.8352	1.2207
22.8270	14.8897	2.8876	1.2312
22.8660	14.9112	2.9500	1.2454
22.9280	14.9316	3.0122	1.2611
22.9660	14.9349	3.0224	1.2638
22.9980	14.9508	3.0741	1.2784
23.0630	14.9659	3.1258	1.2929
23.1240	14.9806	3.1786	1.3054
23.1940	14.9974	3.2425	1.3206
23.2590	15.0158	3.3172	1.3375
23.3320	15.0281	3.3709	1.3496
23.3960	15.0399	3.4248	1.3619
23.4320	15.0531	3.4897	1.3763
23.5000	15.0673	3.5655	1.3937
23.5660	15.0730	3.5980	1.4011
23.5980	15.0819	3.6524	1.4137
23.6680	15.0917	3.7178	1.4290
23.7330	15.1005	3.7830	1.4427
23.7670	15.1059	3.8267	1.4522
23.8300	15.1121	3.8816	1.4645
23.8660	15.1154	3.9144	1.4715
23.9290	15.1214	3.9803	1.4867
23.9950	15.1272	4.0572	1.5034
24.0670	15.1299	4.1012	1.5127
24.1000	15.1328	4.1563	1.5250
24.1670	15.1353	4.2225	1.5389
24.2330	15.1364	4.2667	1.5480
24.2660	15.1374	4.3218	1.5585
24.3290	15.1377	4.3770	1.5685
24.4020	15.1376	4.4320	1.5781
24.4660	15.1366	4.4981	1.5899
24.5320	15.1344	4.5753	1.6085
24.5660	15.1325	4.6188	1.6195
24.6330	15.1294	4.6733	1.6342
24.7000	15.1256	4.7273	1.6480
24.7330	15.1209	4.7816	1.6613
24.7670	15.1167	4.8256	1.6710
24.8010	15.1156	4.8366	1.6733
24.8330	15.1109	4.8804	1.6825
24.8670	15.1057	4.9240	1.6924
24.9320	15.1001	4.9677	1.7024
24.9670	15.0941	5.0114	1.7117
25.0320	15.0877	5.0550	1.7212
25.0630	15.0809	5.0986	1.7304
25.0990	15.0736	5.1422	1.7399
25.1330	15.0660	5.1856	1.7494
25.2010	15.0579	5.2289	1.7590
25.2330	15.0495	5.2720	1.7688
25.2980	15.0406	5.3151	1.7783
25.3330	15.0288	5.3691	1.7898
25.3620	15.0190	5.4124	1.7987
25.3980	15.0139	5.4340	1.8031
25.4670	15.0009	5.4876	1.8150
25.5330	14.9844	5.5516	1.8295
25.5670	14.9699	5.6046	1.8417
25.5970	14.9670	5.6152	1.8440
25.6320	14.9549	5.6576	1.8535
25.6980	14.9392	5.7102	1.8658
25.7650	14.9196	5.7727	1.8816
25.7990	14.9026	5.8243	1.8949
25.8330	14.8991	5.8347	1.8975
25.8650	14.8848	5.8763	1.9078
25.9000	14.8700	5.9176	1.9182
25.9670	14.8547	5.9591	1.9283
26.0000	14.8391	6.0003	1.9381
26.0680	14.8190	6.0514	1.9508
26.0990	14.7940	6.1125	1.9661
26.1650	14.7769	6.1530	1.9763
26.2340	14.7547	6.2035	1.9891
26.2670	14.7274	6.2636	2.0045
26.3330	14.6992	6.3232	2.0197
26.3700	14.6945	6.3331	2.0223
26.3970	14.6699	6.3829	2.0347
26.4660	14.6400	6.4415	2.0499
26.5300	14.6193	6.4808	2.0593
26.5660	14.5929	6.5297	2.0711
26.6330	14.5662	6.5778	2.0835
26.6990	14.5391	6.6251	2.0965
26.7320	14.5115	6.6719	2.1098
26.7670	14.5059	6.6813	2.1124
26.8000	14.4771	6.7284	2.1254
26.8660	14.4478	6.7749	2.1382
26.9300	14.4179	6.8210	2.1511
26.9690	14.3875	6.8667	2.1641
27.0330	14.3501	6.9213	2.1796
27.1000	14.3054	6.9840	2.1977
27.1670	14.2793	7.0197	2.2080
27.2300	14.2396	7.0724	2.2234
27.2990	14.1923	7.1330	2.2415
27.3650	14.1578	7.1759	2.2544
27.4260	14.1157	7.2267	2.2699
27.4990	14.0583	7.2935	2.2909
27.5660	14.0143	7.3427	2.3066
27.5970	14.0070	7.3508	2.3092
27.6320	13.9771	7.3833	2.3197
27.6990	13.9318	7.4312	2.3354
27.7660	13.8779	7.4863	2.3537
27.7990	13.8545	7.5097	2.3616
27.8630	13.8072	7.5557	2.3771
27.9330	13.7509	7.6086	2.3953
28.0000	13.7267	7.6308	2.4031
28.0340	13.6858	7.6675	2.4161
28.0990	13.6359	7.7110	2.4317
28.1640	13.6023	7.7396	2.4420
28.2010	13.5601	7.7746	2.4549
28.2630	13.5087	7.8160	2.4703
28.3330	13.4569	7.8565	2.4856
28.4000	13.4129	7.8898	2.4986
28.4650	13.3687	7.9225	2.5117
28.5000	13.3240	7.9546	2.5246
28.5290	13.2879	7.9799	2.5349
28.5650	13.2698	7.9924	2.5402
28.5990	13.2333	8.0171	2.5505
28.6650	13.1875	8.0474	2.5634
28.7330	13.1412	8.0771	2.5761
28.7680	13.0946	8.1063	2.5888
28.7990	13.0852	8.1121	2.5915
28.8330	13.0475	8.1349	2.6017
28.9000	13.0098	8.1572	2.6119
28.9310	12.9621	8.1847	2.6245
28.9980	12.9142	8.2115	2.6371
29.0340	12.8658	8.2378	2.6497
29.1000	12.8073	8.2685	2.6649
29.1670	12.7681	8.2885	2.6749
29.1960	12.7285	8.3081	2.6852
29.2670	12.6691	8.3367	2.7010
29.3330	12.5993	8.3688	2.7191
29.3670	12.5690	8.3822	2.7267
29.4330	12.5184	8.4041	2.7396
29.4650	12.4677	8.4252	2.7526
29.4990	12.4576	8.4294	2.7551
29.5610	12.4064	8.4498	2.7677
29.6020	12.3449	8.4734	2.7827
29.6660	12.2829	8.4960	2.7976
29.7010	12.2726	8.4997	2.8001
29.7320	12.2311	8.5142	2.8101
29.8020	12.1789	8.5317	2.8227
29.8330	12.1266	8.5486	2.8353
29.8980	12.0635	8.5680	2.8506
29.9650	12.0212	8.5804	2.8607
29.9990	11.9683	8.5953	2.8735
30.0650	11.9153	8.6095	2.8854
30.0910	11.8725	8.6204	2.8954
30.1300	11.8513	8.6257	2.9003
30.1980	11.7870	8.6410	2.9152
30.2630	11.7118	8.6576	2.9316
30.3310	11.6581	8.6686	2.9440
30.3660	11.6039	8.6791	2.9560
30.4340	11.5497	8.6889	2.9685
30.5000	11.4956	8.6980	2.9804
30.5650	11.4412	8.7064	2.9926
30.5970	11.3868	8.7142	3.0052
30.6670	11.3212	8.7227	3.0199
30.6990	11.2775	8.7278	3.0298
30.7660	11.2338	8.7324	3.0393
30.7990	11.1790	8.7377	3.0514
30.8640	11.1241	8.7423	3.0636
30.9310	11.0692	8.7462	3.0757
30.9650	11.0142	8.7495	3.0878
30.9990	11.0032	8.7500	3.0902
31.0300	10.9481	8.7525	3.1020
31.0940	10.8929	8.7543	3.1140
31.1680	10.8267	8.7556	3.1270
31.2000	10.7823	8.7561	3.1352
31.2660	10.7377	8.7562	-3.1400
31.2970	10.6825	8.7558	-3.1303
31.3670	10.6273	8.7549	-3.1222
31.4330	10.5737	8.7537	-3.1174
31.4660	10.5092	8.7520	-3.1141
31.5310	10.4434	8.7502	-3.1129
31.5680	10.4325	8.7499	-3.1128
31.6000	10.3885	8.7486	-3.1125
31.6660	10.3335	8.7470	-3.1124
31.7330	10.2676	8.7450	-3.1123
31.7660	10.2127	8.7434	-3.1122
31.8000	10.1907	8.7428	-3.1121
31.8330	10.1468	8.7415	-3.1120
31.9010	10.0919	8.7399	-3.1119
31.9680	10.0259	8.7379	-3.1117
32.0340	9.9710	8.7363	-3.1116
32.0670	9.9161	8.7346	-3.1115
32.1000	9.9051	8.7343	-3.1115
32.1330	9.8721	8.7333	-3.1114
32.1620	9.8172	8.7316	-3.1113
32.2220	9.7623	8.7299	-3.1112
32.3000	9.6963	8.7279	-3.1111
32.3310	9.6524	8.7266	-3.1110
32.3680	9.6304	8.7259	-3.1109
32.3970	9.5865	8.7246	-3.1108
32.4670	9.5315	8.7229	-3.1107
32.5320	9.4766	8.7212	-3.1106
32.5660	9.4216	8.7195	-3.1105
32.6000	9.3777	8.7181	-3.1103
32.6340	9.3557	8.7174	-3.1102
32.6980	9.3118	8.7160	-3.1100
32.7330	9.2568	8.7143	-3.1099
32.8000	9.1909	8.7122	-3.1095
32.8310	9.1469	8.7108	-3.1094
32.9000	9.1029	8.7093	-3.1093
32.9310	9.0480	8.7076	-3.1092
33.0010	8.9931	8.7058	-3.1091
33.0650	8.9381	8.7040	-3.1090
33.0990	8.8831	8.7022	-3.1089
33.1660	8.8282	8.7004	-3.1088
33.2320	8.7732	8.6986	-3.1086
33.2680	8.7182	8.6968	-3.1085
33.3320	8.6743	8.6953	-3.1084
33.3670	8.6304	8.6939	-3.1083
33.4340	8.5754	8.6920	-3.1082
33.4660	8.5094	8.6898	-3.1081
