t	v_d	thd_d	v_a	thd_a	ur	ul
-0.0000	0.0000	0.0000	-0.0005	-0.0008	135.6003	-5.1979
0.0100	0.0000	0.0000	-0.0005	0.0005	-14.5121	154.5021
0.0200	0.0000	0.0000	0.0001	-0.0001	-22.8154	-5.1180
0.0300	0.0000	0.0000	0.0004	-0.0002	-55.3719	-44.7704
0.0400	0.0000	0.0000	0.0002	0.0002	-76.6563	35.0749
0.0510	0.0000	0.0000	0.0000	-0.0002	-10.0224	-0.7390
0.0600	0.0000	0.0000	0.0002	0.0008	-154.5590	116.3575
0.0710	0.0000	0.0000	0.0003	0.0001	-61.6924	1.2207
0.0810	0.0000	0.0000	0.0004	-0.0001	-70.7181	-22.2143
0.0900	0.0000	0.0000	-0.0001	0.0004	-57.3727	92.8581
0.1000	0.0000	0.0000	-0.0005	-0.0002	65.6265	64.3517
0.1100	0.0000	0.0000	-0.0002	-0.0007	83.1969	-31.0251
0.1200	0.0000	0.0000	0.0009	0.0001	-148.6969	-59.8291
0.1310	0.0000	0.0000	-0.0001	-0.0007	66.5147	-40.8203
0.1410	0.0000	0.0000	-0.0001	-0.0004	22.3569	-11.0193
0.1510	0.0000	0.0000	-0.0016	0.0009	74.8103	345.3946
0.1610	0.0000	0.0000	0.0004	0.0000	-83.0600	-14.5778
0.1690	0.0000	0.0000	0.0002	0.0001	-68.4353	15.1277
0.1810	0.0000	0.0000	0.0003	0.0006	-138.6490	66.2957
0.1900	0.0000	0.0000	-0.0000	-0.0002	-7.6548	13.4460
0.2000	0.0000	0.0000	-0.0001	0.0000	-18.7820	52.3830
0.2090	0.0000	0.0000	-0.0001	-0.0002	8.0369	13.6475
0.2190	0.0000	0.0000	0.0002	-0.0008	23.9611	-119.7560
0.2310	0.0000	0.0000	-0.0005	-0.0004	84.4113	34.0478
0.2400	0.0000	0.0000	-0.0003	-0.0010	131.0870	-61.2797
0.2500	0.0000	0.0000	-0.0002	0.0005	-67.8678	116.7720
0.2610	0.0000	0.0000	0.0006	0.0003	-137.4451	-10.1743
0.2700	0.0000	0.0000	0.0002	0.0004	-103.7605	62.9255
0.2800	0.0000	0.0000	-0.0002	-0.0007	78.9133	-40.5646
0.2900	0.0000	0.0000	-0.0001	0.0001	-31.9048	51.5168
0.3000	0.0000	0.0000	0.0005	-0.0002	-63.3070	-47.1423
0.3120	0.0000	0.0000	-0.0001	-0.0001	-2.8958	24.3860
0.3200	0.0000	0.0000	-0.0002	-0.0001	-0.9358	36.2304
0.3300	0.0000	0.0000	-0.0017	0.0007	106.4201	327.8431
0.3400	0.0000	0.0000	0.0004	0.0002	-97.2178	13.3313
0.3510	0.0000	0.0000	-0.0000	0.0001	-35.5353	43.6128
0.3610	0.0000	0.0000	-0.0006	0.0001	38.7579	107.3755
0.3710	0.0000	0.0000	0.0001	0.0004	-93.8433	73.7375
0.3800	0.0000	0.0000	0.0002	0.0003	-88.0885	51.1903
0.3910	0.0000	0.0000	-0.0003	0.0005	-57.3734	125.4914
0.4020	0.0000	0.0000	0.0003	0.0011	-212.1325	133.9786
0.4100	0.0000	0.0000	0.0003	0.0001	-70.3894	-5.2919
0.4210	0.0000	0.0000	-0.0002	-0.0005	58.4252	-5.6821
0.4300	0.0000	0.0000	-0.0003	0.0001	-10.2027	91.0234
0.4400	0.0000	0.0000	-0.0000	-0.0004	26.5964	-17.8073
0.4510	0.0000	0.0000	-0.0003	0.0001	-8.7149	74.9088
0.4610	0.0000	0.0000	0.0002	0.0000	-63.9268	10.3337
0.4720	0.0000	0.0000	0.0002	-0.0002	-30.1244	-20.2187
0.4800	0.0000	0.0000	-0.0001	-0.0004	28.2572	5.7034
0.4900	0.0000	0.0000	0.0001	0.0000	-42.6013	21.8000
0.5000	0.0000	0.0000	0.0002	-0.0001	-33.9093	-3.1038
0.5110	0.0000	0.0000	0.0003	-0.0001	-58.9674	-20.7666
0.5220	0.0000	0.0000	0.0002	-0.0002	-20.3482	-22.1836
0.5300	0.0000	0.0000	-0.0001	-0.0003	22.6166	-5.3651
0.5400	0.0000	0.0000	-0.0003	0.0000	0.9041	67.6180
0.5580	0.0000	0.0000	-0.0000	0.0001	-31.5014	36.5091
0.5600	0.0000	0.0000	0.0004	0.0001	-91.9500	-5.9846
0.5710	0.0000	0.0000	0.0001	0.0000	-48.7120	18.1407
0.5810	0.0000	0.0000	0.0002	-0.0004	-8.5106	-33.1094
0.5910	0.0000	0.0000	-0.0004	0.0001	-0.5560	88.3951
0.6010	0.0000	0.0000	-0.0001	-0.0016	179.9934	-155.4041
0.6110	0.0000	0.0000	0.0001	-0.0002	-17.9516	0.1918
0.6200	0.0000	0.0000	-0.0005	0.0001	12.4196	103.2344
0.6290	0.0000	0.0000	-0.0001	0.0004	-58.5593	92.7045
0.6420	0.0000	0.0000	0.0004	0.0006	-153.4158	52.0933
0.6500	0.0000	0.0000	-0.0003	0.0004	-58.9995	115.1782
0.6600	0.0000	0.0000	-0.0002	0.0001	-20.7471	63.8006
0.6710	0.0000	0.0000	0.0008	-0.0002	-92.9854	-93.2408
0.6800	0.0000	0.0000	0.0006	0.0003	-142.2665	-4.1613
0.6900	0.0000	0.0000	-0.0000	-0.0001	-16.1129	21.6983
0.7020	0.0000	0.0000	-0.0003	-0.0001	21.8215	51.6136
0.7110	0.0000	0.0000	0.0002	0.0001	-70.5964	15.6392
0.7210	0.0000	0.0000	-0.0001	-0.0001	-19.0304	31.9804
0.7320	0.0000	0.0000	0.0001	-0.0003	-3.0303	-13.5086
0.7400	0.0000	0.0000	0.0002	-0.0003	-28.6928	-24.3929
0.7510	0.0000	0.0000	-0.0002	-0.0000	-2.7443	63.2205
0.7600	0.0000	0.0000	-0.0003	-0.0003	33.2938	37.3961
0.7720	0.0000	0.0000	0.0005	0.0008	-191.6138	82.0078
0.7810	0.0000	0.0000	-0.0000	-0.0008	66.8378	-58.1768
0.7910	0.0000	0.0000	0.0000	0.0000	-36.4804	32.8790
0.8010	0.0000	0.0000	-0.0006	-0.0000	46.1407	96.5609
0.8110	0.0000	0.0000	0.0001	0.0001	-59.5490	36.1687
0.8200	0.0000	0.0000	0.0001	-0.0003	3.5340	-22.8156
0.8300	0.0000	0.0000	0.0001	0.0003	-75.6455	61.6383
0.8400	0.0000	0.0000	0.0003	-0.0002	-38.6780	-34.6848
0.8500	0.0000	0.0000	-0.0001	-0.0003	21.2199	8.6763
0.8620	0.0000	0.0000	0.0002	0.0001	-65.3708	14.0829
0.8710	0.0000	0.0000	-0.0001	0.0001	-28.8956	61.9400
0.8800	0.0000	0.0000	-0.0001	-0.0002	16.6147	10.0730
0.8910	0.0000	0.0000	-0.0002	0.0006	-74.4413	118.5298
0.9000	0.0000	0.0000	0.0001	0.0004	-90.5498	69.9540
0.9100	0.0000	0.0000	0.0002	-0.0006	16.1551	-65.4381
0.9200	0.0000	0.0000	-0.0001	-0.0008	85.0465	-49.7101
0.9320	0.0000	0.0000	-0.0002	-0.0002	14.6171	37.1654
0.9400	0.0000	0.0000	0.0000	0.0000	-41.2535	28.9136
0.9500	0.0000	0.0000	-0.0003	0.0001	-8.0169	73.9091
0.9600	0.0000	0.0000	0.0001	-0.0003	-5.2016	-24.8785
0.9710	0.0000	0.0000	0.0005	-0.0006	-12.7982	-103.0092
0.9810	0.0000	0.0000	-0.0002	-0.0003	30.2222	8.4905
0.9910	0.0000	0.0000	-0.0003	-0.0012	150.2661	-83.8574
1.0000	0.0000	0.0000	0.0005	-0.0001	-83.9854	-43.4641
1.0110	0.0000	0.0000	-0.0001	0.0001	-26.9809	46.7044
1.0200	0.0000	0.0000	0.0007	-0.0005	-73.6282	-153.6982
1.0300	0.0000	0.0000	0.0001	0.0002	-65.3914	38.4508
1.0400	0.0000	0.0000	0.0001	-0.0003	-5.5916	-14.3471
1.0510	0.0000	0.0000	0.0001	-0.0002	-22.8962	-10.1426
1.0620	0.0000	0.0000	-0.0000	0.0002	-50.0644	65.7495
1.0700	0.0000	0.0000	0.0000	-0.0005	26.6534	-36.2922
1.0820	0.0000	0.0000	-0.0003	0.0000	2.3388	62.0569
1.0910	0.0000	0.0000	0.0005	0.0002	-129.0622	-24.8061
1.1000	0.0000	0.0000	0.0002	-0.0005	14.0143	-59.9299
1.1110	0.0000	0.0000	-0.0004	0.0002	-7.1254	104.4206
1.1200	0.0000	0.0000	0.0005	-0.0001	-69.7633	-44.4453
1.1300	0.0000	0.0000	0.0004	-0.0005	-12.5300	-73.5829
1.1410	0.0000	0.0000	-0.0003	0.0005	-49.7878	112.4876
1.1510	0.0000	0.0000	-0.0003	-0.0007	97.7468	-34.5987
1.1610	0.0000	0.0000	0.0001	0.0002	-52.5524	46.0571
1.1700	0.0000	0.0000	0.0000	0.0005	-101.6116	93.3755
1.1800	0.0000	0.0000	-0.0000	-0.0001	-7.9991	18.2066
1.1910	0.0000	0.0000	0.0003	-0.0002	-51.4184	-29.4683
1.2000	0.0000	0.0000	-0.0001	-0.0003	25.8702	-5.9221
1.2110	0.0000	0.0000	0.0001	0.0004	-92.3099	78.5693
1.2210	0.0000	0.0000	-0.0002	0.0000	-10.0396	50.5043
1.2300	0.0000	0.0000	0.0001	-0.0001	-33.7571	0.7889
1.2460	0.0000	0.0000	-0.0002	0.0003	-34.5825	85.6062
1.2510	0.0000	0.0000	0.0007	-0.0003	-66.7332	-95.0089
1.2620	0.0000	0.0000	-0.0002	-0.0002	18.4335	34.2632
1.2710	0.0000	0.0000	0.0003	0.0002	-97.3011	19.9612
1.2820	0.0000	0.0000	-0.0000	0.0003	-64.2746	64.1970
1.2910	0.0000	0.0000	0.0003	-0.0001	-54.6184	-10.8720
1.3010	0.0000	0.0000	-0.0001	0.0003	-66.8300	79.9963
1.3110	0.0000	0.0000	-0.0003	-0.0001	26.9071	39.3889
1.3200	0.0000	0.0000	0.0006	0.0004	-150.8513	-9.5580
1.3330	0.0000	0.0000	0.0004	-0.0000	-66.9454	-26.4508
1.3420	0.0000	0.0000	-0.0001	0.0000	-13.5060	42.7923
1.3510	0.0000	0.0000	-0.0003	-0.0001	25.2063	53.0626
1.3570	0.0000	0.0000	-0.0005	-0.0004	78.7402	32.9964
1.3710	0.0000	0.0000	0.0004	0.0005	-150.6587	46.7036
1.3810	0.0000	0.0000	0.0000	-0.0004	20.3314	-24.8781
1.3900	0.0000	0.0000	-0.0016	-0.0005	244.8177	168.0546
1.4000	0.0000	0.0000	0.0000	-0.0008	73.2041	-85.5967
1.4100	0.0000	0.0000	-0.0004	-0.0010	143.0080	-48.6886
1.4210	0.0000	0.0000	-0.0002	0.0001	-16.5663	65.4145
1.4300	0.0000	0.0000	0.0003	0.0003	-99.3729	19.2615
1.4400	0.0000	0.0000	-0.0003	0.0003	-26.4271	105.1377
1.4510	0.0000	0.0000	-0.0003	-0.0000	9.7749	68.3212
1.4600	0.0000	0.0000	0.0002	0.0006	-151.2668	48.2114
1.4700	0.0000	0.0000	0.0002	0.0004	-101.5832	47.4013
1.4810	0.0000	0.0000	0.0001	-0.0002	-16.2674	-11.8523
1.4910	0.0000	0.0000	0.0003	0.0000	-60.3981	1.8018
1.5010	0.0000	0.0000	0.0003	0.0003	-104.5622	18.8557
1.5100	0.0000	0.0000	0.0000	-0.0002	-6.6274	2.8067
1.5200	0.0000	0.0000	-0.0005	-0.0003	68.1394	56.9662
1.5300	0.0000	0.0000	0.0002	0.0001	-72.6546	23.2889
1.5400	0.0000	0.0000	-0.0001	-0.0005	42.8306	-18.3043
1.5500	0.0000	0.0000	0.0001	0.0005	-107.6927	74.7442
1.5600	0.0000	0.0000	-0.0001	-0.0003	13.6635	-0.6721
1.5710	0.0000	0.0000	-0.0003	0.0002	-13.7457	81.5497
1.5800	0.0000	0.0000	0.0002	-0.0008	40.5042	-90.4630
1.5910	0.0000	0.0000	-0.0002	-0.0007	83.7033	-36.4074
1.6020	0.0000	0.0000	0.0001	-0.0005	16.4352	-38.2455
1.6120	0.0000	0.0000	0.0004	0.0002	-100.1577	3.6510
1.6200	0.0000	0.0000	-0.0002	0.0000	-7.8538	51.3906
1.6320	0.0000	0.0000	0.0004	-0.0000	-66.6301	-12.5735
1.6400	0.0000	0.0000	0.0002	-0.0003	-13.0627	-25.8297
1.6510	0.0000	0.0000	-0.0001	-0.0007	74.2369	-43.9737
1.6600	0.0000	0.0000	-0.0001	-0.0000	-5.8473	29.1532
1.6700	0.0000	0.0000	0.0005	-0.0002	-55.0801	-49.7175
1.6800	0.0000	0.0000	0.0002	-0.0001	-29.9024	-14.0168
1.6900	0.0000	0.0000	0.0001	0.0001	-65.4799	23.2285
1.7000	0.0000	0.0000	-0.0003	-0.0005	61.4864	1.5919
1.7160	0.0000	0.0000	0.0000	0.0001	-43.3270	36.4875
1.7200	0.0000	0.0000	-0.0001	0.0004	-59.4736	95.0086
1.7300	0.0000	0.0000	-0.0003	-0.0003	53.3908	25.0680
1.7400	0.0000	0.0000	0.0008	0.0003	-162.2662	-39.1599
1.7500	0.0000	0.0000	0.0004	0.0003	-90.7165	10.1272
1.7600	0.0000	0.0000	-0.0001	0.0003	-42.5740	75.8408
1.7700	0.0000	0.0000	0.0004	0.0001	-88.3355	-9.8971
1.7800	0.0000	0.0000	0.0006	-0.0003	-75.4516	-82.4152
1.7900	0.0000	0.0000	-0.0005	0.0000	27.3918	88.4398
1.8000	0.0000	0.0000	-0.0001	-0.0008	93.4485	-57.9770
1.8120	0.0000	0.0000	-0.0018	-0.0001	209.6246	258.6030
1.8200	0.0000	0.0000	0.0002	0.0001	-52.5941	10.5757
1.8300	0.0000	0.0000	0.0000	-0.0004	30.1644	-35.5207
1.8400	0.0000	0.0000	0.0002	-0.0001	-47.0388	-9.8350
1.8500	0.0000	0.0000	0.0001	-0.0006	26.3423	-58.4435
1.8600	0.0000	0.0000	-0.0001	-0.0004	34.9958	-13.2134
1.8700	0.0000	0.0000	0.0001	-0.0007	50.8732	-76.5093
1.8800	0.0000	0.0000	0.0002	-0.0006	24.6281	-63.8840
1.8900	0.0000	0.0000	0.0003	-0.0001	-36.0558	-24.5015
1.9000	0.0000	0.0000	0.0005	0.0003	-120.8350	4.0150
1.9110	0.0000	0.0000	-0.0001	0.0001	-10.0409	42.3251
1.9200	0.0000	0.0000	0.0002	0.0004	-104.6022	52.7407
1.9300	0.0000	0.0000	0.0004	-0.0002	-38.8490	-54.5869
1.9400	0.0000	0.0000	-0.0008	-0.0001	91.5783	97.3521
1.9510	0.0000	0.0000	-0.0000	-0.0003	17.3758	-11.1201
1.9600	0.0000	0.0000	-0.0003	-0.0002	29.0338	40.2360
1.9700	0.0000	0.0000	0.0001	-0.0005	19.2514	-50.3455
1.9800	0.0000	0.0000	0.0002	0.0003	-87.6016	29.9216
1.9900	0.0000	0.0000	-0.0004	0.0000	14.1902	76.8633
2.0000	0.0000	0.0000	-0.0003	0.0006	-61.0052	137.3181
2.0100	0.0000	0.0000	-0.0000	0.0005	-76.5153	77.9672
2.0200	0.0000	0.0000	0.0000	-0.0001	-15.3769	12.9546
2.0300	0.0000	0.0000	-0.0001	0.0008	-109.8171	144.4604
2.0420	0.0000	0.0000	-0.0001	0.0001	-24.0171	42.0795
2.0520	0.0000	0.0000	-0.0003	-0.0000	21.5999	56.3743
2.0620	0.0000	0.0000	0.0005	-0.0001	-70.8706	-47.9041
2.0700	0.0000	0.0000	0.0001	-0.0002	-12.2995	-17.2633
2.0820	0.0000	0.0000	-0.0018	0.0006	135.0177	331.7067
2.0910	0.0000	0.0000	0.0001	0.0005	-89.0859	71.2655
2.1020	0.0000	0.0000	-0.0002	0.0001	-24.2159	67.1526
2.1110	0.0000	0.0000	0.0001	-0.0005	18.2627	-49.1583
2.1220	0.0000	0.0000	0.0002	0.0001	-67.9407	11.4613
2.1310	0.0000	0.0000	-0.0001	-0.0003	30.6823	9.9943
2.1430	0.0000	0.0000	0.0001	0.0008	-121.5458	110.8193
2.1510	0.0000	0.0000	-0.0000	0.0002	-44.3563	49.9062
2.1610	0.0000	0.0000	0.0004	0.0001	-83.3516	-5.4659
2.1700	0.0000	0.0000	-0.0002	0.0005	-48.5387	111.1834
2.1800	0.0000	0.0000	-0.0002	0.0007	-83.7615	138.1791
2.1910	0.0000	0.0000	-0.0020	-0.0000	233.4706	278.3919
2.2020	0.0000	0.0000	0.0005	-0.0001	-71.2808	-41.5426
2.2100	0.0000	0.0000	-0.0001	0.0000	-19.6758	35.1265
2.2200	0.0000	0.0000	0.0002	-0.0002	-26.3380	-20.1283
2.2320	0.0000	0.0000	0.0000	-0.0003	-6.2766	-37.1255
2.2420	0.0000	0.0000	-0.0003	0.0001	-12.2257	77.9849
2.2500	0.0000	0.0000	-0.0003	0.0006	-72.0404	139.5143
2.2600	0.0000	0.0000	-0.0000	0.0001	-38.6767	44.7109
2.2720	1.0000	0.0000	0.8913	0.0008	13022.5967	13258.5381
2.2810	1.0000	0.0000	0.9007	0.0017	11967.8722	12500.1449
2.2910	1.0000	0.0000	0.8960	0.0021	12613.5728	13154.3645
2.3020	1.0000	0.0000	0.8946	-0.0029	13487.1101	12679.9142
2.3100	1.0000	0.0000	0.8937	-0.0046	13833.8604	12788.9469
2.3200	1.0000	0.0000	0.9052	-0.0001	12002.8639	12003.0175
2.3310	1.0000	0.0000	0.8995	-0.0094	14082.2780	11643.8770
2.3410	1.0000	0.0000	0.9074	-0.0016	11972.4587	11666.6252
2.3500	1.0000	0.0000	0.9094	-0.0033	12211.7326	11189.5072
2.3610	1.0000	0.0000	0.9045	-0.0078	13286.5117	11587.5482
2.3730	1.0000	0.0000	0.9080	0.0018	11890.6837	12318.3692
2.3810	1.0000	0.0000	0.9007	0.0195	10580.8587	15510.8886
2.3920	1.0000	0.0000	0.9093	-0.0094	13212.4036	10912.4095
2.4030	1.0000	0.0000	0.9038	0.0130	11181.0469	14432.2290
2.4130	1.0000	0.0000	0.9047	-0.0013	13112.3101	12627.5380
2.4200	1.0000	0.0000	0.9081	-0.0065	13181.5642	11715.4788
2.4310	1.0000	0.0000	0.9147	-0.0056	12441.5233	11145.8269
2.4400	1.0000	0.0000	0.9063	0.0033	12538.5274	13372.8380
2.4500	1.0000	0.0000	0.9139	0.0130	10424.1279	13634.9573
2.4600	1.0000	0.0000	0.9178	0.0089	10512.3140	12612.1787
2.4720	1.0000	0.0000	0.9210	-0.0065	12053.3902	10489.6092
2.4800	1.0000	0.0000	0.9244	-0.0004	10844.4193	10865.9696
2.4900	1.0000	0.0000	0.9085	-0.0177	15234.0440	10907.9217
2.5000	1.0000	0.0000	0.9172	0.0065	11192.5520	12883.1313
2.5100	1.0000	0.0000	0.9255	-0.0024	11250.0559	10772.5839
2.5200	1.0000	0.0000	0.9140	-0.0162	14645.7003	10716.8031
2.5300	1.0000	0.0000	0.9190	0.0028	11605.8064	12408.2805
2.5410	1.0000	0.0000	0.9142	-0.0158	14579.2199	10778.0282
2.5510	1.0000	0.0000	0.9098	-0.0010	13580.0797	13146.4400
2.5610	1.0000	0.0000	0.9110	-0.0106	14567.8169	11869.8884
2.5710	1.0000	0.0000	0.9190	-0.0186	14744.5503	9980.9287
2.5800	1.0000	0.0000	0.9150	-0.0222	15725.5614	10001.1387
2.5900	1.0000	0.0000	0.9236	-0.0151	13811.0567	9918.8822
2.6010	1.0000	0.0000	0.9327	0.0007	10866.5898	10916.3369
2.6100	1.0000	0.0000	0.9477	0.0077	8281.5171	10006.6706
2.6200	1.0000	0.0000	0.9580	0.0173	5909.2287	9978.3253
2.6310	1.0000	0.0000	0.9491	0.0259	6138.6087	12212.1962
2.6410	1.0000	0.0000	0.9711	0.0386	1798.7636	10983.3095
2.6510	1.0000	0.0000	0.9705	0.0264	3611.8333	9684.7355
2.6610	1.0000	0.0000	0.9852	0.0536	-1975.5172	11355.6128
2.6700	1.0000	0.0000	0.9756	0.0520	-435.6915	12310.6863
2.6800	1.0000	0.0000	0.9833	0.0575	-2044.2665	12090.1407
2.6930	1.0000	0.0000	0.9981	0.0562	-3725.4716	10208.9645
2.7000	1.0000	0.0000	1.0039	0.0596	-4851.1727	9967.7884
2.7110	1.0000	0.0000	1.0072	0.0689	-6443.5179	10747.0032
2.7210	1.0000	0.0000	1.0236	0.0626	-7733.9144	8022.1484
2.7300	1.0000	0.0000	1.0221	0.0708	-8601.2843	9341.9614
2.7410	1.0000	0.0000	1.0226	0.0769	-9497.9133	10090.7560
2.7500	1.0000	0.0000	1.0333	0.0768	-10874.4855	8689.2638
2.7600	1.0000	0.0000	1.0276	0.0921	-12192.8644	11446.8466
2.7700	1.0000	0.0000	1.0315	0.0785	-10935.3642	9260.2699
2.7800	1.0000	0.0000	1.0462	0.0837	-13558.7649	8213.6484
2.7900	1.0000	0.0000	1.0407	0.0722	-11467.5475	7445.7547
2.8000	1.0000	0.0000	1.0376	0.0777	-12056.7273	8655.9970
2.8110	1.0000	0.0000	1.0538	0.0852	-15094.8661	7506.9640
2.8200	1.0000	0.0000	1.0442	0.0788	-13233.8745	8047.5323
2.8300	1.0000	0.0000	1.0477	0.0650	-11945.9512	5798.1066
2.8400	1.0000	0.0000	1.0493	0.0624	-12180.2407	5358.7503
2.8530	1.0000	0.0000	1.0446	0.0562	-10864.2444	5204.5180
2.8600	1.0000	0.0000	1.0461	0.0559	-11035.2156	5008.9269
2.8700	1.0000	0.0000	1.0340	0.0597	-10151.8712	6972.9781
2.8800	1.0000	0.0000	1.0411	0.0484	-9725.1513	4673.3610
2.8900	1.0000	0.0000	1.0398	0.0456	-9307.2954	4566.6788
2.9020	1.0000	0.0000	1.0355	0.0432	-8575.2727	4801.6730
2.9110	1.0000	0.0000	1.0348	0.0366	-7749.1365	4081.7122
2.9200	1.0000	0.0000	1.0347	0.0349	-7639.4022	3887.7809
2.9310	1.0000	0.0000	1.0304	0.0314	-6733.6510	4011.9876
2.9400	1.0000	0.0000	1.0281	0.0350	-7028.0592	4779.4014
2.9510	1.0000	0.0000	1.0286	0.0251	-5895.4651	3469.8768
2.9610	1.0000	0.0000	1.0252	0.0204	-4941.6142	3309.3042
2.9700	1.0000	0.0000	1.0219	0.0212	-4694.5142	3776.7318
2.9800	1.0000	0.0000	1.0264	0.0191	-5005.7951	3013.4867
2.9900	1.0000	0.0000	1.0235	0.0180	-4581.9513	3240.2227
3.0010	1.0000	0.0000	1.0239	0.0124	-3963.6945	2482.2740
3.0150	1.0000	0.0000	1.0208	0.0101	-3344.1520	2571.5388
3.0200	1.0000	0.0000	1.0227	0.0094	-3527.8007	2238.8254
3.0310	1.0000	0.0000	1.0240	0.0080	-3571.1947	1876.8321
3.0410	1.0000	0.0000	1.0242	0.0081	-3615.6448	1886.3335
3.0500	1.0000	0.0000	1.0262	0.0050	-3519.1701	1226.2879
3.0600	1.0000	0.0000	1.0267	0.0061	-3754.8082	1306.9485
3.0710	1.0000	0.0000	1.0258	0.0037	-3352.9174	1109.9804
3.0800	1.0000	0.0000	1.0254	0.0015	-3072.5449	880.3657
3.0900	1.0000	0.0000	1.0236	-0.0019	-2477.7519	665.0795
3.1000	1.0000	0.0000	1.0229	-0.0043	-2125.6300	427.6758
3.1100	1.0000	0.0000	1.0189	-0.0063	-1382.7417	667.0365
3.1200	1.0000	0.0000	1.0178	-0.0085	-1038.1498	521.2930
3.1300	1.0000	0.0000	1.0201	0.0004	-2391.3437	1264.6333
3.1400	1.0000	0.0000	1.0220	0.0015	-2770.4988	1144.2021
3.1510	1.0000	0.0000	1.0224	0.0007	-2747.4349	986.0215
3.1600	1.0000	0.0000	1.0237	0.0001	-2869.4840	718.3236
3.1700	1.0000	0.0000	1.0242	0.0004	-2966.3592	687.5877
3.1800	1.0000	0.0000	1.0251	0.0005	-3111.8524	555.0988
3.1900	1.0000	0.0000	1.0235	0.0004	-2905.2849	738.4877
3.2000	1.0000	0.0000	1.0256	0.0008	-3262.3901	504.2968
3.2120	1.0000	0.0000	1.0256	0.0001	-3174.6697	389.2037
3.2200	1.0000	0.0000	1.0268	0.0011	-3476.2742	350.2782
3.2300	1.0000	0.0000	1.0263	0.0007	-3396.9978	328.9719
3.2410	1.0000	0.0000	1.0273	0.0003	-3495.8040	144.8924
3.2500	1.0000	0.0000	1.0270	0.0001	-3437.9331	132.5250
3.2640	1.0000	0.0000	1.0267	0.0008	-3532.7836	219.1308
3.2710	1.0000	0.0000	1.0266	-0.0004	-3406.6093	72.4256
3.2800	1.0000	0.0000	1.0263	-0.0009	-3323.3918	24.1455
3.2900	1.0000	0.0000	1.0252	0.0006	-3399.2360	324.1452
3.3000	1.0000	0.0000	1.0255	0.0002	-3415.4646	204.5907
3.3120	1.0000	0.0000	1.0263	0.0007	-3578.8748	146.8490
3.3200	1.0000	0.0000	1.0264	0.0002	-3559.3393	44.3057
3.3300	1.0000	0.0000	1.0265	0.0001	-3590.3474	10.1722
3.3400	1.0000	0.0000	1.0245	0.0003	-3376.7840	263.5641
3.3500	1.0000	0.0000	1.0259	0.0002	-3570.1872	27.0439
3.3610	1.0000	0.0000	1.0251	0.0000	-3470.1831	99.6529
3.3710	1.0000	0.0000	1.0252	-0.0003	-3477.1081	8.4393
3.3810	1.0000	0.0000	1.0252	0.0003	-3570.5345	71.9154
3.3900	1.0000	0.0000	1.0250	0.0002	-3557.6695	51.3002
3.4000	1.0000	0.0000	1.0242	-0.0003	-3430.6796	71.4202
3.4100	1.0000	0.0000	1.0236	-0.0005	-3350.2856	107.4628
3.4200	1.0000	0.0000	1.0240	-0.0000	-3489.7354	78.8250
3.4300	1.0000	0.0000	1.0241	0.0001	-3533.5493	65.0826
3.4400	1.0000	0.0000	1.0237	0.0006	-3568.1112	154.1483
3.4490	1.0000	0.0000	1.0235	-0.0005	-3415.4616	23.7130
3.4620	1.0000	0.0000	1.0228	0.0000	-3417.3183	151.0136
3.4700	1.0000	0.0000	1.0229	0.0009	-3564.1465	237.4345
3.4800	1.0000	0.0000	1.0211	0.0004	-3289.1411	383.7246
3.4900	1.0000	0.0000	1.0227	0.0004	-3519.7265	146.1668
3.5010	1.0000	0.0000	1.0230	0.0004	-3576.9430	99.7428
3.5160	1.0000	0.0000	1.0220	-0.0004	-3385.5659	97.5812
3.5200	1.0000	0.0000	1.0216	-0.0001	-3385.4583	171.4062
3.5310	1.0000	0.0000	1.0215	0.0004	-3467.7972	206.2651
3.5400	1.0000	0.0000	1.0215	0.0004	-3482.7621	203.0422
3.5500	1.0000	0.0000	1.0218	0.0003	-3535.2975	99.0048
3.5600	1.0000	0.0000	1.0206	-0.0004	-3312.2245	168.7392
3.5710	1.0000	0.0000	1.0194	0.0004	-3270.5641	394.5498
3.5840	1.0000	0.0000	1.0161	-0.0004	-2802.7133	678.0019
3.5910	1.0000	0.0000	1.0142	-0.0010	-2517.5307	825.2301
3.6020	1.0000	0.0000	1.0116	-0.0003	-2294.6901	1201.4520
3.6100	1.0000	0.0000	1.0100	-0.0003	-2109.5855	1378.2713
3.6200	1.0000	0.0000	1.0089	-0.0008	-1940.0796	1439.9456
3.6310	1.0000	0.0000	1.0085	-0.0002	-1969.4500	1549.9667
3.6400	1.0000	0.0000	1.0081	-0.0013	-1782.6333	1455.9163
3.6510	1.0000	0.0000	1.0078	-0.0007	-1834.9984	1564.5572
3.6610	1.0000	0.0000	1.0073	0.0003	-1897.8262	1739.9255
3.6700	1.0000	0.0000	1.0076	-0.0008	-1804.4778	1560.9779
3.6800	1.0000	0.0000	1.0068	0.0001	-1836.3380	1764.1721
3.6900	1.0000	0.0000	1.0069	-0.0004	-1773.6022	1680.6768
3.7000	1.0000	0.0000	1.0069	-0.0003	-1814.5836	1684.9671
3.7110	1.0000	0.0000	1.0047	0.0002	-1594.6434	2033.4425
3.7200	1.0000	0.0000	1.0064	0.0002	-1811.2911	1796.6356
3.7300	1.0000	0.0000	1.0061	0.0002	-1800.4240	1832.5504
