t	v_d	thd_d	v_a	thd_a	ur	ul
-0.0000	0.0000	0.0000	-0.0001	0.0000	-56.2987	68.3577
0.0130	0.0000	0.0000	0.0006	-0.0009	-27.1550	-130.1704
0.0200	0.0000	0.0000	-0.0004	0.0002	-29.1441	136.2623
0.0310	0.0000	0.0000	0.0005	-0.0005	-51.9098	-65.7504
0.0400	0.0000	0.0000	0.0001	-0.0004	-29.0843	-1.5525
0.0500	0.0000	0.0000	0.0001	0.0008	-166.2455	148.4622
0.0600	0.0000	0.0000	0.0002	-0.0005	-21.0851	-24.3360
0.0700	0.0000	0.0000	-0.0000	-0.0001	-38.1594	52.7990
0.0810	0.0000	0.0000	0.0003	-0.0005	-20.4529	-40.3613
0.0900	0.0000	0.0000	-0.0004	0.0002	-44.8663	139.0182
0.1000	0.0000	0.0000	0.0002	-0.0002	-75.3241	-0.4623
0.1100	0.0000	0.0000	0.0003	0.0000	-96.3505	38.8688
0.1180	0.0000	0.0000	0.0006	-0.0005	-64.6972	-89.7935
0.1310	0.0000	0.0000	0.0005	0.0012	-267.7544	152.5379
0.1390	0.0000	0.0000	0.0003	0.0000	-96.6821	23.8199
0.1490	0.0000	0.0000	-0.0003	-0.0002	4.3826	69.5825
0.1610	0.0000	0.0000	0.0001	0.0004	-116.7526	92.6884
0.1700	0.0000	0.0000	-0.0005	0.0003	-31.0762	143.4862
0.1800	0.0000	0.0000	0.0003	0.0001	-101.4779	41.7376
0.1900	0.0000	0.0000	0.0001	0.0005	-125.1853	109.9866
0.2020	0.0000	0.0000	0.0002	-0.0003	-47.0589	-0.8551
0.2120	0.0000	0.0000	0.0004	-0.0003	-62.1323	-40.3436
0.2210	0.0000	0.0000	0.0002	0.0003	-117.6933	63.9224
0.2300	0.0000	0.0000	-0.0002	0.0004	-78.1331	133.0271
0.2410	0.0000	0.0000	0.0001	0.0006	-142.2028	112.6499
0.2500	0.0000	0.0000	0.0003	-0.0002	-70.2148	-3.1426
0.2660	0.0000	0.0000	-0.0005	-0.0006	77.5821	39.8965
0.2660	0.0000	0.0000	0.0001	0.0000	-71.0971	53.5614
0.2800	0.0000	0.0000	0.0003	0.0004	-144.6725	80.8504
0.2900	0.0000	0.0000	-0.0000	-0.0007	27.1036	-19.3666
0.3010	0.0000	0.0000	-0.0001	0.0000	-50.9034	88.6431
0.3100	0.0000	0.0000	-0.0004	-0.0004	41.7827	47.8953
0.3200	0.0000	0.0000	0.0004	0.0000	-108.1624	26.5642
0.3300	0.0000	0.0000	-0.0002	-0.0001	-16.3363	66.4901
0.3400	0.0000	0.0000	-0.0005	-0.0003	32.3176	81.1805
0.3500	0.0000	0.0000	0.0003	-0.0002	-86.1797	-20.6844
0.3600	0.0000	0.0000	0.0002	0.0003	-116.3226	76.7645
0.3700	0.0000	0.0000	0.0001	0.0001	-87.6054	59.5628
0.3820	0.0000	0.0000	0.0000	-0.0000	-57.8290	48.3114
0.3900	0.0000	0.0000	0.0001	0.0008	-167.6391	149.2029
0.4000	0.0000	0.0000	-0.0002	-0.0001	-18.1291	70.3391
0.4100	0.0000	0.0000	0.0000	-0.0001	-51.4964	49.5507
0.4210	0.0000	0.0000	0.0002	-0.0002	-73.9363	1.7270
0.4310	0.0000	0.0000	-0.0004	-0.0005	46.5212	52.1914
0.4410	0.0000	0.0000	0.0001	0.0003	-117.8236	87.9734
0.4510	0.0000	0.0000	-0.0001	-0.0001	-36.1705	56.9831
0.4610	0.0000	0.0000	0.0004	0.0003	-134.7551	52.3620
0.4700	0.0000	0.0000	0.0003	0.0002	-121.4405	49.0804
0.4800	0.0000	0.0000	-0.0002	0.0003	-69.8192	117.2817
0.4930	0.0000	0.0000	0.0002	-0.0003	-49.0243	0.2715
0.5030	0.0000	0.0000	0.0003	-0.0004	-39.2206	-28.3166
0.5100	0.0000	0.0000	-0.0000	0.0003	-88.5295	94.2616
0.5210	0.0000	0.0000	0.0003	0.0001	-126.9208	27.0092
0.5300	0.0000	0.0000	-0.0000	-0.0002	-27.9221	37.6534
0.5420	0.0000	0.0000	0.0001	-0.0007	28.5705	-39.0787
0.5500	0.0000	0.0000	0.0001	-0.0005	-7.9651	-4.4938
0.5610	0.0000	0.0000	0.0002	0.0006	-161.1957	105.6588
0.5700	0.0000	0.0000	-0.0000	0.0005	-119.1439	126.5692
0.5800	0.0000	0.0000	0.0002	0.0002	-106.8815	56.8240
0.5930	0.0000	0.0000	-0.0013	0.0001	104.0371	239.1259
0.6010	0.0000	0.0000	0.0006	0.0004	-179.2812	43.2389
0.6110	0.0000	0.0000	-0.0001	0.0004	-99.5601	117.7271
0.6260	0.0000	0.0000	-0.0001	-0.0005	3.6811	3.7282
0.6380	0.0000	0.0000	-0.0002	-0.0006	33.3533	11.0256
0.6430	0.0000	0.0000	0.0002	-0.0005	-27.0959	-22.7970
0.6510	0.0000	0.0000	0.0000	0.0003	-97.0058	97.4866
0.6610	0.0000	0.0000	-0.0005	0.0003	-34.8640	158.4812
0.6720	0.0000	0.0000	0.0002	-0.0003	-48.7131	8.0729
0.6820	0.0000	0.0000	-0.0000	0.0002	-81.2641	89.3628
0.6960	0.0000	0.0000	0.0001	0.0002	-89.2948	68.8647
0.7010	0.0000	0.0000	0.0008	-0.0002	-127.4981	-65.0525
0.7100	0.0000	0.0000	-0.0005	-0.0007	81.6003	37.2589
0.7210	0.0000	0.0000	-0.0001	0.0002	-74.1341	91.8967
0.7320	0.0000	0.0000	0.0003	-0.0002	-73.3265	0.4534
0.7410	0.0000	0.0000	0.0006	0.0008	-219.5746	79.5270
0.7510	0.0000	0.0000	-0.0003	-0.0006	50.9821	17.0885
0.7600	0.0000	0.0000	0.0003	-0.0002	-66.4101	-3.0251
0.7700	0.0000	0.0000	0.0005	-0.0008	-23.7307	-94.9657
0.7810	0.0000	0.0000	0.0003	0.0004	-150.6285	68.3468
0.7910	0.0000	0.0000	0.0006	0.0005	-195.9983	50.6587
0.8010	0.0000	0.0000	-0.0003	-0.0002	1.3593	64.9809
0.8100	0.0000	0.0000	0.0004	0.0009	-212.9555	126.3631
0.8230	0.0000	0.0000	-0.0002	-0.0001	-28.9118	69.1616
0.8310	0.0000	0.0000	-0.0002	0.0005	-96.0942	134.5648
0.8420	0.0000	0.0000	0.0004	0.0004	-147.3047	58.8829
0.8500	0.0000	0.0000	0.0002	0.0005	-150.4817	96.9634
0.8610	0.0000	0.0000	0.0002	-0.0002	-62.1398	25.1081
0.8700	0.0000	0.0000	0.0003	0.0002	-116.8439	46.0198
0.8820	0.0000	0.0000	0.0001	0.0002	-78.5398	67.4048
0.8900	0.0000	0.0000	0.0002	-0.0005	-30.4588	-31.9070
0.9000	0.0000	0.0000	0.0001	0.0001	-84.1893	72.9837
0.9110	0.0000	0.0000	-0.0004	-0.0006	62.9255	32.6564
0.9250	0.0000	0.0000	0.0002	-0.0002	-64.2553	-6.5290
0.9330	0.0000	0.0000	0.0000	0.0002	-85.1934	88.1950
0.9460	0.0000	0.0000	0.0000	0.0001	-74.3153	71.2098
0.9600	0.0000	0.0000	-0.0003	-0.0008	62.8204	-1.7934
0.9600	0.0000	0.0000	0.0001	-0.0004	-18.8990	-2.4631
0.9710	0.0000	0.0000	-0.0003	-0.0005	35.6071	31.1696
0.9800	0.0000	0.0000	-0.0005	0.0005	-54.8787	168.6473
0.9900	0.0000	0.0000	-0.0002	0.0001	-42.8224	85.3901
1.0000	0.0000	0.0000	0.0001	-0.0006	3.1334	-26.7040
1.0100	0.0000	0.0000	0.0000	0.0002	-82.0993	85.2787
1.0200	0.0000	0.0000	-0.0001	-0.0003	-8.7942	32.1313
1.0310	0.0000	0.0000	0.0000	0.0001	-73.6540	70.6195
1.0400	0.0000	0.0000	0.0002	-0.0003	-42.3539	-0.5580
1.0530	0.0000	0.0000	0.0001	0.0002	-96.8305	76.5300
1.0610	0.0000	0.0000	0.0004	0.0003	-136.6105	45.9438
1.0700	0.0000	0.0000	0.0005	0.0004	-169.3052	38.9422
1.0820	0.0000	0.0000	0.0000	0.0007	-143.7017	145.1383
1.0900	0.0000	0.0000	0.0003	0.0003	-125.4454	59.3937
1.1010	0.0000	0.0000	-0.0002	0.0004	-70.7947	126.0939
1.1110	0.0000	0.0000	-0.0003	0.0005	-81.5013	145.0694
1.1200	0.0000	0.0000	0.0001	-0.0002	-43.0313	23.7947
1.1300	0.0000	0.0000	-0.0017	-0.0002	183.0779	263.6981
1.1420	0.0000	0.0000	0.0000	0.0004	-116.2341	111.2146
1.1500	0.0000	0.0000	0.0002	0.0010	-201.6044	164.8760
1.1600	0.0000	0.0000	0.0001	0.0004	-121.9623	110.6425
1.1730	0.0000	0.0000	-0.0000	0.0003	-93.1008	97.2080
1.1800	0.0000	0.0000	-0.0001	-0.0000	-41.9564	71.6343
1.1900	0.0000	0.0000	-0.0001	-0.0004	2.8440	12.4661
1.1990	0.0000	0.0000	0.0001	0.0003	-109.3220	90.7571
1.2100	0.0000	0.0000	0.0002	-0.0001	-70.9419	19.4326
1.2200	0.0000	0.0000	0.0001	-0.0007	13.1488	-27.4914
1.2300	0.0000	0.0000	0.0003	-0.0001	-79.5053	10.6476
1.2420	0.0000	0.0000	0.0004	0.0009	-216.1967	117.3433
1.2510	0.0000	0.0000	0.0000	0.0005	-120.2490	119.4040
1.2590	0.0000	0.0000	-0.0004	-0.0002	9.9785	83.8485
1.2710	0.0000	0.0000	-0.0001	0.0001	-56.5297	76.4857
1.2810	0.0000	0.0000	0.0005	0.0002	-141.6210	27.8839
1.2900	0.0000	0.0000	-0.0002	-0.0006	46.1034	6.0664
1.3020	0.0000	0.0000	-0.0000	0.0005	-114.9482	115.6121
1.3110	0.0000	0.0000	0.0001	-0.0001	-54.0475	37.8485
1.3200	0.0000	0.0000	0.0001	-0.0002	-46.3571	25.1693
1.3310	0.0000	0.0000	-0.0002	0.0003	-70.2154	119.0957
1.3410	0.0000	0.0000	-0.0014	0.0007	41.0514	331.2278
1.3510	0.0000	0.0000	-0.0002	0.0003	-61.5310	112.0716
1.3600	0.0000	0.0000	-0.0004	0.0008	-105.0399	206.1256
1.3710	0.0000	0.0000	0.0005	-0.0001	-97.7688	-9.3691
1.3810	0.0000	0.0000	0.0001	0.0005	-128.0398	103.1136
1.3910	0.0000	0.0000	-0.0006	-0.0003	47.3970	94.3720
1.4020	0.0000	0.0000	-0.0004	0.0002	-40.8060	130.6582
1.4160	0.0000	0.0000	0.0006	-0.0004	-77.5049	-68.9526
1.4200	0.0000	0.0000	0.0001	-0.0002	-52.4979	19.7950
1.4310	0.0000	0.0000	-0.0001	-0.0002	-27.9067	54.5550
1.4400	0.0000	0.0000	0.0003	-0.0006	-33.7115	-68.0503
1.4520	0.0000	0.0000	0.0001	-0.0005	-6.9670	-26.2949
1.4630	0.0000	0.0000	0.0002	0.0000	-94.9846	36.9433
1.4700	0.0000	0.0000	-0.0001	0.0002	-69.2647	101.4935
1.4810	0.0000	0.0000	0.0001	-0.0001	-57.6672	41.3571
1.4910	0.0000	0.0000	-0.0002	0.0001	-43.9186	87.2598
1.5010	0.0000	0.0000	0.0000	0.0003	-93.3812	87.6550
1.5120	0.0000	0.0000	0.0002	0.0000	-94.5801	35.3300
1.5200	0.0000	0.0000	-0.0004	-0.0000	-5.5705	108.1953
1.5320	0.0000	0.0000	0.0001	-0.0002	-41.6716	32.0906
1.5410	0.0000	0.0000	0.0004	-0.0006	-40.2306	-88.5560
1.5500	0.0000	0.0000	-0.0000	-0.0000	-57.7201	54.3012
1.5610	0.0000	0.0000	0.0000	0.0000	-60.7299	61.7538
1.5700	0.0000	0.0000	0.0000	0.0003	-102.8730	101.5393
1.5790	0.0000	0.0000	0.0006	-0.0008	-34.1966	-98.1340
1.5900	0.0000	0.0000	0.0000	0.0007	-156.2724	137.8648
1.6000	0.0000	0.0000	0.0002	0.0003	-122.5606	62.5622
1.6100	0.0000	0.0000	0.0001	0.0006	-148.1420	116.9682
1.6210	0.0000	0.0000	-0.0000	-0.0001	-47.4183	55.2203
1.6300	0.0000	0.0000	0.0002	0.0001	-100.8957	58.2201
1.6400	0.0000	0.0000	0.0003	-0.0008	-13.0686	-87.4968
1.6520	0.0000	0.0000	-0.0003	-0.0001	1.2418	82.7848
1.6610	0.0000	0.0000	0.0001	-0.0005	-10.9129	-19.5122
1.6710	0.0000	0.0000	0.0004	0.0000	-110.8472	17.0202
1.6800	0.0000	0.0000	0.0000	-0.0008	38.8908	-44.1710
1.6910	0.0000	0.0000	0.0003	0.0003	-134.4695	61.7779
1.7000	0.0000	0.0000	-0.0005	-0.0013	164.1968	-54.5197
1.7120	0.0000	0.0000	0.0004	0.0001	-117.0155	12.3773
1.7210	0.0000	0.0000	0.0002	0.0004	-128.1561	69.9118
1.7300	0.0000	0.0000	-0.0003	0.0004	-79.4586	147.6406
1.7410	0.0000	0.0000	0.0000	0.0001	-67.6802	66.2212
1.7530	0.0000	0.0000	-0.0002	-0.0002	0.5399	58.6372
1.7610	0.0000	0.0000	-0.0004	0.0001	-26.2813	123.2674
1.7710	0.0000	0.0000	-0.0001	0.0000	-43.9626	72.8082
1.7800	0.0000	0.0000	-0.0004	-0.0004	44.2383	66.7954
1.7900	0.0000	0.0000	0.0009	0.0002	-201.5857	-29.1552
1.8000	0.0000	0.0000	0.0001	-0.0001	-52.7929	20.8019
1.8110	0.0000	0.0000	-0.0005	0.0007	-83.6350	215.2186
1.8200	0.0000	0.0000	-0.0002	0.0002	-43.8320	110.2388
1.8300	0.0000	0.0000	0.0001	-0.0000	-68.6822	44.5805
1.8400	0.0000	0.0000	-0.0001	0.0005	-117.0380	134.3459
1.8500	0.0000	0.0000	0.0006	0.0007	-211.1422	69.9668
1.8610	0.0000	0.0000	-0.0001	-0.0003	-20.4674	34.9843
1.8720	0.0000	0.0000	-0.0012	-0.0002	124.6955	193.4880
1.8800	0.0000	0.0000	-0.0001	0.0002	-67.2744	98.9679
1.8900	0.0000	0.0000	-0.0001	0.0001	-47.8453	75.8069
1.9010	0.0000	0.0000	-0.0001	0.0004	-100.5363	132.7421
1.9100	0.0000	0.0000	0.0003	-0.0001	-78.5606	4.9290
1.9200	0.0000	0.0000	0.0001	-0.0003	-22.8716	5.6619
1.9300	0.0000	0.0000	0.0005	0.0000	-119.1964	-1.0741
1.9400	0.0000	0.0000	-0.0012	0.0000	96.3258	223.7698
1.9500	0.0000	0.0000	-0.0002	0.0010	-154.4603	197.8361
1.9600	0.0000	0.0000	-0.0002	-0.0001	-23.7781	67.0811
1.9700	0.0000	0.0000	-0.0004	0.0011	-145.1261	248.4589
1.9810	0.0000	0.0000	0.0004	-0.0003	-79.5740	-19.0090
1.9870	0.0000	0.0000	-0.0003	-0.0006	52.5846	13.0549
2.0040	0.0000	0.0000	-0.0002	0.0002	-61.0055	118.0234
2.0100	0.0000	0.0000	0.0003	0.0001	-103.9484	28.9716
2.0200	0.0000	0.0000	-0.0003	0.0002	-43.4759	117.8812
2.0300	0.0000	0.0000	-0.0004	0.0003	-48.2801	152.2581
2.0410	0.0000	0.0000	0.0002	-0.0001	-67.0514	21.5175
2.0520	0.0000	0.0000	0.0002	0.0004	-141.4639	82.7216
2.0600	0.0000	0.0000	0.0002	0.0001	-102.1947	45.7528
2.0710	0.0000	0.0000	0.0001	0.0003	-106.9016	80.2502
2.0820	0.0000	0.0000	0.0001	0.0003	-102.6964	86.5514
2.0910	0.0000	0.0000	0.0004	0.0001	-121.5542	25.8705
2.1010	0.0000	0.0000	0.0004	-0.0006	-38.2473	-59.1851
2.1110	0.0000	0.0000	-0.0005	-0.0004	54.2463	65.5314
2.1200	0.0000	0.0000	0.0002	0.0002	-115.1873	53.5661
2.1300	0.0000	0.0000	-0.0000	0.0003	-87.1684	94.1634
2.1390	0.0000	0.0000	-0.0003	0.0004	-77.2321	144.3427
2.1510	0.0000	0.0000	-0.0014	0.0002	98.4543	263.9867
2.1620	0.0000	0.0000	-0.0001	0.0003	-87.8151	104.8724
2.1720	0.0000	0.0000	-0.0000	-0.0004	2.0515	10.7706
2.1820	0.0000	0.0000	-0.0002	0.0003	-61.8911	114.6680
2.1910	0.0000	0.0000	0.0004	0.0001	-120.1292	24.4832
2.2010	0.0000	0.0000	-0.0001	-0.0004	3.1324	20.4923
2.2110	0.0000	0.0000	-0.0002	0.0009	-144.8024	196.1531
2.2170	0.0000	0.0000	0.0003	-0.0007	-10.7002	-67.9476
2.2310	0.0000	0.0000	0.0004	0.0003	-149.9529	64.0920
2.2430	0.0000	0.0000	0.0000	0.0005	-124.9843	121.5297
2.2510	0.0000	0.0000	-0.0018	0.0002	146.3311	321.8854
2.2610	0.0000	0.0000	0.0003	-0.0011	44.1293	-112.7009
2.2730	0.0000	0.0000	-0.0003	-0.0008	65.6124	0.7433
2.2800	0.0000	0.0000	0.0003	-0.0001	-72.1330	5.3334
2.2920	0.0000	0.0000	-0.0003	0.0006	-97.2319	158.9672
2.3030	0.0000	0.0000	-0.0004	-0.0003	15.7734	69.4763
2.3110	0.0000	0.0000	0.0002	0.0002	-97.9443	59.5949
2.3200	0.0000	0.0000	0.0007	0.0003	-167.4883	-0.2933
2.3310	0.0000	0.0000	0.0001	0.0000	-72.0892	50.1642
2.3400	0.0000	0.0000	-0.0002	-0.0004	25.3743	31.7858
2.3510	0.0000	0.0000	-0.0000	0.0002	-84.8316	87.4408
2.3630	0.0000	0.0000	0.0002	-0.0003	-48.1124	-4.8588
2.3700	0.0000	0.0000	0.0001	0.0005	-131.5381	103.2672
2.3820	0.0000	0.0000	-0.0004	0.0002	-32.6410	132.0633
2.3900	0.0000	0.0000	0.0003	0.0001	-132.1386	19.6976
2.4000	0.0000	0.0000	-0.0003	-0.0004	29.9748	47.4909
2.4120	0.0000	0.0000	0.0004	0.0004	-159.8812	56.7557
2.4210	0.0000	0.0000	-0.0003	0.0000	-17.0661	97.0933
2.4310	0.0000	0.0000	0.0003	-0.0000	-87.7404	18.7459
2.4430	0.0000	0.0000	-0.0001	-0.0001	-34.0242	55.3592
2.4500	0.0000	0.0000	0.0002	0.0007	-157.1119	113.5354
2.4600	0.0000	0.0000	0.0003	-0.0001	-82.9782	-1.5095
2.4700	0.0000	0.0000	0.0004	-0.0004	-68.6912	-41.0528
2.4800	0.0000	0.0000	-0.0004	0.0009	-109.2392	208.9961
2.4900	0.0000	0.0000	-0.0003	-0.0001	-9.4231	80.6063
2.5000	0.0000	0.0000	-0.0000	-0.0010	77.3620	-69.5656
2.5100	0.0000	0.0000	-0.0002	0.0004	-83.4261	119.7262
2.5200	0.0000	0.0000	-0.0004	0.0003	-49.0787	146.0939
2.5300	0.0000	0.0000	-0.0000	-0.0002	-23.8898	33.5284
2.5420	0.0000	0.0000	0.0001	-0.0006	1.5929	-34.2103
2.5510	0.0000	0.0000	0.0001	-0.0005	-4.6137	-11.8359
2.5600	0.0000	0.0000	0.0005	-0.0001	-102.6452	-22.8540
2.5720	0.0000	0.0000	0.0003	0.0005	-156.0634	74.4760
2.5800	0.0000	0.0000	-0.0001	0.0001	-67.1592	80.2266
2.5910	0.0000	0.0000	0.0001	0.0003	-128.5981	74.6638
2.6010	0.0000	0.0000	-0.0003	0.0002	-40.0206	122.7372
2.6100	0.0000	0.0000	-0.0006	0.0006	-59.7320	214.4667
2.6210	0.0000	0.0000	-0.0015	-0.0001	153.1688	234.3595
2.6300	0.0000	0.0000	0.0003	0.0000	-95.8408	18.9006
2.6400	0.0000	0.0000	0.0004	-0.0004	-56.7265	-40.1242
2.6510	0.0000	0.0000	-0.0001	0.0000	-51.2769	69.6322
2.6630	0.0000	0.0000	0.0001	-0.0005	2.9867	-19.9550
2.6720	0.0000	0.0000	0.0001	-0.0001	-57.5057	23.5250
2.6780	1.0000	0.0000	0.8855	-0.0182	15981.3357	11763.8794
2.6900	1.0000	0.0000	0.8998	-0.0012	12453.6510	12209.9169
2.7000	1.0000	0.0000	0.9008	0.0035	11845.5127	12699.4543
2.7100	1.0000	0.0000	0.8990	0.0003	12466.1034	12749.3948
2.7200	1.0000	0.0000	0.9098	-0.0037	11822.7783	10878.5874
2.7300	1.0000	0.0000	0.8987	-0.0046	13326.4719	12307.4604
2.7400	1.0000	0.0000	0.9036	0.0027	11924.8007	12701.0691
2.7500	1.0000	0.0000	0.9085	-0.0161	13637.0417	9834.7485
2.7600	1.0000	0.0000	0.9103	0.0053	10971.0514	12334.2853
2.7760	1.0000	0.0000	0.8973	-0.0041	13774.3478	12767.0424
2.7790	1.0000	0.0000	0.9104	-0.0092	12967.6277	10557.5863
2.7910	1.0000	0.0000	0.9049	-0.0132	14184.4641	10911.0720
2.8000	1.0000	0.0000	0.9138	-0.0133	13067.5316	9909.3717
2.8100	1.0000	0.0000	0.9159	-0.0117	12748.4900	9970.9482
2.8200	1.0000	0.0000	0.8952	-0.0166	16138.8186	12012.8330
2.8300	1.0000	0.0000	0.9061	-0.0194	15022.9296	10379.1745
2.8410	1.0000	0.0000	0.9050	-0.0164	15053.8779	11040.9713
2.8520	1.0000	0.0000	0.9050	-0.0289	16548.8499	9489.1744
2.8600	1.0000	0.0000	0.9098	-0.0221	15281.0439	9927.7448
2.8700	1.0000	0.0000	0.9150	-0.0064	12745.7589	11151.1504
2.8800	1.0000	0.0000	0.9154	-0.0127	13468.4152	10279.1956
2.8900	1.0000	0.0000	0.9111	-0.0283	16199.6690	8942.0070
2.9040	1.0000	0.0000	0.9135	-0.0237	15507.3688	9362.5942
2.9100	1.0000	0.0000	0.9121	-0.0048	13371.9530	11971.2085
2.9210	1.0000	0.0000	0.9237	-0.0063	12262.6244	10453.7973
2.9310	1.0000	0.0000	0.9142	-0.0130	14346.7858	10735.2898
2.9430	1.0000	0.0000	0.9150	0.0132	11141.6515	13972.1756
2.9510	1.0000	0.0000	0.9194	-0.0032	12626.7104	11528.7942
2.9620	1.0000	0.0000	0.9157	-0.0230	15557.0440	9366.3621
2.9700	1.0000	0.0000	0.9105	-0.0096	14556.5664	11977.1421
2.9820	1.0000	0.0000	0.9122	-0.0100	14636.3844	11915.9391
2.9900	1.0000	0.0000	0.9111	-0.0113	15011.1267	11744.6667
3.0010	1.0000	0.0000	0.9177	-0.0205	15550.8480	9988.4521
3.0170	1.0000	0.0000	0.9390	0.0085	9240.7179	11072.4034
3.0240	1.0000	0.0000	0.9516	0.0154	7035.5579	10297.4663
3.0300	1.0000	0.0000	0.9554	0.0313	4671.5558	11973.9945
3.0410	1.0000	0.0000	0.9689	0.0371	2292.0555	10915.3889
3.0520	1.0000	0.0000	0.9838	0.0389	320.3186	9308.4716
3.0610	1.0000	0.0000	0.9765	0.0605	-1402.1555	13096.6052
3.0710	1.0000	0.0000	0.9774	0.0463	466.9902	11313.8042
3.0810	1.0000	0.0000	1.0063	0.0586	-4786.3849	9341.8161
3.0890	1.0000	0.0000	1.0007	0.0435	-2350.3523	8201.6931
3.1000	1.0000	0.0000	1.0090	0.0699	-6523.1653	10453.6831
3.1110	1.0000	0.0000	1.0209	0.0768	-8979.5705	9860.5761
3.1210	1.0000	0.0000	1.0083	0.0686	-6477.4444	10436.4269
3.1310	1.0000	0.0000	1.0161	0.0723	-7952.5962	9865.8707
3.1400	1.0000	0.0000	1.0205	0.0770	-9103.7222	10069.0943
3.1500	1.0000	0.0000	1.0244	0.0830	-10415.2569	10393.4848
3.1610	1.0000	0.0000	1.0284	0.0859	-11335.6098	10283.1517
3.1700	1.0000	0.0000	1.0268	0.0916	-11977.3932	11398.9046
3.1800	1.0000	0.0000	1.0259	0.0862	-11162.8453	10788.3311
3.1900	1.0000	0.0000	1.0299	0.0868	-11900.2534	10357.2927
3.2000	1.0000	0.0000	1.0317	0.0892	-12491.0195	10597.8182
3.2100	1.0000	0.0000	1.0322	0.0877	-12531.0728	10283.9148
3.2200	1.0000	0.0000	1.0505	0.0881	-14824.3604	8213.3126
3.2320	1.0000	0.0000	1.0340	0.0807	-12123.3457	9303.3063
3.2420	1.0000	0.0000	1.0419	0.0715	-12004.2449	7292.3900
3.2510	1.0000	0.0000	1.0465	0.0684	-12125.7832	6432.2564
3.2600	1.0000	0.0000	1.0531	0.0715	-13691.2029	5989.6315
3.2700	1.0000	0.0000	1.0521	0.0689	-13375.1448	5814.1746
3.2830	1.0000	0.0000	1.0489	0.0621	-12366.1362	5266.0253
3.2900	1.0000	0.0000	1.0447	0.0560	-11114.8789	5185.5592
3.3000	1.0000	0.0000	1.0390	0.0559	-10345.2027	5939.9021
3.3100	1.0000	0.0000	1.0464	0.0566	-11554.8652	5107.7654
3.3200	1.0000	0.0000	1.0401	0.0489	-9866.5183	4924.0758
3.3300	1.0000	0.0000	1.0312	0.0557	-9754.3526	6971.7704
3.3410	1.0000	0.0000	1.0378	0.0453	-9378.0527	4792.8692
3.3510	1.0000	0.0000	1.0366	0.0426	-8987.2731	4618.9005
3.3620	1.0000	0.0000	1.0351	0.0399	-8562.7730	4450.7371
3.3700	1.0000	0.0000	1.0311	0.0348	-7519.4709	4324.8687
3.3840	1.0000	0.0000	1.0242	0.0347	-6746.6059	5263.0747
3.3930	1.0000	0.0000	1.0282	0.0275	-6406.8026	3806.2123
3.4040	1.0000	0.0000	1.0269	0.0265	-6211.0689	3890.1101
3.4110	1.0000	0.0000	1.0230	0.0271	-5832.9524	4428.7661
3.4200	1.0000	0.0000	1.0212	0.0203	-4793.6553	3852.2605
3.4300	1.0000	0.0000	1.0199	0.0146	-4008.3662	3269.4578
3.4430	1.0000	0.0000	1.0205	0.0122	-3834.2733	2892.8094
3.4520	1.0000	0.0000	1.0183	0.0113	-3503.5135	3084.1434
3.4600	1.0000	0.0000	1.0199	0.0100	-3579.7193	2695.0363
3.4710	1.0000	0.0000	1.0190	0.0073	-3189.8443	2481.1480
3.4820	1.0000	0.0000	1.0190	0.0058	-3010.0180	2294.1765
3.4920	1.0000	0.0000	1.0185	0.0032	-2663.0077	2015.9205
3.5010	1.0000	0.0000	1.0188	0.0015	-2508.5117	1769.4882
3.5100	1.0000	0.0000	1.0184	-0.0007	-2221.6611	1534.8134
3.5200	1.0000	0.0000	1.0177	-0.0020	-2001.7378	1451.0057
3.5310	1.0000	0.0000	1.0182	-0.0023	-2034.4289	1334.0469
3.5410	1.0000	0.0000	1.0179	-0.0041	-1796.4183	1123.0590
3.5500	1.0000	0.0000	1.0198	-0.0047	-1980.6210	788.2684
3.5600	1.0000	0.0000	1.0186	-0.0078	-1445.9012	549.1570
3.5700	1.0000	0.0000	1.0167	-0.0092	-1052.6023	576.2932
3.5800	1.0000	0.0000	1.0183	-0.0074	-1481.2801	623.3181
3.5900	1.0000	0.0000	1.0191	-0.0071	-1627.5630	503.7954
3.6050	1.0000	0.0000	1.0209	-0.0017	-2521.4359	927.9037
3.6100	1.0000	0.0000	1.0221	0.0001	-2896.9380	963.0027
3.6200	1.0000	0.0000	1.0235	0.0002	-3110.3261	776.7257
3.6300	1.0000	0.0000	1.0232	-0.0001	-3036.4300	763.8085
3.6400	1.0000	0.0000	1.0235	-0.0001	-3113.6446	711.4925
3.6500	1.0000	0.0000	1.0250	-0.0008	-3218.3498	425.1917
3.6610	1.0000	0.0000	1.0251	0.0007	-3429.8180	580.4442
3.6700	1.0000	0.0000	1.0258	0.0007	-3536.6152	455.1908
3.6800	1.0000	0.0000	1.0246	0.0001	-3337.2115	508.1380
3.6920	1.0000	0.0000	1.0223	-0.0002	-3045.2546	752.3230
3.7010	1.0000	0.0000	1.0240	0.0005	-3369.9707	590.7209
3.7100	1.0000	0.0000	1.0239	0.0007	-3402.2588	600.8059
3.7200	1.0000	0.0000	1.0245	0.0004	-3453.5167	481.6069
3.7300	1.0000	0.0000	1.0240	0.0001	-3380.8290	485.8093
3.7420	1.0000	0.0000	1.0235	-0.0002	-3311.9706	474.3985
3.7530	1.0000	0.0000	1.0236	-0.0006	-3297.9806	401.9544
