q1	q2	q3	q4	q1d	q2d	q3d	q4d	q1dd	q2dd	q3dd	q4dd	tau1	tau2	tau2	tau4
0.6189	0.4531	-0.9599	0.7106	-0.2681	-0.0976	0.0003	-0.2186	0.1099	0.0804	-0.2121	0.8272	3597.1841	118565.4484	-56656.0532	-3494.4543
0.6162	0.4521	-0.9599	0.7084	-0.2670	-0.0969	-0.0000	-0.2183	0.1080	0.0718	-0.0374	0.0229	3775.3434	118662.3062	-56404.6366	-3466.9743
0.6136	0.4512	-0.9599	0.7063	-0.2659	-0.0961	0.0030	-0.2294	0.1144	0.0814	0.3044	-1.1019	3838.5747	118984.3102	-56905.6618	-403.4776
0.6109	0.4502	-0.9599	0.7041	-0.2648	-0.0952	0.0002	-0.2165	0.1052	0.0896	-0.2766	1.2879	3903.4326	118731.2606	-56127.5164	-3564.3835
0.6080	0.4492	-0.9599	0.7017	-0.2635	-0.0944	0.0000	-0.2163	0.1168	0.0691	-0.0187	0.0122	3883.3156	118664.9913	-55854.2045	-3507.4733
0.6056	0.4483	-0.9599	0.6998	-0.2626	-0.0938	0.0000	-0.2158	0.1001	0.0665	-0.0000	0.0602	3870.8405	118767.6315	-55692.5625	-3462.0636
0.6030	0.4474	-0.9599	0.6976	-0.2616	-0.0929	0.0015	-0.2171	0.1068	0.0947	0.1461	-0.1283	3887.2615	118686.6162	-55869.1212	-2828.1261
0.6001	0.4464	-0.9599	0.6952	-0.2604	-0.0921	0.0002	-0.2142	0.0968	0.0626	-0.1056	0.2437	3865.3146	118746.2501	-55360.8547	-3557.2382
0.5978	0.4456	-0.9599	0.6933	-0.2594	-0.0916	0.0000	-0.2136	0.1168	0.0633	-0.0221	0.0593	3802.3140	118804.3011	-55184.7714	-3513.2207
0.5952	0.4446	-0.9599	0.6912	-0.2583	-0.0908	0.0001	-0.2132	0.1208	0.0907	0.0039	0.0435	3789.5541	118851.1169	-55026.4558	-3483.9566
0.5926	0.4437	-0.9599	0.6891	-0.2572	-0.0900	0.0023	-0.2191	0.1100	0.0731	0.2241	-0.5911	3729.1593	119201.2719	-55398.6254	-1666.2373
0.5901	0.4428	-0.9599	0.6869	-0.2561	-0.0892	0.0002	-0.2112	0.1053	0.0803	-0.2123	0.7948	3898.2431	118938.2457	-54740.3498	-3624.1906
0.5875	0.4420	-0.9599	0.6848	-0.2550	-0.0885	0.0000	-0.2111	0.1083	0.0709	-0.0139	0.0079	3849.1557	118897.3387	-54529.5225	-3542.6012
0.5850	0.4411	-0.9599	0.6827	-0.2539	-0.0879	0.0001	-0.2106	0.1158	0.0626	0.0055	0.0524	3872.4078	118935.4814	-54367.6542	-3514.6319
0.5824	0.4402	-0.9599	0.6806	-0.2529	-0.0870	0.0000	-0.2098	0.1002	0.0934	-0.0070	0.0788	3940.5809	118793.2897	-54207.2925	-3526.6759
0.5799	0.4393	-0.9599	0.6785	-0.2517	-0.0862	0.0011	-0.2099	0.1155	0.0739	0.1100	-0.0101	3732.2260	119088.4496	-54312.4083	-3244.4671
0.5774	0.4385	-0.9599	0.6764	-0.2505	-0.0855	0.0001	-0.2081	0.1186	0.0761	-0.0994	0.1842	3778.2241	118734.7967	-53905.1892	-3634.8982
0.5742	0.4374	-0.9599	0.6737	-0.2491	-0.0846	0.0001	-0.2081	0.1116	0.0698	-0.0004	-0.0021	3408.1430	118906.8462	-53688.4321	-3543.5961
0.5724	0.4368	-0.9599	0.6723	-0.2483	-0.0840	0.0012	-0.2080	0.1178	0.0805	0.1495	0.0088	3422.9249	118797.7411	-53842.9731	-3252.1124
0.5700	0.4359	-0.9599	0.6702	-0.2471	-0.0835	0.0002	-0.2064	0.1179	0.0536	-0.0988	0.1652	3219.6182	118910.6153	-53447.2235	-3629.6231
0.5675	0.4351	-0.9599	0.6682	-0.2457	-0.0828	-0.0174	-0.1719	0.1383	0.0694	-1.7614	3.4460	3088.1669	118993.7532	-53277.6510	-3555.7803
0.5650	0.4343	-0.9599	0.6661	-0.2447	-0.0819	0.0005	-0.2050	0.0981	0.0854	1.7926	-3.3098	2924.2152	118764.9005	-53234.9317	-3638.8001
0.5626	0.4335	-0.9599	0.6640	-0.2436	-0.0812	-0.0001	-0.2045	0.1134	0.0730	-0.0567	0.0481	2799.3072	118789.8106	-52994.9122	-3579.1765
0.5599	0.4326	-0.9599	0.6618	-0.2423	-0.0804	-0.0000	-0.2042	0.1172	0.0750	0.0057	0.0312	2715.2106	118797.7262	-52810.8068	-3581.1435
0.5577	0.4319	-0.9599	0.6599	-0.2412	-0.0797	0.0009	-0.2039	0.1229	0.0675	0.1052	0.0317	2480.3081	118719.0294	-52883.9084	-3475.7567
0.5551	0.4310	-0.9599	0.6577	-0.2399	-0.0790	0.0000	-0.2027	0.1136	0.0687	-0.0808	0.1061	2246.8423	118605.4374	-52533.3850	-3632.7842
0.5529	0.4303	-0.9599	0.6559	-0.2389	-0.0784	-0.0000	-0.2024	0.1162	0.0642	-0.0067	0.0430	2175.7012	118541.9163	-52399.1596	-3602.2630
0.5506	0.4295	-0.9599	0.6539	-0.2378	-0.0777	0.0012	-0.2026	0.1086	0.0689	0.1200	-0.0285	2075.4634	118505.9546	-52517.0596	-3289.0904
0.5482	0.4287	-0.9599	0.6518	-0.2366	-0.0772	0.0002	-0.2009	0.1224	0.0562	-0.1035	0.1699	1884.6610	118509.1127	-52145.8655	-3648.0822
0.5458	0.4280	-0.9599	0.6498	-0.2354	-0.0765	0.0000	-0.2006	0.1139	0.0650	-0.0125	0.0324	1745.7599	118324.9804	-51981.2258	-3607.4079
0.5435	0.4272	-0.9599	0.6478	-0.2344	-0.0757	0.0011	-0.2007	0.1085	0.0792	0.1039	-0.0059	1646.7170	118366.7028	-52080.7309	-3327.1093
0.5412	0.4264	-0.9599	0.6458	-0.2332	-0.0751	0.0001	-0.1990	0.1160	0.0666	-0.0962	0.1622	1425.5879	118279.4143	-51725.7691	-3660.1638
0.5386	0.4256	-0.9599	0.6437	-0.2320	-0.0747	0.0033	-0.2147	0.1125	0.0335	0.2900	-1.4220	951.6513	118116.6954	-48457.6942	-8934.4370
0.5360	0.4248	-0.9599	0.6415	-0.2308	-0.0736	0.0003	-0.1976	0.1092	0.0979	-0.2685	1.5562	1110.0724	118271.3193	-51472.8332	-3723.0054
0.5342	0.4242	-0.9599	0.6399	-0.2299	-0.0731	0.0001	-0.1975	0.1100	0.0640	-0.0250	0.0034	969.8361	118159.3791	-51309.9470	-3652.2473
0.5319	0.4235	-0.9599	0.6379	-0.2287	-0.0724	0.0014	-0.1988	0.1169	0.0673	0.1249	-0.1262	925.8833	117915.6376	-51474.3588	-3098.7159
0.5296	0.4228	-0.9599	0.6359	-0.2276	-0.0719	0.0001	-0.1960	0.1082	0.0551	-0.1279	0.2813	743.6932	117847.0222	-51079.6490	-3688.9003
0.5274	0.4221	-0.9599	0.6340	-0.2265	-0.0713	0.0000	-0.1958	0.1123	0.0595	-0.0074	0.0198	522.3971	117797.6804	-50914.9474	-3622.6420
0.5247	0.4212	-0.9599	0.6316	-0.2251	-0.0705	0.0005	-0.1947	0.1062	0.0566	0.0338	0.0842	376.1599	117804.6515	-50872.1625	-3688.3818
0.5229	0.4207	-0.9599	0.6301	-0.2243	-0.0698	0.0000	-0.1944	0.1142	0.1016	-0.0639	0.0411	310.6497	117577.4642	-50676.0826	-3680.0497
0.5206	0.4200	-0.9599	0.6281	-0.2232	-0.0693	0.0000	-0.1941	0.1133	0.0515	-0.0020	0.0269	161.3975	117649.6909	-50533.6109	-3655.2839
0.5184	0.4193	-0.9599	0.6262	-0.2221	-0.0686	-0.0000	-0.1936	0.1114	0.0695	-0.0055	0.0529	116.7950	117578.9669	-50416.3002	-3665.7755
0.5162	0.4186	-0.9599	0.6243	-0.2210	-0.0680	-0.0000	-0.1930	0.1040	0.0605	0.0044	0.0602	-132.3927	117488.5610	-50289.5319	-3655.5496
0.5140	0.4179	-0.9599	0.6223	-0.2200	-0.0674	-0.0000	-0.1924	0.1079	0.0568	-0.0019	0.0577	-239.0511	117359.5473	-50163.5538	-3655.8511
0.5118	0.4172	-0.9599	0.6204	-0.2189	-0.0671	0.0025	-0.2011	0.1075	0.0379	0.2541	-0.8703	-375.1006	117557.7492	-50635.7789	-1179.2202
0.5096	0.4166	-0.9599	0.6185	-0.2175	-0.0662	0.0003	-0.1908	0.1366	0.0899	-0.2250	1.0390	-599.5342	117199.9154	-49992.0549	-3725.6331
0.5074	0.4159	-0.9599	0.6166	-0.2167	-0.0658	0.0002	-0.1907	0.0824	0.0337	-0.0106	0.0050	-677.3712	117064.5095	-49817.7411	-3671.5429
0.5053	0.4153	-0.9599	0.6147	-0.2157	-0.0651	0.0006	-0.1899	0.0979	0.0760	0.0426	0.0844	-757.0028	116891.0601	-49800.1763	-3723.3330
0.5031	0.4146	-0.9599	0.6128	-0.2146	-0.0645	0.0000	-0.1896	0.1076	0.0566	-0.0554	0.0304	-1007.7032	116916.1090	-49581.6506	-3701.7399
0.5010	0.4140	-0.9599	0.6109	-0.2136	-0.0640	0.0016	-0.1920	0.1022	0.0466	0.1564	-0.2488	-1024.8492	116831.3519	-49834.4400	-2762.6047
0.4988	0.4133	-0.9599	0.6090	-0.2125	-0.0635	0.0002	-0.1882	0.1153	0.0539	-0.1424	0.3822	-1170.8119	116784.4913	-49387.7520	-3759.0880
0.4967	0.4127	-0.9599	0.6071	-0.2115	-0.0629	-0.0001	-0.1879	0.0964	0.0576	-0.0252	0.0314	-1337.3617	116715.1690	-49237.4156	-3686.9412
0.4946	0.4121	-0.9599	0.6052	-0.2104	-0.0623	0.0012	-0.1889	0.1054	0.0664	0.1272	-0.0995	-1407.8447	116482.6024	-49416.5132	-3178.9693
0.4925	0.4115	-0.9599	0.6034	-0.2094	-0.0618	0.0002	-0.1865	0.0857	0.0392	-0.0859	0.2005	-1569.2658	116395.5715	-49050.7651	-3721.9507
0.4904	0.4108	-0.9599	0.6015	-0.2084	-0.0613	-0.0000	-0.1863	0.1301	0.0613	-0.0235	0.0300	-1760.0905	116327.2007	-48899.0945	-3693.6602
0.4884	0.4102	-0.9599	0.5996	-0.2073	-0.0607	0.0000	-0.1859	0.1025	0.0590	0.0058	0.0405	-1840.8486	116204.3888	-48795.5816	-3680.3688
0.4863	0.4096	-0.9599	0.5978	-0.2064	-0.0602	0.0000	-0.1853	0.0989	0.0462	-0.0012	0.0565	-1973.2435	116182.1500	-48694.7677	-3680.3680
0.4840	0.4090	-0.9599	0.5958	-0.2053	-0.0598	0.0031	-0.1988	0.0904	0.0409	0.2538	-1.1276	-2304.5733	115827.1915	-45736.8067	-8383.6807
0.4820	0.4084	-0.9599	0.5939	-0.2042	-0.0590	0.0003	-0.1837	0.0888	0.0639	-0.2271	1.2617	-2213.5391	115861.9101	-48535.5984	-3753.3723
0.4801	0.4078	-0.9599	0.5923	-0.2033	-0.0585	0.0001	-0.1837	0.1100	0.0565	-0.0286	0.0017	-2374.5497	115814.8971	-48382.6558	-3702.3531
0.4779	0.4072	-0.9599	0.5902	-0.2022	-0.0581	0.0000	-0.1831	0.1284	0.0449	-0.0078	0.0631	-2458.0178	115578.0278	-48274.6395	-3672.4580
0.4759	0.4066	-0.9599	0.5884	-0.2012	-0.0576	0.0024	-0.1913	0.0998	0.0578	0.2387	-0.8206	-2469.3425	115804.9954	-48668.0566	-1465.3550
0.4741	0.4061	-0.9599	0.5868	-0.2003	-0.0570	0.0003	-0.1816	0.0655	0.0408	-0.1618	0.7463	-2683.8168	115413.7398	-48134.4401	-3768.9258
0.4717	0.4054	-0.9599	0.5846	-0.1991	-0.0565	-0.0001	-0.1812	0.1311	0.0627	-0.0464	0.0396	-2842.6257	115347.8867	-47950.3552	-3709.1326
0.4699	0.4049	-0.9599	0.5830	-0.1983	-0.0559	0.0000	-0.1811	0.1067	0.0665	0.0157	0.0184	-3019.1069	115203.1430	-47848.9656	-3675.3714
0.4681	0.4044	-0.9599	0.5813	-0.1974	-0.0556	0.0007	-0.1803	0.0858	0.0312	0.0641	0.0751	-3023.7574	115103.9598	-47936.1976	-3608.2629
0.4662	0.4039	-0.9599	0.5795	-0.1964	-0.0551	0.0001	-0.1798	0.0891	0.0505	-0.0528	0.0453	-3135.4322	114949.3173	-47690.1028	-3735.3654
0.4640	0.4033	-0.9599	0.5775	-0.1954	-0.0545	0.0019	-0.1846	0.0941	0.0510	0.1663	-0.4278	-3275.8283	114891.4918	-47988.6853	-2304.0149
0.4622	0.4028	-0.9599	0.5759	-0.1945	-0.0541	0.0003	-0.1786	0.1357	0.0542	-0.2367	0.8552	-3349.1660	114577.8808	-47519.5240	-3774.4322
0.4603	0.4022	-0.9599	0.5741	-0.1936	-0.0536	-0.0000	-0.1784	0.0884	0.0510	-0.0280	0.0210	-3434.6663	114558.7904	-47369.6901	-3726.1275
0.4584	0.4017	-0.9599	0.5724	-0.1926	-0.0531	0.0000	-0.1780	0.0972	0.0517	0.0021	0.0378	-3646.5643	114356.1676	-47268.9370	-3713.0254
0.4565	0.4012	-0.9599	0.5706	-0.1916	-0.0526	0.0006	-0.1773	0.1046	0.0453	0.0591	0.0684	-3677.5992	114267.4401	-47329.0972	-3669.5974
0.4545	0.4007	-0.9599	0.5688	-0.1907	-0.0522	0.0001	-0.1768	0.0863	0.0408	-0.0523	0.0480	-3744.0076	114131.8872	-47084.4203	-3747.1835
0.4518	0.3998	-0.9599	0.5668	-0.2257	-0.0654	0.0021	-0.1830	-2.9157	-1.1015	0.1727	-0.5174	42927.9334	127261.5176	-47470.1900	-1805.3895
0.4500	0.3993	-0.9599	0.5654	-0.2236	-0.0739	0.0004	-0.1730	0.2635	-1.0563	-0.2235	1.2554	41681.8361	137357.6821	-46978.2171	-4141.2458
0.4478	0.3985	-0.9599	0.5637	-0.2181	-0.0719	0.0001	-0.1724	0.5476	0.1962	-0.0292	0.0577	36280.7655	136297.3377	-46801.2958	-4197.8330
0.4457	0.3978	-0.9599	0.5619	-0.2132	-0.0690	0.0001	-0.1724	0.4945	0.2960	0.0041	-0.0013	31198.9729	133745.9657	-46708.1256	-4161.2070
0.4436	0.3972	-0.9599	0.5602	-0.2088	-0.0664	0.0004	-0.1717	0.4316	0.2605	0.0261	0.0696	26950.6083	131385.6901	-46732.6552	-4138.2686
0.4415	0.3965	-0.9599	0.5585	-0.2051	-0.0642	0.0001	-0.1717	0.3745	0.2131	-0.0266	0.0018	23303.5901	129598.3207	-46545.8848	-4076.6143
0.4395	0.3959	-0.9599	0.5568	-0.2016	-0.0624	-0.0141	-0.1460	0.3500	0.1879	-1.4166	2.5725	20076.2368	128078.5509	-46439.6153	-4048.5970
0.4375	0.3953	-0.9599	0.5551	-0.1990	-0.0608	0.0004	-0.1709	0.2645	0.1546	1.4505	-2.4934	17622.2615	126859.4747	-46434.0099	-4088.3149
0.4355	0.3947	-0.9599	0.5534	-0.1965	-0.0593	0.0001	-0.1709	0.2477	0.1474	-0.0348	-0.0016	15497.5495	125653.6623	-46241.7451	-4061.5657
0.4335	0.3941	-0.9599	0.5516	-0.1945	-0.0582	0.0001	-0.1704	0.2004	0.1107	-0.0030	0.0568	13903.2163	124793.9901	-46168.5858	-4011.6471
0.4316	0.3935	-0.9599	0.5499	-0.1922	-0.0573	0.0001	-0.1700	0.2279	0.0981	-0.0010	0.0409	12317.2429	124001.9569	-46087.2219	-3963.8547
0.4297	0.3929	-0.9599	0.5482	-0.1905	-0.0562	0.0001	-0.1698	0.1708	0.1045	0.0033	0.0194	11183.5595	123347.7517	-45992.4499	-3966.5979
0.4278	0.3924	-0.9599	0.5466	-0.1889	-0.0553	0.0005	-0.1689	0.1560	0.0877	0.0398	0.0900	10293.7777	122659.1920	-46020.9003	-3997.5294
0.4259	0.3918	-0.9599	0.5449	-0.1876	-0.0545	0.0001	-0.1686	0.1318	0.0784	-0.0404	0.0276	9441.5911	122316.9882	-45819.6984	-3982.7971
0.4240	0.3913	-0.9599	0.5432	-0.1862	-0.0540	0.0001	-0.1681	0.1456	0.0549	-0.0019	0.0450	8787.4992	121927.2361	-45726.6508	-3971.6516
0.4220	0.3907	-0.9599	0.5413	-0.1842	-0.0512	0.0004	-0.1677	0.1812	0.2574	0.0306	0.0405	7283.5022	119446.9019	-45706.8131	-3977.1549
0.4204	0.3903	-0.9599	0.5398	-0.1831	-0.0509	0.0001	-0.1676	0.1186	0.0349	-0.0367	0.0094	7028.7886	119357.2264	-45576.9607	-3921.9075
0.4185	0.3897	-0.9599	0.5381	-0.1821	-0.0506	-0.0001	-0.1670	0.1037	0.0221	-0.0122	0.0558	6746.0262	119279.4485	-45473.5821	-3895.3033
0.4165	0.3892	-0.9599	0.5363	-0.1810	-0.0504	0.0007	-0.1666	0.0942	0.0203	0.0665	0.0424	6582.9581	119565.2242	-45532.0496	-3849.5506
0.4149	0.3887	-0.9599	0.5348	-0.1802	-0.0502	0.0001	-0.1658	0.0944	0.0288	-0.0621	0.0855	6156.6649	119504.2101	-45325.3084	-3963.0562
0.4131	0.3882	-0.9599	0.5332	-0.1791	-0.0501	0.0000	-0.1657	0.1081	0.0036	-0.0087	0.0102	6077.8549	119652.8699	-45205.9753	-3929.6164
0.4110	0.3876	-0.9599	0.5312	-0.1780	-0.0500	0.0018	-0.1696	0.0924	0.0116	0.1447	-0.3259	5977.8560	119868.5332	-45498.1134	-2731.0837
0.4096	0.3872	-0.9599	0.5299	-0.1773	-0.0496	0.0003	-0.1643	0.0836	0.0414	-0.1860	0.6688	5811.8005	119816.4749	-45115.8066	-3996.5081
0.4078	0.3867	-0.9599	0.5282	-0.1763	-0.0493	0.0000	-0.1642	0.0982	0.0376	-0.0232	0.0069	5618.6874	119854.1865	-44979.7114	-3931.3921
0.4060	0.3863	-0.9599	0.5266	-0.1757	-0.0493	0.0000	-0.1636	0.0666	0.0017	-0.0047	0.0580	5740.7078	119873.4259	-44892.9464	-3941.8174
0.4043	0.3858	-0.9599	0.5249	-0.1747	-0.0489	0.0005	-0.1630	0.0969	0.0323	0.0542	0.0649	5430.6294	119760.5900	-44912.7997	-3945.2401
0.4025	0.3853	-0.9599	0.5233	-0.1737	-0.0485	0.0001	-0.1626	0.0998	0.0413	-0.0465	0.0326	5426.9174	119877.7839	-44734.5320	-3961.5758
0.4006	0.3847	-0.9599	0.5215	-0.1728	-0.0484	-0.0000	-0.1622	0.0612	0.0060	-0.0066	0.0296	5407.2614	119959.9513	-44623.8323	-3966.6615
0.3991	0.3843	-0.9599	0.5201	-0.1720	-0.0481	0.0008	-0.1623	0.1337	0.0469	0.1393	-0.0088	5260.1752	119757.6879	-44733.9035	-3766.3165
0.3974	0.3838	-0.9599	0.5184	-0.1712	-0.0480	0.0000	-0.1610	0.0807	0.0120	-0.0792	0.1303	5152.9911	120148.0140	-44494.7750	-4005.8111
0.3957	0.3833	-0.9599	0.5168	-0.1705	-0.0479	-0.0000	-0.1608	0.0762	0.0152	-0.0062	0.0223	5241.8947	120113.3354	-44367.3500	-4009.5924
0.3934	0.3827	-0.9599	0.5148	-0.1694	-0.0478	0.0024	-0.1714	0.0786	0.0059	0.1882	-0.8157	4936.6216	120063.0849	-41864.9019	-7780.0237
0.3923	0.3824	-0.9599	0.5136	-0.1687	-0.0474	0.0005	-0.1596	0.1003	0.0630	-0.2737	1.6735	5349.9727	119921.0604	-44372.3624	-3956.9342
0.3906	0.3819	-0.9599	0.5120	-0.1681	-0.0470	0.0000	-0.1594	0.0647	0.0318	-0.0458	0.0288	5087.2459	119911.4490	-44134.4038	-4043.6134
0.3887	0.3814	-0.9599	0.5103	-0.1670	-0.0469	-0.0129	-0.1362	0.1022	0.0139	-1.1769	2.1056	4991.5227	119940.6912	-44059.7542	-3975.4561
0.3871	0.3809	-0.9599	0.5087	-0.1665	-0.0466	0.0004	-0.1582	0.0504	0.0314	1.3330	-2.1964	5019.1101	120260.4445	-44056.9876	-4025.9538
0.3854	0.3805	-0.9599	0.5071	-0.1656	-0.0467	0.0001	-0.1579	0.0892	-0.0096	-0.0337	0.0277	5130.6429	120253.9557	-43900.5623	-4013.1849
0.3839	0.3801	-0.9599	0.5057	-0.1650	-0.0463	0.0014	-0.1600	0.0619	0.0449	0.1447	-0.2364	5041.1397	120177.9542	-44107.7313	-3330.5957
0.3823	0.3796	-0.9599	0.5041	-0.1641	-0.0461	0.0002	-0.1569	0.0962	0.0167	-0.1221	0.3140	4957.7060	120184.2868	-43764.2857	-4053.2439
0.3806	0.3791	-0.9599	0.5026	-0.1634	-0.0460	0.0001	-0.1567	0.0687	0.0148	-0.0065	0.0192	4944.9632	120286.9092	-43643.7070	-4030.5603
0.3790	0.3787	-0.9599	0.5010	-0.1625	-0.0457	0.0000	-0.1562	0.0686	0.0232	-0.0067	0.0406	4886.6765	120152.2662	-43571.4357	-4008.1451
0.3771	0.3781	-0.9599	0.4991	-0.1617	-0.0455	0.0004	-0.1554	0.0822	0.0199	0.0416	0.0799	4906.6017	120068.4617	-43530.6301	-4083.8152
0.3758	0.3778	-0.9599	0.4979	-0.1612	-0.0452	-0.0001	-0.1550	0.0604	0.0364	-0.0674	0.0477	4834.6023	120242.0614	-43435.0979	-4018.3025
0.3742	0.3773	-0.9599	0.4963	-0.1605	-0.0450	0.0019	-0.1614	0.0733	0.0147	0.1957	-0.6387	4948.2911	120589.7735	-43819.1569	-2188.9917
0.3724	0.3768	-0.9599	0.4946	-0.1595	-0.0449	0.0003	-0.1540	0.0906	0.0105	-0.1409	0.6741	4937.0766	120260.5046	-43290.0324	-4057.4759
0.3710	0.3764	-0.9599	0.4932	-0.1588	-0.0448	0.0001	-0.1540	0.0742	0.0111	-0.0199	-0.0044	4867.1699	120395.2015	-43176.8745	-4034.2323
0.3694	0.3760	-0.9599	0.4917	-0.1581	-0.0446	0.0006	-0.1534	0.0732	0.0242	0.0435	0.0653	4807.9479	120290.7995	-43217.0799	-4018.5146
0.3678	0.3755	-0.9599	0.4902	-0.1573	-0.0444	0.0001	-0.1528	0.0791	0.0178	-0.0509	0.0576	4777.4904	120376.5036	-43024.0070	-4055.2122
0.3662	0.3751	-0.9599	0.4886	-0.1566	-0.0442	0.0000	-0.1526	0.0762	0.0180	-0.0018	0.0217	4939.5575	120114.6248	-42941.1332	-4010.7155
0.3647	0.3746	-0.9599	0.4871	-0.1559	-0.0440	0.0004	-0.1519	0.0608	0.0263	0.0393	0.0636	4799.9139	120407.3638	-42947.6333	-4078.6934
0.3631	0.3742	-0.9599	0.4856	-0.1551	-0.0437	0.0000	-0.1516	0.0832	0.0226	-0.0409	0.0360	4729.8584	120436.7924	-42792.5473	-4040.6559
0.3616	0.3738	-0.9599	0.4841	-0.1544	-0.0435	0.0009	-0.1518	0.0833	0.0253	0.0941	-0.0240	4591.8401	120347.8609	-42880.7752	-3855.0504
0.3600	0.3733	-0.9599	0.4826	-0.1538	-0.0434	0.0000	-0.1507	0.0528	0.0120	-0.0748	0.1030	4578.1049	120495.6654	-42633.9587	-4085.9919
0.3585	0.3729	-0.9599	0.4811	-0.1529	-0.0432	-0.0001	-0.1503	0.0878	0.0197	-0.0094	0.0324	4674.1157	120300.4820	-42524.7368	-4033.3078
0.3570	0.3725	-0.9599	0.4796	-0.1523	-0.0430	0.0007	-0.1503	0.0479	0.0117	0.0607	0.0035	4760.8334	120263.9523	-42624.7170	-3886.8554
0.3553	0.3720	-0.9599	0.4779	-0.1517	-0.0430	0.0002	-0.1495	0.0756	0.0086	-0.0691	0.0978	4611.9706	120477.9695	-42368.5915	-4093.3159
0.3540	0.3716	-0.9599	0.4766	-0.1509	-0.0428	0.0016	-0.1529	0.0919	0.0205	0.1567	-0.3790	4695.4980	120597.1916	-42651.1998	-2994.0374
0.3524	0.3712	-0.9599	0.4751	-0.1501	-0.0426	0.0003	-0.1484	0.0759	0.0139	-0.1339	0.4485	4618.7226	120473.4330	-42233.1464	-4116.0154
0.3510	0.3708	-0.9599	0.4736	-0.1496	-0.0422	0.0001	-0.1482	0.0503	0.0423	-0.0183	0.0198	4696.7771	120467.2677	-42142.5299	-4069.1957
0.3495	0.3703	-0.9599	0.4721	-0.1488	-0.0422	0.0012	-0.1499	0.0835	0.0013	0.1135	-0.1672	4580.5919	120407.3564	-42322.1520	-3439.7269
0.3480	0.3699	-0.9599	0.4706	-0.1480	-0.0422	0.0002	-0.1472	0.0748	-0.0012	-0.1021	0.2710	4639.3219	120563.1278	-41991.4553	-4116.0683
0.3465	0.3695	-0.9599	0.4692	-0.1473	-0.0419	0.0000	-0.1469	0.0685	0.0278	-0.0184	0.0257	4493.1115	120531.0121	-41889.2130	-4079.5649
0.3450	0.3691	-0.9599	0.4677	-0.1467	-0.0417	0.0013	-0.1487	0.0550	0.0173	0.1175	-0.1621	4556.7408	120461.4960	-42082.4190	-3455.9052
0.3434	0.3686	-0.9599	0.4661	-0.1460	-0.0417	0.0001	-0.1458	0.0679	0.0070	-0.1226	0.2926	4454.7017	120691.8946	-41719.5019	-4141.6422
0.3420	0.3682	-0.9599	0.4646	-0.1454	-0.0415	-0.0000	-0.1456	0.0616	0.0163	-0.0073	0.0189	4516.6252	120653.9041	-41615.7282	-4086.1809
0.3404	0.3677	-0.9599	0.4630	-0.1445	-0.0411	-0.0001	-0.1453	0.0781	0.0376	-0.0040	0.0275	4310.3052	120515.7874	-41544.8162	-4081.1305
0.3392	0.3674	-0.9599	0.4619	-0.1440	-0.0413	0.0000	-0.1449	0.0724	-0.0266	0.0089	0.0603	4328.4500	120716.7857	-41471.2333	-4076.7432
0.3378	0.3670	-0.9599	0.4604	-0.1433	-0.0410	0.0007	-0.1446	0.0646	0.0235	0.0653	0.0239	4379.9053	120680.2145	-41533.7134	-4020.7034
0.3364	0.3666	-0.9599	0.4590	-0.1426	-0.0409	0.0001	-0.1439	0.0711	0.0111	-0.0521	0.0711	4240.1907	120819.1918	-41328.9818	-4110.2171
0.3349	0.3662	-0.9599	0.4576	-0.1420	-0.0410	0.0023	-0.1533	0.0593	-0.0058	0.2195	-0.9370	4130.9425	120704.4047	-39054.7230	-7369.0774
0.3335	0.3658	-0.9599	0.4561	-0.1413	-0.0407	0.0002	-0.1427	0.0718	0.0258	-0.2142	1.0571	4297.2697	120528.4231	-41194.9463	-4157.0738
0.3321	0.3654	-0.9599	0.4547	-0.1404	-0.0404	-0.0117	-0.1231	0.0900	0.0303	-1.1853	1.9631	4288.7565	120729.6391	-41079.7984	-4112.6668
0.3307	0.3650	-0.9599	0.4533	-0.1401	-0.0403	0.0002	-0.1419	0.0326	0.0149	1.1904	-1.8800	4323.7296	120778.0431	-41043.0458	-4166.8999
0.3293	0.3646	-0.9599	0.4518	-0.1394	-0.0401	0.0002	-0.1420	0.0695	0.0122	-0.0070	-0.0102	4298.3600	120803.4575	-40895.9131	-4130.4567
0.3278	0.3641	-0.9599	0.4503	-0.1387	-0.0401	0.0004	-0.1411	0.0643	0.0058	0.0170	0.0778	4386.7727	120691.8262	-40887.5583	-4161.1416
0.3263	0.3637	-0.9599	0.4487	-0.1379	-0.0399	0.0001	-0.1409	0.0586	0.0129	-0.0187	0.0169	4317.5343	120874.0618	-40730.6403	-4114.1795
0.3250	0.3633	-0.9599	0.4475	-0.1374	-0.0398	0.0000	-0.1406	0.0673	0.0102	-0.0110	0.0347	4054.1160	120879.8721	-40640.0568	-4104.4592
0.3236	0.3629	-0.9599	0.4461	-0.1367	-0.0396	0.0012	-0.1423	0.0768	0.0281	0.1297	-0.1893	4276.2791	120968.0368	-40818.3486	-3538.3509
0.3223	0.3625	-0.9599	0.4447	-0.1361	-0.0396	0.0000	-0.1395	0.0592	0.0014	-0.1156	0.2880	4186.0242	120979.6775	-40496.5362	-4174.1504
