q1	q2	q3	q4	q1d	q2d	q3d	q4d	q1dd	q2dd	q3dd	q4dd	tau1	tau2	tau2	tau4
1.0372	0.6981	-0.9599	1.0632	0.1042	-0.0001	0.0001	0.0881	-0.0333	0.0086	0.0104	-0.0629	-3365.4329	125941.8263	-23478.7345	-1163.3352
1.0383	0.6981	-0.9599	1.0641	0.1039	-0.0002	0.0013	0.0844	-0.0296	-0.0094	0.1198	-0.3685	-3556.0341	125728.3687	-23743.2522	-293.3602
1.0393	0.6981	-0.9599	1.0650	0.1033	-0.0000	0.0002	0.0877	-0.0612	0.0178	-0.1079	0.3339	-3415.9501	125891.0053	-23482.8051	-1184.5266
1.0403	0.6981	-0.9599	1.0658	0.1030	-0.0001	0.0001	0.0872	-0.0292	-0.0043	-0.0101	-0.0547	-3434.7128	125972.3308	-23419.8390	-1168.3789
1.0413	0.6981	-0.9599	1.0667	0.1025	0.0008	0.0000	0.0871	-0.0431	0.0845	-0.0051	-0.0148	-3304.0018	126042.4839	-23400.2034	-1151.4785
1.0424	0.6981	-0.9599	1.0676	0.1023	-0.0003	0.0010	0.0843	-0.0286	-0.1036	0.0986	-0.2776	-3383.6524	124722.5982	-23621.4754	-469.0379
1.0437	0.6981	-0.9599	1.0687	0.1016	-0.0001	0.0001	0.0868	-0.0477	0.0148	-0.0705	0.1914	-3428.8492	125845.5449	-23321.7464	-1193.6767
1.0444	0.6981	-0.9599	1.0693	0.1013	0.0007	0.0001	0.0869	-0.0459	0.1053	-0.0086	0.0244	-3430.9022	125988.8048	-23292.0116	-1051.7550
1.0454	0.6981	-0.9599	1.0702	0.1010	-0.0002	-0.0002	0.0861	-0.0316	-0.0839	-0.0224	-0.0856	-3279.0372	125074.7532	-23253.1780	-1157.1380
1.0464	0.6981	-0.9599	1.0711	0.1006	0.0000	-0.0118	0.1126	-0.0351	0.0218	-1.1650	2.6478	-3532.2420	125935.4789	-23224.9847	-1043.8432
1.0474	0.6981	-0.9599	1.0719	0.1003	-0.0002	0.0004	0.0865	-0.0340	-0.0230	1.2234	-2.6042	-3418.9766	125653.8852	-23250.1634	-1183.5840
1.0484	0.6981	-0.9599	1.0727	0.0997	-0.0004	0.0002	0.0852	-0.0594	-0.0163	-0.0190	-0.1315	-3708.7279	125893.8866	-23126.1334	-1137.8867
1.0494	0.6981	-0.9599	1.0736	0.0996	0.0011	0.0018	0.0775	-0.0137	0.1468	0.1562	-0.7691	-3372.6340	125893.8270	-23509.6497	938.0401
1.0504	0.6981	-0.9599	1.0744	0.0991	-0.0002	0.0004	0.0848	-0.0461	-0.1339	-0.1397	0.7255	-3269.1753	125846.8859	-23114.2809	-1198.8912
1.0514	0.6981	-0.9599	1.0753	0.0988	-0.0001	0.0000	0.0840	-0.0270	0.0104	-0.0384	-0.0797	-3479.9183	125957.8534	-23032.5227	-1100.7660
1.0524	0.6981	-0.9599	1.0761	0.0983	0.0011	0.0014	0.0802	-0.0563	0.1178	0.1351	-0.3760	-3574.2384	125913.4100	-23346.7967	265.9985
1.0534	0.6981	-0.9599	1.0770	0.0979	0.0001	0.0001	0.0846	-0.0402	-0.0979	-0.1210	0.4405	-3542.0861	125782.8303	-22979.5554	-1031.4027
1.0544	0.6981	-0.9599	1.0778	0.0975	-0.0000	-0.0000	0.0836	-0.0367	-0.0078	-0.0194	-0.1048	-3466.1948	125890.1141	-22930.5017	-1091.4917
1.0553	0.6981	-0.9599	1.0786	0.0975	-0.0003	0.0000	0.0834	-0.0043	-0.0315	0.0057	-0.0210	-3586.5405	124472.7815	-22874.7183	-1164.7635
1.0563	0.6981	-0.9599	1.0795	0.0970	-0.0003	0.0009	0.0819	-0.0451	0.0068	0.0930	-0.1475	-3003.1625	125981.9244	-23047.9084	-656.1115
1.0573	0.6981	-0.9599	1.0803	0.0966	-0.0001	0.0001	0.0827	-0.0465	0.0105	-0.0836	0.0854	-3203.1639	125924.8044	-22832.8529	-1137.9393
1.0582	0.6981	-0.9599	1.0811	0.0963	0.0008	-0.0000	0.0834	-0.0273	0.0969	-0.0104	0.0647	-3645.4903	125901.9168	-22752.4140	-1109.8186
1.0592	0.6981	-0.9599	1.0820	0.0959	-0.0000	0.0000	0.0826	-0.0429	-0.0836	0.0010	-0.0823	-3227.5183	125303.2433	-22717.0728	-1186.9710
1.0602	0.6981	-0.9599	1.0828	0.0956	0.0009	-0.0116	0.1094	-0.0261	0.0958	-1.1589	2.6861	-3476.3037	126134.2828	-22715.0672	-962.1541
1.0611	0.6981	-0.9599	1.0836	0.0953	-0.0003	0.0003	0.0823	-0.0333	-0.1257	1.1907	-2.7142	-633.8360	124657.6331	-22731.1344	-1213.4559
1.0621	0.6981	-0.9599	1.0845	0.0947	-0.0002	0.0000	0.0823	-0.0507	0.0111	-0.0265	0.0064	-3369.6663	125232.6051	-22616.1411	-1243.3136
1.0630	0.6981	-0.9599	1.0852	0.0945	0.0000	0.0007	0.0811	-0.0279	0.0247	0.0720	-0.1436	-3300.6605	125997.9541	-22759.2039	-741.4479
1.0639	0.6981	-0.9599	1.0860	0.0940	-0.0000	0.0000	0.0816	-0.0431	-0.0057	-0.0651	0.0573	-3174.5545	125927.8075	-22557.3953	-1146.6566
1.0649	0.6981	-0.9599	1.0869	0.0937	-0.0000	0.0001	0.0807	-0.0302	0.0010	0.0035	-0.0947	-3302.4799	125878.3742	-22494.1702	-1088.6308
1.0658	0.6981	-0.9599	1.0877	0.0933	0.0010	0.0011	0.0784	-0.0456	0.1003	0.1014	-0.2301	-3229.0362	126036.6024	-22725.3957	-226.9237
1.0667	0.6981	-0.9599	1.0885	0.0933	-0.0002	0.0001	0.0809	0.0003	-0.1238	-0.0956	0.2538	-3395.0229	126007.0402	-22443.6616	-1074.0472
1.0677	0.6981	-0.9599	1.0893	0.0926	-0.0000	0.0000	0.0804	-0.0659	0.0216	-0.0115	-0.0511	-3203.9420	125937.0871	-22385.1617	-1035.0795
1.0686	0.6981	-0.9599	1.0901	0.0923	-0.0002	-0.0111	0.1060	-0.0333	-0.0122	-1.1109	2.5594	-3385.8027	125892.9024	-22352.8281	-952.9865
1.0696	0.6981	-0.9599	1.0910	0.0919	0.0009	0.0002	0.0809	-0.0281	0.0762	0.8056	-1.7920	-3387.9321	125932.3637	-22351.6497	-1094.2003
1.0705	0.6981	-0.9599	1.0918	0.0915	0.0007	0.0000	0.0804	-0.0378	-0.0187	-0.0184	-0.0553	-3331.3075	126014.5658	-22281.3568	-1016.8572
1.0716	0.6981	-0.9599	1.0927	0.0912	0.0000	0.0007	0.0783	-0.0331	-0.0735	0.0686	-0.2147	-3005.9813	125907.9166	-22394.3663	-666.1649
1.0724	0.6981	-0.9599	1.0933	0.0911	-0.0003	0.0004	0.0788	-0.0168	-0.0395	-0.0337	0.0659	-3202.9344	125965.0238	-22178.0618	-1114.7583
1.0732	0.6981	-0.9599	1.0941	0.0904	0.0007	0.0019	0.0717	-0.0744	0.1124	0.1593	-0.7851	-3286.8132	125990.6342	-22546.0567	1071.3918
1.0742	0.6981	-0.9599	1.0949	0.0902	0.0008	0.0002	0.0792	-0.0157	0.0075	-0.1482	0.6829	-3368.3984	126058.1107	-22102.4294	-1070.3145
1.0750	0.6981	-0.9599	1.0956	0.0900	-0.0002	0.0001	0.0783	-0.0270	-0.1079	-0.0138	-0.1019	-3206.2796	125928.8162	-22105.8819	-976.8818
1.0759	0.6981	-0.9599	1.0964	0.0896	-0.0001	0.0005	0.0780	-0.0372	0.0057	0.0423	-0.0289	-3216.9311	126026.4219	-22112.4206	-857.8649
1.0768	0.6981	-0.9599	1.0972	0.0892	0.0000	0.0000	0.0780	-0.0376	0.0127	-0.0498	-0.0061	-3208.1003	126090.1513	-22007.0283	-1003.7714
1.0777	0.6981	-0.9599	1.0980	0.0886	-0.0001	0.0023	0.0648	-0.0601	-0.0053	0.2258	-1.3144	-3374.5869	125908.7680	-19871.4246	-5176.9681
1.0785	0.6981	-0.9599	1.0987	0.0885	-0.0002	0.0003	0.0784	-0.0116	-0.0125	-0.1980	1.3617	-3272.2412	125227.9297	-21946.8608	-1152.6258
1.0794	0.6981	-0.9599	1.0995	0.0883	0.0000	-0.0000	0.0774	-0.0268	0.0182	-0.0318	-0.1006	-3287.2388	126133.2697	-21877.3031	-901.7407
1.0803	0.6981	-0.9599	1.1003	0.0879	-0.0001	0.0000	0.0771	-0.0337	-0.0095	0.0036	-0.0302	-3351.3207	125979.4772	-21822.2748	-929.5790
1.0812	0.6981	-0.9599	1.1011	0.0873	0.0010	0.0005	0.0775	-0.0670	0.1073	0.0518	0.0377	-3167.4143	126097.3799	-21912.2916	-809.0413
1.0821	0.6981	-0.9599	1.1018	0.0873	-0.0000	0.0000	0.0772	0.0059	-0.0910	-0.0488	-0.0268	-3260.1461	125261.9871	-21745.6429	-1078.2619
1.0829	0.6981	-0.9599	1.1026	0.0870	0.0001	0.0014	0.0713	-0.0309	0.0099	0.1519	-0.6582	-3386.6791	126021.2538	-22001.5693	288.7256
1.0838	0.6981	-0.9599	1.1034	0.0867	-0.0003	0.0002	0.0762	-0.0384	-0.0333	-0.1209	0.4872	-3142.0118	124721.3769	-21673.8288	-1087.9582
1.0847	0.6981	-0.9599	1.1041	0.0862	-0.0001	0.0000	0.0763	-0.0433	0.0121	-0.0165	0.0154	-3073.5015	126021.4754	-21613.0890	-985.9419
1.0855	0.6981	-0.9599	1.1049	0.0861	-0.0001	0.0005	0.0754	-0.0152	0.0003	0.0490	-0.0893	-3326.6173	126114.4816	-21652.6365	-890.8052
1.0864	0.6981	-0.9599	1.1056	0.0855	-0.0001	0.0002	0.0759	-0.0555	0.0028	-0.0302	0.0476	-3066.4471	125898.7029	-21507.5453	-1088.4076
1.0872	0.6981	-0.9599	1.1064	0.0854	0.0000	0.0006	0.0747	-0.0136	0.0121	0.0381	-0.1172	-3174.9870	126070.7717	-21589.2574	-822.5357
1.0881	0.6981	-0.9599	1.1071	0.0850	-0.0001	0.0000	0.0750	-0.0372	-0.0073	-0.0546	0.0243	-3186.4958	125975.7116	-21444.9929	-948.0411
1.0890	0.6981	-0.9599	1.1080	0.0847	-0.0001	0.0001	0.0745	-0.0235	-0.0012	0.0029	-0.0421	-3067.5602	126105.2923	-21372.3768	-956.6382
1.0899	0.6981	-0.9599	1.1087	0.0843	-0.0001	0.0003	0.0749	-0.0484	-0.0023	0.0289	0.0402	-2979.1270	126080.2867	-21421.5327	-942.0762
1.0906	0.6981	-0.9599	1.1094	0.0840	-0.0001	-0.0001	0.0747	-0.0239	0.0006	-0.0472	-0.0282	-3185.7444	126041.4675	-21319.7661	-976.7076
1.0915	0.6981	-0.9599	1.1101	0.0837	-0.0000	0.0021	0.0624	-0.0343	0.0057	0.2214	-1.2287	-3248.9015	125973.4364	-19236.7659	-5120.3192
1.0923	0.6981	-0.9599	1.1109	0.0834	-0.0001	0.0002	0.0745	-0.0307	-0.0049	-0.1916	1.2112	-3130.8567	126026.0409	-21264.2061	-1014.7028
1.0931	0.6981	-0.9599	1.1116	0.0833	-0.0001	0.0000	0.0734	-0.0141	-0.0045	-0.0204	-0.1088	-2954.4892	126044.2458	-21174.7656	-984.3306
1.0940	0.6981	-0.9599	1.1123	0.0828	-0.0001	0.0010	0.0707	-0.0437	0.0074	0.0938	-0.2730	-3103.7411	126121.7245	-21381.1366	-116.0224
1.0948	0.6981	-0.9599	1.1131	0.0824	-0.0001	0.0001	0.0738	-0.0377	-0.0065	-0.0849	0.3129	-2962.1965	126121.8002	-21077.1817	-1039.9984
1.0956	0.6981	-0.9599	1.1138	0.0822	-0.0002	0.0000	0.0727	-0.0289	-0.0128	-0.0058	-0.1064	-3281.1030	125984.0867	-21016.6801	-870.6511
1.0964	0.6981	-0.9599	1.1145	0.0819	-0.0001	0.0006	0.0726	-0.0249	0.0134	0.0546	-0.0107	-3376.4401	126153.7297	-21110.2793	-802.7920
1.0972	0.6981	-0.9599	1.1152	0.0816	-0.0003	0.0001	0.0726	-0.0274	-0.0214	-0.0480	0.0016	-3230.0321	126027.6022	-20938.8510	-927.4205
1.0981	0.6981	-0.9599	1.1160	0.0812	-0.0001	-0.0001	0.0725	-0.0407	0.0188	-0.0204	-0.0154	-3022.4921	125996.9388	-20871.5062	-1007.6486
1.0989	0.6981	-0.9599	1.1167	0.0810	-0.0000	0.0009	0.0706	-0.0290	0.0124	0.1101	-0.2102	-2885.9072	126053.4688	-21046.4243	-464.4397
1.0997	0.6981	-0.9599	1.1174	0.0807	-0.0003	0.0001	0.0721	-0.0246	-0.0226	-0.0745	0.1384	-2913.5172	126209.9216	-20762.6839	-1024.6088
1.1005	0.6981	-0.9599	1.1181	0.0800	0.0007	0.0021	0.0604	-0.0662	0.0952	0.2027	-1.1682	-3311.6047	126019.5119	-18731.8505	-5057.0752
1.1013	0.6981	-0.9599	1.1188	0.0801	-0.0001	0.0002	0.0718	0.0066	-0.0749	-0.1865	1.1400	-3191.2532	126273.9038	-20742.3907	-944.3787
1.1021	0.6981	-0.9599	1.1196	0.0795	0.0008	0.0000	0.0716	-0.0622	0.0912	-0.0195	-0.0218	-2914.9620	126241.6163	-20666.1220	-838.5196
1.1029	0.6981	-0.9599	1.1203	0.0796	-0.0002	-0.0000	0.0711	0.0128	-0.0991	-0.0072	-0.0531	-3157.5925	126090.3163	-20603.8759	-918.6657
1.1037	0.6981	-0.9599	1.1210	0.0792	-0.0001	0.0017	0.0634	-0.0422	0.0081	0.1748	-0.7691	-3006.4052	125554.4611	-20921.4169	959.2528
1.1044	0.6981	-0.9599	1.1217	0.0787	-0.0001	0.0002	0.0712	-0.0457	-0.0017	-0.1551	0.7771	-3113.2010	126105.5029	-20556.6853	-947.3774
1.1052	0.6981	-0.9599	1.1224	0.0786	-0.0001	0.0017	0.0630	-0.0127	0.0037	0.1510	-0.8136	-3027.6528	125996.7276	-20853.1606	1051.7959
1.1060	0.6981	-0.9599	1.1231	0.0780	0.0008	0.0002	0.0709	-0.0551	0.0854	-0.1506	0.7887	-3117.8197	126252.9884	-20455.1540	-970.0008
1.1068	0.6981	-0.9599	1.1238	0.0777	-0.0003	-0.0000	0.0706	-0.0329	-0.1062	-0.0184	-0.0306	-3005.3770	126181.3592	-20371.9585	-882.2598
1.1076	0.6981	-0.9599	1.1245	0.0775	0.0009	-0.0107	0.0956	-0.0186	0.1150	-1.0711	2.5025	-3159.2404	126072.0303	-20341.3122	-816.2994
1.1083	0.6981	-0.9599	1.1252	0.0772	-0.0000	0.0003	0.0704	-0.0377	-0.0914	1.1035	-2.5217	-2925.3799	125973.8319	-20342.8943	-925.8284
1.1091	0.6981	-0.9599	1.1259	0.0769	0.0000	-0.0000	0.0697	-0.0221	0.0034	-0.0327	-0.0710	-2707.2649	125937.1457	-20234.6409	-875.9374
1.1099	0.6981	-0.9599	1.1266	0.0767	-0.0002	-0.0000	0.0692	-0.0222	-0.0169	-0.0036	-0.0556	-2961.2382	126026.5309	-20170.2368	-878.2922
1.1107	0.6981	-0.9599	1.1273	0.0766	-0.0001	0.0004	0.0692	-0.0148	0.0042	0.0462	0.0046	-2869.2764	126245.7496	-20240.9261	-847.5124
1.1114	0.6981	-0.9599	1.1280	0.0760	0.0010	0.0000	0.0697	-0.0529	0.1070	-0.0395	0.0488	-3063.1841	126022.7789	-20084.0559	-852.3867
1.1123	0.6981	-0.9599	1.1288	0.0757	-0.0001	-0.0001	0.0689	-0.0244	-0.0874	-0.0076	-0.0627	-3108.1059	126341.2019	-20013.5921	-876.9197
1.1130	0.6981	-0.9599	1.1294	0.0756	-0.0000	0.0000	0.0683	-0.0196	0.0079	0.0080	-0.0712	-3123.1950	126200.3489	-19968.1892	-834.7347
1.1137	0.6981	-0.9599	1.1300	0.0754	-0.0000	0.0013	0.0637	-0.0238	0.0007	0.1481	-0.5056	-3018.1311	126071.7525	-20221.1600	365.1221
1.1144	0.6981	-0.9599	1.1307	0.0751	-0.0001	0.0002	0.0681	-0.0262	-0.0115	-0.1093	0.4361	-2999.0903	126183.5821	-19855.0561	-925.8087
1.1153	0.6981	-0.9599	1.1315	0.0747	-0.0000	0.0013	0.0634	-0.0345	0.0077	0.0965	-0.4284	-3048.3919	126036.8032	-20123.1437	403.4953
1.1159	0.6981	-0.9599	1.1321	0.0744	-0.0003	0.0002	0.0680	-0.0297	-0.0238	-0.1265	0.5130	-2799.8945	125087.9921	-19807.8639	-945.3984
1.1167	0.6981	-0.9599	1.1327	0.0741	-0.0001	0.0000	0.0675	-0.0312	0.0140	-0.0160	-0.0501	-2905.6912	126028.6214	-19731.8179	-780.5697
1.1174	0.6981	-0.9599	1.1334	0.0740	-0.0001	0.0001	0.0670	-0.0133	0.0042	0.0076	-0.0547	-3011.6557	126128.1920	-19639.9910	-875.3673
1.1182	0.6981	-0.9599	1.1341	0.0736	-0.0001	0.0004	0.0672	-0.0438	0.0025	0.0326	0.0236	-2984.3197	126077.1263	-19711.3786	-831.0707
1.1190	0.6981	-0.9599	1.1348	0.0732	-0.0001	-0.0001	0.0667	-0.0363	-0.0035	-0.0416	-0.0447	-2936.4802	126195.7203	-19583.7934	-774.0377
1.1197	0.6981	-0.9599	1.1355	0.0730	-0.0000	0.0000	0.0671	-0.0140	0.0072	0.0071	0.0402	-3081.1537	126014.3606	-19496.0122	-891.3716
1.1203	0.6981	-0.9599	1.1361	0.0725	0.0000	0.0001	0.0658	-0.0596	0.0060	0.0137	-0.1485	-2880.4211	126172.7688	-19435.5586	-786.9572
1.1211	0.6981	-0.9599	1.1368	0.0725	-0.0000	0.0013	0.0620	0.0019	-0.0071	0.1198	-0.3777	-3064.1932	126218.7479	-19707.9245	397.3280
1.1219	0.6981	-0.9599	1.1375	0.0722	-0.0000	0.0001	0.0665	-0.0298	0.0011	-0.1110	0.4136	-3082.9640	126045.8098	-19370.7151	-819.4869
1.1226	0.6981	-0.9599	1.1381	0.0720	-0.0002	0.0001	0.0655	-0.0134	-0.0129	-0.0033	-0.0889	-2757.9576	126060.2535	-19293.6887	-775.1450
1.1232	0.6981	-0.9599	1.1387	0.0718	-0.0001	0.0005	0.0656	-0.0298	0.0092	0.0598	0.0210	-2974.5984	126104.3400	-19353.4481	-792.6501
1.1240	0.6981	-0.9599	1.1394	0.0714	-0.0000	0.0000	0.0658	-0.0354	0.0091	-0.0447	0.0169	-2881.5327	126186.5579	-19165.3073	-816.7066
1.1247	0.6981	-0.9599	1.1400	0.0711	-0.0001	0.0001	0.0651	-0.0394	-0.0042	0.0070	-0.0762	-2939.5039	126289.3235	-19156.1607	-759.9235
1.1254	0.6981	-0.9599	1.1407	0.0708	-0.0002	0.0006	0.0645	-0.0243	-0.0134	0.0555	-0.0580	-3040.8257	126071.4936	-19257.2269	-550.2483
1.1261	0.6981	-0.9599	1.1413	0.0707	-0.0000	0.0000	0.0656	-0.0103	0.0108	-0.0479	0.0784	-2902.5240	126006.0175	-19049.6742	-808.4689
1.1268	0.6981	-0.9599	1.1420	0.0704	-0.0001	0.0008	0.0633	-0.0437	-0.0066	0.1164	-0.3182	-2586.4611	125944.4778	-19150.8780	-448.0021
1.1275	0.6981	-0.9599	1.1426	0.0701	0.0009	0.0001	0.0653	-0.0321	0.0961	-0.0754	0.2009	-2699.1247	126275.3454	-18980.8060	-806.9976
1.1282	0.6981	-0.9599	1.1433	0.0701	-0.0004	0.0002	0.0637	0.0024	-0.1280	0.0096	-0.1694	-2841.0114	126204.4557	-18869.2918	-784.5050
1.1290	0.6981	-0.9599	1.1440	0.0698	-0.0001	0.0002	0.0643	-0.0253	0.0315	0.0079	0.0569	-2993.6758	126155.5281	-18880.8285	-807.3947
1.1296	0.6981	-0.9599	1.1446	0.0693	-0.0001	0.0000	0.0642	-0.0508	0.0007	-0.0268	-0.0129	-2730.6473	126020.1486	-18768.4995	-802.0652
1.1303	0.6981	-0.9599	1.1452	0.0691	-0.0004	0.0013	0.0595	-0.0199	-0.0306	0.1344	-0.4697	-2667.0975	125945.3526	-18999.9514	385.1655
1.1310	0.6981	-0.9599	1.1458	0.0687	0.0012	0.0001	0.0647	-0.0462	0.1533	-0.1242	0.5236	-2486.2811	126201.7939	-18701.9924	-928.1962
1.1316	0.6981	-0.9599	1.1465	0.0685	-0.0001	-0.0000	0.0634	-0.0157	-0.1289	-0.0127	-0.1330	-2744.7805	126075.9861	-18602.9682	-772.3600
1.1323	0.6981	-0.9599	1.1471	0.0682	0.0000	-0.0001	0.0635	-0.0351	0.0145	-0.0041	0.0101	-3146.5586	126274.1578	-18544.6759	-747.8229
1.1330	0.6981	-0.9599	1.1477	0.0679	-0.0002	0.0004	0.0635	-0.0241	-0.0216	0.0500	0.0029	-2832.3779	125081.1538	-18570.7789	-819.1979
1.1337	0.6981	-0.9599	1.1484	0.0679	-0.0001	0.0000	0.0631	-0.0017	0.0053	-0.0425	-0.0411	-2735.3961	126217.7851	-18437.1116	-814.5423
1.1344	0.6981	-0.9599	1.1490	0.0674	-0.0000	0.0012	0.0586	-0.0482	0.0133	0.1229	-0.4448	-2676.0607	126073.8773	-18655.0557	334.2590
1.1351	0.6981	-0.9599	1.1497	0.0671	-0.0002	0.0002	0.0629	-0.0317	-0.0140	-0.0936	0.3867	-2921.3021	126061.8466	-18331.0789	-815.6464
1.1357	0.6981	-0.9599	1.1503	0.0669	-0.0003	0.0000	0.0625	-0.0265	-0.0167	-0.0222	-0.0479	-2634.5980	124935.9773	-18262.6401	-806.2006
1.1364	0.6981	-0.9599	1.1509	0.0668	-0.0002	-0.0000	0.0623	-0.0064	0.0160	-0.0036	-0.0124	-2747.0222	125228.3243	-18198.4862	-832.7351
1.1370	0.6981	-0.9599	1.1515	0.0664	0.0009	0.0004	0.0624	-0.0373	0.1037	0.0427	0.0034	-2378.3686	126272.0523	-18278.0124	-655.5399
1.1377	0.6981	-0.9599	1.1521	0.0660	-0.0003	0.0002	0.0619	-0.0376	-0.1140	-0.0179	-0.0511	-2487.7864	125495.6433	-18105.1338	-884.4730
1.1384	0.6981	-0.9599	1.1527	0.0661	-0.0003	0.0000	0.0617	0.0060	-0.0018	-0.0198	-0.0145	-2858.4460	126144.5229	-18018.4472	-734.8535
1.1390	0.6981	-0.9599	1.1533	0.0657	0.0011	0.0007	0.0610	-0.0395	0.1376	0.0646	-0.0717	-2750.5549	126252.6869	-18120.6731	-568.4372
1.1397	0.6981	-0.9599	1.1540	0.0655	-0.0001	0.0001	0.0619	-0.0176	-0.1178	-0.0530	0.0945	-2620.6363	125414.5728	-17929.0101	-877.5326
1.1404	0.6981	-0.9599	1.1546	0.0651	-0.0000	0.0001	0.0609	-0.0427	0.0067	-0.0059	-0.0992	-2406.2629	125984.1804	-17814.1293	-786.0708
1.1410	0.6981	-0.9599	1.1552	0.0647	-0.0002	-0.0001	0.0612	-0.0438	-0.0256	-0.0147	0.0332	-2534.3936	126070.2330	-17807.0885	-703.8653
1.1417	0.6981	-0.9599	1.1559	0.0649	-0.0001	-0.0098	0.0838	0.0223	0.0080	-0.8869	2.0592	-2845.3638	126466.1844	-17741.3671	-745.3200
1.1423	0.6981	-0.9599	1.1564	0.0646	-0.0002	0.0002	0.0606	-0.0362	-0.0083	1.1141	-2.5807	-2785.5378	126103.9435	-17754.1384	-755.5337
1.1433	0.6981	-0.9599	1.1573	0.0642	-0.0000	0.0007	0.0587	-0.0265	0.0144	0.0342	-0.1242	-2764.1525	126129.4429	-17777.5461	-290.6937
1.1436	0.6981	-0.9599	1.1576	0.0642	-0.0002	0.0002	0.0608	0.0012	-0.0399	-0.1022	0.4205	-2733.4293	126227.0475	-17599.9884	-767.8214
1.1442	0.6981	-0.9599	1.1582	0.0639	-0.0003	0.0001	0.0601	-0.0301	-0.0086	-0.0166	-0.0682	-2837.8984	126226.4891	-17513.8225	-745.3637
1.1448	0.6981	-0.9599	1.1588	0.0636	-0.0001	-0.0000	0.0601	-0.0321	0.0218	-0.0085	-0.0071	-2772.4709	126322.5326	-17442.7587	-698.2757
1.1455	0.6981	-0.9599	1.1594	0.0635	-0.0000	0.0012	0.0553	-0.0117	0.0022	0.1218	-0.4743	-2961.4028	126221.2273	-17634.6053	338.5102
1.1462	0.6981	-0.9599	1.1601	0.0630	0.0007	0.0002	0.0599	-0.0434	0.0679	-0.0905	0.4204	-2942.7921	126269.7420	-17319.2818	-775.9619
1.1469	0.6981	-0.9599	1.1607	0.0629	-0.0001	0.0015	0.0522	-0.0038	-0.0726	0.1236	-0.7026	-2717.9844	126199.9243	-17587.1686	1031.3418
1.1474	0.6981	-0.9599	1.1612	0.0626	-0.0000	0.0003	0.0594	-0.0419	0.0088	-0.1428	0.8001	-2458.8886	126077.8725	-17223.6577	-797.4404
1.1480	0.6981	-0.9599	1.1618	0.0625	-0.0000	-0.0000	0.0593	-0.0115	0.0008	-0.0303	-0.0180	-2764.5023	126096.6978	-17140.6139	-723.8811
1.1486	0.6981	-0.9599	1.1624	0.0622	-0.0002	0.0000	0.0587	-0.0267	-0.0197	0.0028	-0.0560	-2655.9855	125073.0886	-17081.9762	-724.6439
1.1495	0.6981	-0.9599	1.1632	0.0620	-0.0003	0.0001	0.0586	-0.0160	-0.0039	0.0025	-0.0070	-2535.0374	125348.6559	-16982.9345	-808.1360
1.1500	0.6981	-0.9599	1.1637	0.0618	-0.0002	-0.0092	0.0799	-0.0265	0.0061	-1.1601	2.6589	-2837.7833	126211.3229	-16949.5538	-717.3416
1.1505	0.6981	-0.9599	1.1641	0.0616	-0.0001	0.0004	0.0580	-0.0215	0.0202	1.1978	-2.7382	-2447.0136	126119.5266	-16961.0642	-699.2088
1.1511	0.6981	-0.9599	1.1647	0.0610	0.0000	0.0001	0.0588	-0.0569	0.0078	-0.0262	0.0817	-2592.2229	126002.7342	-16806.6737	-740.6024
1.1518	0.6981	-0.9599	1.1653	0.0609	0.0000	-0.0002	0.0585	-0.0079	0.0005	-0.0226	-0.0265	-2423.1965	125334.7287	-16765.0928	-722.5633
1.1523	0.6981	-0.9599	1.1659	0.0607	0.0010	-0.0001	0.0583	-0.0261	0.1088	0.0114	-0.0168	-2751.6857	126185.5777	-16720.6497	-668.9191
1.1529	0.6981	-0.9599	1.1664	0.0604	-0.0001	0.0000	0.0579	-0.0325	-0.1085	0.0075	-0.0480	-2615.1817	126059.9192	-16644.9411	-691.3319
1.1536	0.6981	-0.9599	1.1671	0.0603	-0.0002	0.0003	0.0575	-0.0028	-0.0109	0.0284	-0.0327	-2441.7988	125068.2978	-16644.9761	-779.1630
1.1542	0.6981	-0.9599	1.1677	0.0600	0.0008	0.0000	0.0578	-0.0303	0.0909	-0.0282	0.0257	-2755.0570	126109.5066	-16502.4548	-722.5075
1.1547	0.6981	-0.9599	1.1682	0.0598	-0.0001	0.0009	0.0547	-0.0301	-0.1106	0.1148	-0.3805	-2790.9221	126307.3100	-16712.7528	46.7736
1.1553	0.6981	-0.9599	1.1687	0.0596	-0.0001	0.0000	0.0573	-0.0142	0.0021	-0.0894	0.2572	-2554.1138	125311.5240	-16410.7217	-777.3370
1.1559	0.6981	-0.9599	1.1693	0.0596	-0.0002	0.0001	0.0565	-0.0053	-0.0169	0.0039	-0.0764	-2629.9198	126181.9159	-16311.0709	-737.2882
1.1565	0.6981	-0.9599	1.1699	0.0593	0.0001	-0.0090	0.0779	-0.0293	0.0290	-0.9137	2.1389	-2625.4222	126057.4975	-16279.3760	-680.7762
1.1571	0.6981	-0.9599	1.1704	0.0589	-0.0001	0.0003	0.0567	-0.0346	-0.0204	0.9375	-2.1215	-2630.5482	126160.8508	-16224.4006	-645.2571
1.1577	0.6981	-0.9599	1.1710	0.0587	0.0001	-0.0002	0.0568	-0.0270	0.0237	-0.0502	0.0130	-2655.2936	126052.3452	-16139.1602	-680.5298
