t	x	y	z	p	xd	yd	zd	pd	xdd	ydd	zdd	pdd
9.0480	5.7973	0.0753	1.4373	-0.0168	-0.0050	-0.0109	0.0082	0.0594	-0.5018	-1.0906	0.8186	5.9416
9.0870	5.7972	0.0750	1.4374	-0.0156	-0.0026	-0.0076	0.0043	0.0303	-0.0679	-0.1956	0.1103	0.7763
9.1280	5.7970	0.0746	1.4377	-0.0138	-0.0024	-0.0081	0.0042	0.0297	-0.0590	-0.1975	0.1034	0.7236
9.1690	5.7969	0.0737	1.4380	-0.0110	-0.0017	-0.0094	0.0034	0.0275	-0.0416	-0.2287	0.0830	0.6707
9.1780	5.7967	0.0734	1.4383	-0.0094	-0.0058	-0.0083	0.0090	0.0617	-0.6440	-0.9254	0.9971	6.8567
9.1880	5.7967	0.0733	1.4384	-0.0088	-0.0059	-0.0101	0.0098	0.0551	-0.5948	-1.0107	0.9793	5.5109
9.2270	5.7965	0.0731	1.4386	-0.0077	-0.0030	-0.0054	0.0056	0.0279	-0.0764	-0.1396	0.1436	0.7155
9.2680	5.7965	0.0728	1.4387	-0.0066	-0.0010	-0.0036	0.0019	0.0131	-0.0233	-0.0870	0.0455	0.3197
9.3090	5.7963	0.0721	1.4392	-0.0039	-0.0011	-0.0027	0.0021	0.0140	-0.0276	-0.0657	0.0517	0.3412
9.3190	5.7961	0.0715	1.4395	-0.0019	-0.0047	-0.0177	0.0102	0.0561	-0.4735	-1.7743	1.0194	5.6054
9.3280	5.7960	0.0714	1.4396	-0.0014	-0.0045	-0.0113	0.0100	0.0506	-0.5019	-1.2590	1.1103	5.6221
9.3640	5.7960	0.0711	1.4398	-0.0004	-0.0019	-0.0082	0.0043	0.0278	-0.0535	-0.2284	0.1201	0.7734
9.4040	5.7959	0.0706	1.4400	0.0011	-0.0015	-0.0100	0.0043	0.0259	-0.0381	-0.2496	0.1072	0.6466
9.4450	5.7957	0.0698	1.4404	0.0035	-0.0027	-0.0101	0.0064	0.0338	-0.0660	-0.2470	0.1557	0.8250
9.4800	5.7956	0.0695	1.4406	0.0044	-0.0009	-0.0054	0.0027	0.0134	-0.0251	-0.1547	0.0769	0.3826
9.4990	5.7956	0.0685	1.4409	0.0062	-0.0007	-0.0123	0.0026	0.0216	-0.0349	-0.6485	0.1378	1.1387
9.5080	5.7955	0.0679	1.4411	0.0071	-0.0027	-0.0295	0.0096	0.0501	-0.3052	-3.2749	1.0688	5.5709
9.5180	5.7955	0.0677	1.4411	0.0076	-0.0020	-0.0253	0.0062	0.0448	-0.1977	-2.5342	0.6217	4.4829
9.5530	5.7954	0.0673	1.4412	0.0085	-0.0017	-0.0092	0.0036	0.0254	-0.0472	-0.2622	0.1023	0.7267
9.5940	5.7953	0.0668	1.4416	0.0102	-0.0031	-0.0089	0.0074	0.0316	-0.0763	-0.2180	0.1808	0.7706
9.6290	5.7952	0.0663	1.4419	0.0115	-0.0016	-0.0102	0.0050	0.0241	-0.0448	-0.2903	0.1441	0.6874
9.6620	5.7951	0.0659	1.4422	0.0128	-0.0010	-0.0047	0.0029	0.0137	-0.0290	-0.1418	0.0880	0.4149
9.6680	5.7950	0.0655	1.4424	0.0139	-0.0054	-0.0218	0.0150	0.0673	-0.9083	-3.6293	2.5071	11.2194
9.6790	5.7950	0.0654	1.4425	0.0144	-0.0040	-0.0077	0.0102	0.0401	-0.3677	-0.6975	0.9241	3.6434
9.7220	5.7949	0.0652	1.4427	0.0152	-0.0021	-0.0048	0.0045	0.0184	-0.0492	-0.1122	0.1052	0.4269
9.7620	5.7948	0.0647	1.4432	0.0167	-0.0013	-0.0081	0.0052	0.0191	-0.0326	-0.2028	0.1294	0.4771
9.8030	5.7947	0.0638	1.4435	0.0182	-0.0003	-0.0113	0.0039	0.0190	-0.0063	-0.2745	0.0944	0.4636
9.8440	5.7946	0.0629	1.4439	0.0200	-0.0016	-0.0140	0.0062	0.0263	-0.0384	-0.3421	0.1510	0.6411
9.8860	5.7945	0.0624	1.4442	0.0211	-0.0014	-0.0073	0.0045	0.0166	-0.0338	-0.1745	0.1072	0.3951
9.9300	5.7944	0.0618	1.4445	0.0224	-0.0017	-0.0057	0.0042	0.0153	-0.0382	-0.1289	0.0948	0.3480
9.9630	5.7942	0.0608	1.4451	0.0241	-0.0016	-0.0151	0.0074	0.0224	-0.0485	-0.4561	0.2237	0.6783
9.9680	5.7942	0.0605	1.4453	0.0247	-0.0033	-0.0402	0.0183	0.0631	-0.6557	-8.0484	3.6688	12.6236
9.9780	5.7942	0.0603	1.4453	0.0250	-0.0011	-0.0218	0.0083	0.0311	-0.1096	-2.1806	0.8299	3.1139
10.0200	5.7942	0.0597	1.4455	0.0256	-0.0003	-0.0127	0.0037	0.0147	-0.0064	-0.3014	0.0874	0.3501
10.0630	5.7942	0.0590	1.4459	0.0268	-0.0000	-0.0088	0.0040	0.0137	-0.0000	-0.2049	0.0921	0.3196
10.1040	5.7942	0.0580	1.4461	0.0279	0.0004	-0.0107	0.0031	0.0140	0.0100	-0.2601	0.0755	0.3422
10.1450	5.7942	0.0571	1.4464	0.0291	-0.0002	-0.0107	0.0031	0.0135	-0.0040	-0.2616	0.0755	0.3302
10.1870	5.7942	0.0564	1.4466	0.0299	-0.0001	-0.0068	0.0015	0.0063	-0.0022	-0.1619	0.0363	0.1507
10.2220	5.7942	0.0553	1.4469	0.0309	0.0000	-0.0048	0.0013	0.0044	0.0012	-0.1370	0.0372	0.1244
10.2660	5.7942	0.0542	1.4472	0.0319	-0.0001	-0.0057	0.0018	0.0056	-0.0024	-0.1294	0.0402	0.1270
10.3070	5.7941	0.0529	1.4476	0.0331	-0.0002	-0.0139	0.0036	0.0108	-0.0047	-0.3386	0.0867	0.2645
10.3400	5.7941	0.0522	1.4478	0.0338	-0.0001	-0.0074	0.0022	0.0069	-0.0032	-0.2254	0.0673	0.2080
10.3620	5.7941	0.0514	1.4481	0.0347	-0.0008	-0.0076	0.0044	0.0108	-0.0348	-0.3472	0.2011	0.4889
10.3680	5.7940	0.0510	1.4483	0.0351	-0.0025	-0.0350	0.0177	0.0352	-0.4204	-5.8253	2.9471	5.8586
10.3790	5.7940	0.0508	1.4484	0.0353	-0.0006	-0.0222	0.0084	0.0206	-0.0572	-2.0215	0.7677	1.8702
10.4180	5.7940	0.0505	1.4486	0.0357	-0.0005	-0.0085	0.0046	0.0100	-0.0117	-0.2181	0.1170	0.2557
10.4560	5.7940	0.0502	1.4488	0.0361	-0.0008	-0.0037	0.0035	0.0057	-0.0203	-0.0970	0.0916	0.1504
10.4970	5.7940	0.0494	1.4491	0.0369	0.0001	-0.0064	0.0020	0.0046	0.0027	-0.1564	0.0499	0.1119
10.5370	5.7940	0.0484	1.4494	0.0376	0.0003	-0.0072	0.0017	0.0045	0.0078	-0.1803	0.0436	0.1117
10.5750	5.7940	0.0466	1.4499	0.0388	0.0002	-0.0256	0.0072	0.0176	0.0049	-0.6745	0.1900	0.4643
10.6200	5.7940	0.0463	1.4500	0.0390	-0.0001	-0.0070	0.0022	0.0035	-0.0021	-0.1558	0.0490	0.0789
10.6630	5.7940	0.0445	1.4506	0.0402	-0.0013	-0.0168	0.0081	0.0136	-0.0301	-0.3913	0.1892	0.3173
10.6680	5.7940	0.0442	1.4507	0.0403	-0.0034	-0.0456	0.0206	0.0281	-0.6784	-9.1202	4.1150	5.6119
10.6780	5.7940	0.0441	1.4508	0.0404	-0.0023	-0.0182	0.0110	0.0138	-0.2263	-1.8170	1.1035	1.3846
10.7170	5.7940	0.0438	1.4509	0.0406	-0.0004	-0.0055	0.0023	0.0034	-0.0103	-0.1413	0.0583	0.0882
10.7580	5.7939	0.0430	1.4513	0.0411	-0.0007	-0.0086	0.0051	0.0063	-0.0161	-0.2099	0.1243	0.1528
10.7930	5.7939	0.0422	1.4517	0.0416	0.0000	-0.0067	0.0030	0.0034	0.0003	-0.1919	0.0871	0.0959
10.7980	5.7939	0.0415	1.4519	0.0419	0.0036	-0.0471	0.0153	0.0223	0.7121	-9.4147	3.0671	4.4501
10.8080	5.7940	0.0412	1.4520	0.0420	0.0017	-0.0278	0.0093	0.0109	0.1706	-2.7778	0.9290	1.0880
10.8470	5.7940	0.0406	1.4521	0.0422	0.0012	-0.0155	0.0036	0.0058	0.0319	-0.3983	0.0915	0.1480
10.8860	5.7940	0.0392	1.4524	0.0428	0.0006	-0.0273	0.0074	0.0105	0.0155	-0.7009	0.1904	0.2688
10.9260	5.7940	0.0383	1.4528	0.0431	-0.0003	-0.0233	0.0083	0.0089	-0.0073	-0.5816	0.2080	0.2217
10.9680	5.7940	0.0380	1.4529	0.0432	0.0001	-0.0080	0.0028	0.0026	0.0027	-0.1915	0.0668	0.0629
11.0050	5.7941	0.0363	1.4534	0.0437	0.0006	-0.0166	0.0047	0.0051	0.0171	-0.4477	0.1260	0.1373
11.0080	5.7941	0.0359	1.4535	0.0438	0.0020	-0.0973	0.0290	0.0236	0.6632	-32.4215	9.6595	7.8709
11.0180	5.7941	0.0356	1.4536	0.0439	0.0009	-0.0274	0.0066	0.0069	0.0901	-2.7400	0.6631	0.6888
11.0580	5.7941	0.0354	1.4536	0.0439	0.0001	-0.0062	0.0021	0.0017	0.0019	-0.1540	0.0532	0.0429
11.0990	5.7942	0.0335	1.4542	0.0444	0.0007	-0.0318	0.0097	0.0070	0.0163	-0.7745	0.2357	0.1719
11.1400	5.7942	0.0331	1.4544	0.0445	-0.0000	-0.0113	0.0046	0.0025	-0.0001	-0.2762	0.1126	0.0601
11.1490	5.7942	0.0323	1.4546	0.0446	0.0008	-0.0271	0.0080	0.0056	0.0844	-3.0107	0.8926	0.6187
11.1580	5.7942	0.0321	1.4547	0.0447	0.0002	-0.0221	0.0071	0.0044	0.0200	-2.4530	0.7940	0.4935
11.1860	5.7942	0.0318	1.4547	0.0447	0.0001	-0.0093	0.0029	0.0015	0.0022	-0.3332	0.1044	0.0522
11.1980	5.7942	0.0311	1.4550	0.0448	0.0006	-0.0345	0.0130	0.0060	0.0462	-2.8783	1.0860	0.4973
11.2260	5.7942	0.0305	1.4551	0.0449	0.0009	-0.0212	0.0050	0.0024	0.0321	-0.7572	0.1780	0.0850
11.2670	5.7943	0.0300	1.4552	0.0449	0.0005	-0.0123	0.0031	0.0016	0.0133	-0.3006	0.0759	0.0380
11.3080	5.7942	0.0293	1.4555	0.0450	-0.0001	-0.0057	0.0024	0.0007	-0.0019	-0.1379	0.0579	0.0160
11.3460	5.7942	0.0283	1.4560	0.0451	-0.0003	-0.0098	0.0053	0.0009	-0.0082	-0.2571	0.1395	0.0242
11.3870	5.7943	0.0276	1.4562	0.0452	0.0004	-0.0066	0.0023	0.0002	0.0088	-0.1619	0.0564	0.0056
11.4150	5.7944	0.0262	1.4565	0.0452	0.0009	-0.0118	0.0020	0.0002	0.0339	-0.4197	0.0730	0.0084
11.4210	5.7944	0.0253	1.4567	0.0452	0.0018	-0.0521	0.0152	0.0005	0.2931	-8.6841	2.5254	0.0820
11.4280	5.7944	0.0251	1.4568	0.0452	0.0006	-0.0224	0.0066	-0.0000	0.0925	-3.2015	0.9379	-0.0008
11.4670	5.7944	0.0246	1.4569	0.0452	0.0004	-0.0120	0.0029	-0.0001	0.0113	-0.3088	0.0741	-0.0022
11.5080	5.7945	0.0234	1.4573	0.0452	0.0004	-0.0251	0.0088	-0.0009	0.0109	-0.6110	0.2139	-0.0220
11.5470	5.7945	0.0231	1.4574	0.0451	0.0004	-0.0071	0.0019	-0.0003	0.0102	-0.1823	0.0476	-0.0075
11.5830	5.7945	0.0221	1.4577	0.0451	0.0002	-0.0067	0.0022	-0.0005	0.0065	-0.1858	0.0600	-0.0128
11.6220	5.7945	0.0205	1.4583	0.0449	-0.0000	-0.0222	0.0087	-0.0024	-0.0012	-0.5681	0.2219	-0.0617
11.6640	5.7945	0.0199	1.4584	0.0449	0.0002	-0.0128	0.0039	-0.0016	0.0051	-0.3047	0.0933	-0.0371
11.7050	5.7946	0.0189	1.4587	0.0447	0.0003	-0.0117	0.0039	-0.0017	0.0073	-0.2844	0.0948	-0.0405
11.7430	5.7946	0.0182	1.4589	0.0446	0.0003	-0.0075	0.0025	-0.0011	0.0085	-0.1966	0.0663	-0.0301
11.7830	5.7947	0.0169	1.4593	0.0444	0.0007	-0.0135	0.0040	-0.0022	0.0187	-0.3365	0.1003	-0.0559
11.8230	5.7947	0.0160	1.4595	0.0443	0.0004	-0.0073	0.0017	-0.0012	0.0110	-0.1831	0.0421	-0.0293
11.8600	5.7948	0.0147	1.4599	0.0440	0.0003	-0.0152	0.0039	-0.0029	0.0092	-0.4098	0.1042	-0.0770
11.8610	5.7948	0.0141	1.4600	0.0439	0.0179	-0.5793	0.1740	-0.1119	17.9199	-579.3262	173.9855	-111.8506
11.8980	5.7948	0.0138	1.4601	0.0439	0.0006	-0.0090	0.0013	-0.0017	0.0170	-0.2424	0.0363	-0.0461
11.9350	5.7948	0.0124	1.4605	0.0435	0.0000	-0.0187	0.0066	-0.0051	0.0008	-0.5067	0.1776	-0.1368
11.9380	5.7948	0.0121	1.4606	0.0434	-0.0016	-0.0892	0.0368	-0.0210	-0.5490	-29.7498	12.2652	-6.9934
11.9480	5.7948	0.0119	1.4607	0.0434	0.0000	-0.0213	0.0084	-0.0066	0.0013	-2.1253	0.8424	-0.6574
11.9880	5.7948	0.0117	1.4608	0.0433	-0.0001	-0.0057	0.0019	-0.0016	-0.0013	-0.1431	0.0472	-0.0408
12.0280	5.7949	0.0105	1.4612	0.0430	0.0011	-0.0132	0.0033	-0.0037	0.0269	-0.3290	0.0824	-0.0919
