t	x	y	z	p	xd	yd	zd	pd	xdd	ydd	zdd	pdd
4.7260	6.0432	-0.4009	1.8417	-0.3491	-0.1100	-0.0000	0.0058	0.0002	-3.5481	-0.0014	0.1870	0.0058
4.7510	6.0367	-0.4009	1.8421	-0.3491	-0.1884	0.0009	0.0146	0.0002	-7.5349	0.0363	0.5841	0.0073
4.7880	6.0349	-0.4009	1.8423	-0.3491	-0.0468	-0.0000	0.0040	0.0000	-1.2658	-0.0012	0.1072	0.0008
4.8050	6.0305	-0.4009	1.8427	-0.3491	-0.0887	0.0005	0.0085	0.0001	-5.2167	0.0323	0.4991	0.0031
4.8100	6.0276	-0.4009	1.8430	-0.3491	-0.2932	0.0008	0.0352	0.0006	-58.6373	0.1541	7.0419	0.1120
4.8200	6.0261	-0.4009	1.8432	-0.3491	-0.1443	0.0001	0.0174	-0.0004	-14.4268	0.0054	1.7423	-0.0352
4.8350	6.0245	-0.4009	1.8434	-0.3491	-0.1042	0.0004	0.0130	0.0002	-6.9491	0.0266	0.8653	0.0156
4.8580	6.0233	-0.4009	1.8435	-0.3491	-0.0546	-0.0003	0.0067	-0.0003	-2.3741	-0.0144	0.2917	-0.0136
4.8870	6.0206	-0.4009	1.8439	-0.3491	-0.0466	0.0003	0.0066	-0.0006	-1.6054	0.0104	0.2277	-0.0214
4.9200	6.0166	-0.4009	1.8445	-0.3491	-0.0352	-0.0001	0.0055	-0.0001	-1.0659	-0.0029	0.1654	-0.0036
4.9540	6.0129	-0.4009	1.8452	-0.3491	-0.0361	0.0007	0.0065	0.0003	-1.0605	0.0210	0.1925	0.0093
4.9880	6.0071	-0.4009	1.8463	-0.3491	-0.0668	0.0003	0.0144	0.0000	-1.9653	0.0078	0.4225	0.0007
4.9900	6.0049	-0.4009	1.8468	-0.3491	-0.5419	-0.0023	0.1217	0.0011	-270.9693	-1.1739	60.8524	0.5507
5.0000	6.0038	-0.4009	1.8470	-0.3491	-0.1060	-0.0004	0.0242	0.0000	-10.6013	-0.0370	2.4212	0.0026
5.0250	6.0028	-0.4009	1.8473	-0.3491	-0.0416	-0.0004	0.0100	-0.0001	-1.6658	-0.0178	0.4014	-0.0040
5.0410	6.0007	-0.4009	1.8478	-0.3491	-0.0690	-0.0004	0.0183	-0.0002	-4.3105	-0.0251	1.1409	-0.0095
5.0620	5.9988	-0.4009	1.8483	-0.3491	-0.0459	-0.0003	0.0130	-0.0005	-2.1858	-0.0160	0.6199	-0.0215
5.0850	5.9960	-0.4010	1.8492	-0.3491	-0.0798	-0.0007	0.0243	-0.0001	-3.4710	-0.0286	1.0576	-0.0031
5.1130	5.9943	-0.4010	1.8497	-0.3491	-0.0627	-0.0002	0.0208	-0.0006	-2.2389	-0.0060	0.7422	-0.0216
5.1420	5.9925	-0.4010	1.8504	-0.3491	-0.0285	-0.0000	0.0103	0.0000	-0.9814	-0.0009	0.3544	0.0016
5.1730	5.9894	-0.4009	1.8516	-0.3491	-0.0497	0.0005	0.0205	-0.0001	-1.6047	0.0152	0.6616	-0.0018
5.2090	5.9865	-0.4010	1.8529	-0.3491	-0.0587	-0.0002	0.0270	0.0000	-1.6294	-0.0060	0.7488	0.0000
5.2440	5.9839	-0.4010	1.8542	-0.3491	-0.0734	0.0001	0.0379	-0.0004	-2.0972	0.0022	1.0818	-0.0102
5.2800	5.9822	-0.4010	1.8552	-0.3491	-0.0489	-0.0009	0.0286	0.0003	-1.3570	-0.0237	0.7957	0.0071
5.3140	5.9801	-0.4010	1.8566	-0.3491	-0.0454	0.0009	0.0305	0.0000	-1.3342	0.0277	0.8971	0.0001
5.3200	5.9797	-0.4010	1.8570	-0.3491	-0.0812	-0.0000	0.0605	-0.0011	-13.5267	-0.0078	10.0877	-0.1761
5.3300	5.9792	-0.4010	1.8573	-0.3491	-0.0476	-0.0011	0.0376	0.0006	-4.7590	-0.1070	3.7575	0.0589
5.3640	5.9787	-0.4010	1.8577	-0.3491	-0.0144	-0.0005	0.0113	-0.0006	-0.4239	-0.0147	0.3323	-0.0170
5.3920	5.9771	-0.4010	1.8592	-0.3491	-0.0270	0.0000	0.0254	-0.0000	-0.9628	0.0010	0.9062	-0.0007
5.4230	5.9760	-0.4010	1.8603	-0.3491	-0.0226	0.0006	0.0239	-0.0000	-0.7277	0.0184	0.7695	-0.0002
5.4580	5.9748	-0.4010	1.8618	-0.3491	-0.0259	-0.0008	0.0331	0.0001	-0.7396	-0.0224	0.9466	0.0034
5.4880	5.9745	-0.4010	1.8623	-0.3491	-0.0100	-0.0001	0.0145	0.0001	-0.3333	-0.0048	0.4838	0.0044
5.5210	5.9737	-0.4010	1.8635	-0.3491	-0.0077	0.0003	0.0138	0.0001	-0.2329	0.0101	0.4169	0.0030
5.5550	5.9727	-0.4010	1.8658	-0.3491	-0.0140	0.0001	0.0358	0.0003	-0.4125	0.0031	1.0519	0.0090
5.5600	5.9726	-0.4010	1.8662	-0.3491	-0.0270	0.0021	0.0829	0.0019	-5.3974	0.4286	16.5752	0.3852
5.5710	5.9724	-0.4010	1.8667	-0.3491	-0.0116	-0.0004	0.0413	-0.0018	-1.0577	-0.0394	3.7511	-0.1671
5.6030	5.9722	-0.4010	1.8675	-0.3491	-0.0059	0.0006	0.0251	0.0007	-0.1855	0.0196	0.7844	0.0207
5.6350	5.9721	-0.4009	1.8683	-0.3491	-0.0022	0.0003	0.0143	0.0003	-0.0687	0.0080	0.4460	0.0078
5.6660	5.9720	-0.4010	1.8699	-0.3491	-0.0011	-0.0004	0.0264	0.0001	-0.0365	-0.0123	0.8515	0.0043
5.6960	5.9720	-0.4010	1.8714	-0.3491	0.0014	0.0005	0.0341	-0.0002	0.0459	0.0153	1.1378	-0.0057
5.7270	5.9722	-0.4009	1.8729	-0.3491	0.0056	0.0004	0.0406	0.0001	0.1799	0.0136	1.3108	0.0016
5.7580	5.9724	-0.4009	1.8738	-0.3491	0.0057	-0.0001	0.0279	-0.0001	0.1854	-0.0032	0.9012	-0.0046
5.7920	5.9728	-0.4009	1.8752	-0.3491	0.0076	0.0004	0.0272	-0.0000	0.2237	0.0130	0.8003	-0.0008
