t	x	y	z	p	xd	yd	zd	pd	xdd	ydd	zdd	pdd
5.2730	6.5489	1.5395	-0.6148	0.5703	-0.5228	-0.1779	-0.2101	-0.7769	-24.8953	-8.4719	-10.0069	-36.9934
5.2950	6.5434	1.5377	-0.6169	0.5622	-0.2481	-0.0847	-0.0977	-0.3692	-11.2794	-3.8502	-4.4403	-16.7821
5.3170	6.5325	1.5340	-0.6211	0.5460	-0.2460	-0.0842	-0.0929	-0.3672	-11.1815	-3.8263	-4.2206	-16.6900
5.3400	6.5164	1.5284	-0.6271	0.5220	-0.4664	-0.1596	-0.1717	-0.6973	-20.2792	-6.9389	-7.4673	-30.3176
5.3490	6.5111	1.5266	-0.6290	0.5140	-0.5929	-0.2021	-0.2142	-0.8871	-65.8824	-22.4535	-23.7958	-98.5667
5.3500	6.5058	1.5248	-0.6309	0.5060	-5.3158	-1.8061	-1.8737	-7.9606	-5315.8225	-1806.1095	-1873.6672	-7960.5856
5.3600	6.5005	1.5230	-0.6327	0.4981	-0.5290	-0.1823	-0.1849	-0.7937	-52.9037	-18.2325	-18.4914	-79.3728
5.3860	6.4900	1.5194	-0.6363	0.4823	-0.4052	-0.1367	-0.1384	-0.6077	-15.5853	-5.2580	-5.3221	-23.3745
5.4140	6.4847	1.5176	-0.6381	0.4744	-0.1870	-0.0632	-0.0626	-0.2809	-6.6803	-2.2587	-2.2352	-10.0313
5.4420	6.4692	1.5124	-0.6431	0.4510	-0.1844	-0.0628	-0.0582	-0.2782	-6.5840	-2.2446	-2.0784	-9.9372
5.4610	6.4538	1.5071	-0.6478	0.4277	-0.2680	-0.0923	-0.0813	-0.4060	-14.1073	-4.8590	-4.2811	-21.3702
5.4700	6.4437	1.5037	-0.6507	0.4124	-0.5612	-0.1899	-0.1606	-0.8516	-62.3588	-21.0945	-17.8426	-94.6259
5.4800	6.4387	1.5019	-0.6521	0.4047	-0.5026	-0.1716	-0.1417	-0.7640	-50.2616	-17.1563	-14.1679	-76.3982
5.4970	6.4337	1.5002	-0.6535	0.3971	-0.2944	-0.0999	-0.0824	-0.4479	-17.3202	-5.8771	-4.8497	-26.3459
5.5190	6.4287	1.4986	-0.6549	0.3895	-0.2265	-0.0771	-0.0628	-0.3448	-10.2962	-3.5037	-2.8565	-15.6745
5.5370	6.4134	1.4934	-0.6590	0.3662	-0.5744	-0.1948	-0.1493	-0.8774	-31.9088	-10.8211	-8.2943	-48.7444
5.5650	6.4090	1.4919	-0.6601	0.3595	-0.1572	-0.0535	-0.0397	-0.2404	-5.6126	-1.9095	-1.4169	-8.5872
5.5950	6.3849	1.4837	-0.6658	0.3225	-0.4798	-0.1627	-0.1131	-0.7374	-15.9949	-5.4217	-3.7710	-24.5808
5.6260	6.3754	1.4805	-0.6680	0.3078	-0.3060	-0.1029	-0.0684	-0.4713	-9.8695	-3.3194	-2.2075	-15.2040
5.6560	6.3567	1.4742	-0.6719	0.2790	-0.4656	-0.1570	-0.0960	-0.7208	-15.5216	-5.2340	-3.1984	-24.0274
5.6870	6.3521	1.4726	-0.6728	0.2718	-0.1485	-0.0501	-0.0291	-0.2307	-4.7918	-1.6172	-0.9382	-7.4424
5.7180	6.3294	1.4649	-0.6769	0.2365	-0.4364	-0.1480	-0.0779	-0.6810	-14.0786	-4.7753	-2.5118	-21.9676
5.7480	6.3250	1.4634	-0.6777	0.2295	-0.1488	-0.0495	-0.0247	-0.2327	-4.9594	-1.6515	-0.8245	-7.7553
5.7790	6.3117	1.4590	-0.6798	0.2087	-0.1274	-0.0431	-0.0196	-0.2000	-4.1089	-1.3910	-0.6332	-6.4517
5.8090	6.2987	1.4545	-0.6817	0.1882	-0.1151	-0.0387	-0.0164	-0.1813	-3.8362	-1.2893	-0.5479	-6.0424
5.8170	6.2859	1.4502	-0.6834	0.1680	-0.5293	-0.1797	-0.0695	-0.8389	-66.1604	-22.4614	-8.6841	-104.8657
5.8200	6.2817	1.4488	-0.6839	0.1613	-1.4052	-0.4721	-0.1811	-2.2259	-468.4138	-157.3552	-60.3832	-741.9644
5.8380	6.2775	1.4474	-0.6844	0.1547	-0.2324	-0.0789	-0.0274	-0.3694	-12.9107	-4.3835	-1.5202	-20.5203
5.8700	6.2734	1.4460	-0.6849	0.1481	-0.1299	-0.0442	-0.0149	-0.2068	-4.0583	-1.3804	-0.4644	-6.4634
5.9020	6.2570	1.4405	-0.6866	0.1219	-0.1269	-0.0426	-0.0126	-0.2029	-3.9664	-1.3321	-0.3927	-6.3414
5.9100	6.2450	1.4364	-0.6877	0.1026	-0.4980	-0.1690	-0.0436	-0.7997	-62.2550	-21.1210	-5.4541	-99.9639
5.9210	6.2406	1.4349	-0.6881	0.0956	-0.3959	-0.1342	-0.0348	-0.6364	-35.9923	-12.2016	-3.1678	-57.8537
5.9300	6.2371	1.4337	-0.6884	0.0899	-0.3936	-0.1329	-0.0316	-0.6329	-43.7386	-14.7702	-3.5120	-70.3271
5.9560	6.2293	1.4311	-0.6889	0.0774	-0.2996	-0.1012	-0.0215	-0.4835	-11.5220	-3.8912	-0.8250	-18.5950
5.9850	6.2254	1.4298	-0.6892	0.0711	-0.1330	-0.0446	-0.0087	-0.2150	-4.5856	-1.5365	-0.2997	-7.4139
6.0160	6.2103	1.4246	-0.6900	0.0465	-0.2428	-0.0823	-0.0123	-0.3948	-7.8334	-2.6553	-0.3977	-12.7366
6.0470	6.2028	1.4221	-0.6903	0.0344	-0.1075	-0.0361	-0.0046	-0.1752	-3.4677	-1.1649	-0.1495	-5.6523
6.0560	6.1919	1.4184	-0.6907	0.0165	-0.3622	-0.1216	-0.0109	-0.5934	-40.2404	-13.5071	-1.2073	-65.9286
6.0610	6.1879	1.4171	-0.6908	0.0100	-0.7910	-0.2633	-0.0188	-1.2979	-158.2065	-52.6501	-3.7529	-259.5862
6.0920	6.1847	1.4161	-0.6909	0.0047	-0.1038	-0.0341	-0.0022	-0.1703	-3.3468	-1.1004	-0.0716	-5.4935
6.1240	6.1742	1.4125	-0.6910	-0.0127	-0.1091	-0.0367	-0.0011	-0.1801	-3.4081	-1.1462	-0.0355	-5.6287
6.1550	6.1605	1.4079	-0.6910	-0.0354	-0.2191	-0.0735	0.0010	-0.3640	-7.0681	-2.3707	0.0317	-11.7409
6.1730	6.1535	1.4056	-0.6909	-0.0471	-0.2033	-0.0678	0.0035	-0.3393	-11.2962	-3.7667	0.1919	-18.8473
6.1800	6.1472	1.4035	-0.6908	-0.0575	-0.4674	-0.1589	0.0106	-0.7830	-66.7732	-22.6970	1.5177	-111.8579
6.1890	6.1440	1.4024	-0.6907	-0.0630	-0.3608	-0.1231	0.0086	-0.6050	-40.0863	-13.6764	0.9530	-67.2217
6.2190	6.1376	1.4002	-0.6905	-0.0737	-0.2140	-0.0721	0.0063	-0.3594	-7.1318	-2.4021	0.2113	-11.9794
6.2530	6.1312	1.3981	-0.6903	-0.0844	-0.1856	-0.0629	0.0070	-0.3128	-5.4583	-1.8501	0.2045	-9.2004
6.2760	6.1217	1.3948	-0.6898	-0.1006	-0.1462	-0.0495	0.0073	-0.2481	-6.3553	-2.1518	0.3189	-10.7891
6.2800	6.1157	1.3928	-0.6895	-0.1108	-0.8264	-0.2801	0.0453	-1.4060	-206.6049	-70.0302	11.3205	-351.5042
6.2900	6.1130	1.3919	-0.6893	-0.1154	-0.2678	-0.0904	0.0165	-0.4568	-26.7820	-9.0366	1.6463	-45.6762
6.3220	6.1100	1.3909	-0.6891	-0.1204	-0.0921	-0.0314	0.0061	-0.1575	-2.8792	-0.9802	0.1915	-4.9212
6.3490	6.1013	1.3880	-0.6885	-0.1353	-0.1065	-0.0353	0.0082	-0.1824	-3.9434	-1.3065	0.3022	-6.7567
6.3500	6.0957	1.3861	-0.6880	-0.1451	-2.5279	-0.8509	0.2176	-4.3640	-2527.9229	-850.9467	217.5649	-4364.0039
6.3610	6.0926	1.3851	-0.6877	-0.1504	-0.2782	-0.0926	0.0259	-0.4810	-25.2920	-8.4180	2.3509	-43.7237
6.3930	6.0899	1.3841	-0.6875	-0.1551	-0.0860	-0.0291	0.0080	-0.1490	-2.6885	-0.9095	0.2502	-4.6569
6.4190	6.0818	1.3814	-0.6866	-0.1692	-0.1129	-0.0379	0.0122	-0.1969	-4.3416	-1.4594	0.4677	-7.5726
6.4200	6.0768	1.3797	-0.6861	-0.1779	-2.6220	-0.8683	0.2952	-4.5779	-2622.0058	-868.2617	295.2258	-4577.9212
6.4300	6.0742	1.3788	-0.6858	-0.1825	-0.2590	-0.0880	0.0287	-0.4538	-25.9036	-8.8022	2.8718	-45.3818
6.4610	6.0716	1.3780	-0.6855	-0.1870	-0.0825	-0.0282	0.0099	-0.1451	-2.6628	-0.9084	0.3188	-4.6805
6.4890	6.0641	1.3754	-0.6845	-0.2002	-0.0883	-0.0299	0.0121	-0.1564	-3.1552	-1.0685	0.4307	-5.5846
6.4900	6.0593	1.3738	-0.6838	-0.2089	-2.4129	-0.8248	0.3532	-4.2981	-2412.8968	-824.8086	353.1991	-4298.1124
6.5000	6.0569	1.3730	-0.6834	-0.2131	-0.2386	-0.0807	0.0361	-0.4258	-23.8640	-8.0683	3.6149	-42.5846
6.5170	6.0545	1.3722	-0.6831	-0.2173	-0.1388	-0.0470	0.0207	-0.2480	-8.1671	-2.7674	1.2203	-14.5896
6.5350	6.0520	1.3713	-0.6827	-0.2219	-0.1426	-0.0477	0.0221	-0.2551	-7.9241	-2.6492	1.2279	-14.1700
6.5650	6.0454	1.3691	-0.6816	-0.2338	-0.1506	-0.0511	0.0251	-0.2716	-5.0210	-1.7030	0.8382	-9.0525
6.5930	6.0410	1.3675	-0.6808	-0.2418	-0.0781	-0.0269	0.0136	-0.1417	-2.7907	-0.9613	0.4855	-5.0615
6.6170	6.0346	1.3654	-0.6796	-0.2534	-0.0876	-0.0297	0.0167	-0.1602	-3.6490	-1.2374	0.6979	-6.6756
6.6200	6.0305	1.3640	-0.6788	-0.2610	-0.6114	-0.2112	0.1192	-1.1275	-203.7977	-70.4008	39.7212	-375.8368
6.6300	6.0284	1.3633	-0.6784	-0.2647	-0.2006	-0.0694	0.0413	-0.3718	-20.0640	-6.9438	4.1290	-37.1763
6.6600	6.0245	1.3619	-0.6776	-0.2720	-0.1313	-0.0451	0.0274	-0.2435	-4.3764	-1.5019	0.9123	-8.1171
6.6940	6.0188	1.3600	-0.6763	-0.2827	-0.1107	-0.0376	0.0253	-0.2073	-3.2562	-1.1068	0.7444	-6.0973
6.7190	6.0152	1.3587	-0.6754	-0.2895	-0.0719	-0.0257	0.0176	-0.1366	-2.8745	-1.0268	0.7059	-5.4655
6.7300	6.0099	1.3569	-0.6741	-0.2995	-0.1562	-0.0527	0.0407	-0.2986	-14.1978	-4.7927	3.6959	-27.1443
6.7430	6.0083	1.3564	-0.6737	-0.3028	-0.1299	-0.0437	0.0340	-0.2493	-9.9959	-3.3630	2.6175	-19.1781
6.7770	6.0066	1.3558	-0.6732	-0.3060	-0.0486	-0.0166	0.0134	-0.0940	-1.4301	-0.4892	0.3932	-2.7653
6.8100	5.9973	1.3526	-0.6705	-0.3242	-0.1844	-0.0629	0.0556	-0.3631	-5.5879	-1.9052	1.6835	-11.0029
6.8340	5.9959	1.3521	-0.6700	-0.3271	-0.0600	-0.0215	0.0192	-0.1201	-2.4994	-0.8960	0.7991	-5.0052
6.8400	5.9931	1.3511	-0.6691	-0.3327	-0.2301	-0.0803	0.0787	-0.4653	-38.3540	-13.3795	13.1151	-77.5455
6.8500	5.9917	1.3507	-0.6686	-0.3355	-0.1349	-0.0463	0.0470	-0.2746	-13.4939	-4.6250	4.6955	-27.4602
6.8800	5.9904	1.3502	-0.6681	-0.3382	-0.0439	-0.0153	0.0160	-0.0900	-1.4634	-0.5115	0.5331	-3.0000
6.9120	5.9853	1.3484	-0.6662	-0.3487	-0.0791	-0.0290	0.0312	-0.1665	-2.4726	-0.9058	0.9764	-5.2017
6.9380	5.9827	1.3475	-0.6647	-0.3491	-0.0495	-0.0169	0.0296	0.0013	-1.9021	-0.6504	1.1397	0.0494
6.9410	5.9804	1.3467	-0.6633	-0.3491	-0.3866	-0.1358	0.2475	0.0001	-128.8784	-45.2688	82.5001	0.0266
6.9500	5.9795	1.3464	-0.6627	-0.3491	-0.0993	-0.0370	0.0639	-0.0000	-11.0333	-4.1086	7.1007	-0.0000
6.9820	5.9786	1.3460	-0.6621	-0.3491	-0.0298	-0.0108	0.0189	-0.0012	-0.9308	-0.3375	0.5905	-0.0387
7.0140	5.9759	1.3451	-0.6604	-0.3491	-0.0268	-0.0103	0.0171	0.0000	-0.8380	-0.3205	0.5349	0.0005
7.0370	5.9735	1.3441	-0.6588	-0.3491	-0.0269	-0.0096	0.0176	0.0000	-1.1698	-0.4191	0.7650	0.0000
7.0410	5.9720	1.3436	-0.6578	-0.3491	-0.1964	-0.0746	0.1349	0.0000	-49.0926	-18.6402	33.7368	0.0073
7.0500	5.9714	1.3433	-0.6574	-0.3491	-0.0691	-0.0260	0.0475	-0.0013	-7.6759	-2.8863	5.2760	-0.1413
7.0810	5.9707	1.3431	-0.6569	-0.3491	-0.0213	-0.0081	0.0155	0.0003	-0.6873	-0.2605	0.4986	0.0107
7.1130	5.9689	1.3424	-0.6555	-0.3491	-0.0178	-0.0068	0.0142	0.0000	-0.5561	-0.2118	0.4434	0.0000
7.1420	5.9674	1.3418	-0.6542	-0.3491	-0.0164	-0.0065	0.0154	-0.0000	-0.5646	-0.2237	0.5307	-0.0001
7.1710	5.9661	1.3413	-0.6528	-0.3491	-0.0131	-0.0051	0.0150	-0.0000	-0.4514	-0.1759	0.5164	-0.0002
7.2030	5.9648	1.3407	-0.6507	-0.3491	-0.0226	-0.0113	0.0410	-0.0000	-0.7060	-0.3543	1.2808	-0.0001
7.2350	5.9643	1.3404	-0.6494	-0.3491	-0.0136	-0.0075	0.0405	-0.0000	-0.4261	-0.2351	1.2660	-0.0003
7.2630	5.9643	1.3404	-0.6489	-0.3491	-0.0027	-0.0022	0.0153	0.0000	-0.0959	-0.0799	0.5466	0.0001
7.2900	5.9616	1.3324	-0.6399	-0.3491	-0.0505	-0.1643	0.1914	0.0001	-1.8702	-6.0868	7.0891	0.0022
7.2910	5.9596	1.3222	-0.6261	-0.3491	-0.9874	-5.9250	8.2491	0.0081	-987.4416	-5925.0236	8249.0573	8.1340
7.3000	5.9591	1.3169	-0.6183	-0.3491	-0.0584	-0.5861	0.8602	0.0001	-6.4834	-65.1218	95.5761	0.0081
7.3280	5.9589	1.3033	-0.5975	-0.3491	-0.0074	-0.4845	0.7455	-0.0000	-0.2632	-17.3019	26.6244	-0.0001
7.3570	5.9598	1.2896	-0.5759	-0.3491	0.0320	-0.4733	0.7419	0.0000	1.1026	-16.3211	25.5835	0.0002
7.3860	5.9642	1.2569	-0.5253	-0.3491	0.1229	-0.8607	1.3285	0.0000	4.2364	-29.6784	45.8104	0.0001
7.4180	5.9689	1.2292	-0.4831	-0.3491	0.1458	-0.8655	1.3188	-0.0000	4.5562	-27.0469	41.2126	-0.0001
7.4330	5.9720	1.2116	-0.4566	-0.3491	0.2057	-1.1756	1.7708	-0.0005	13.7159	-78.3759	118.0526	-0.0342
7.4400	5.9736	1.2021	-0.4425	-0.3491	0.2353	-1.3470	2.0155	0.0010	33.6170	-192.4265	287.9215	0.1390
7.4500	5.9753	1.1926	-0.4283	-0.3491	0.1645	-0.9484	1.4170	0.0001	16.4539	-94.8366	141.7043	0.0091
7.4820	5.9785	1.1735	-0.3998	-0.3491	0.1017	-0.5992	0.8895	0.0000	3.1768	-18.7263	27.7983	0.0000
7.5140	5.9832	1.1444	-0.3571	-0.3491	0.0960	-0.6060	0.8903	-0.0002	3.0015	-18.9369	27.8212	-0.0061
7.5470	5.9861	1.1250	-0.3286	-0.3491	0.0433	-0.2946	0.4308	0.0000	1.3112	-8.9278	13.0539	0.0007
7.5650	5.9902	1.0949	-0.2849	-0.3491	0.0633	-0.4857	0.7038	-0.0000	3.5159	-26.9855	39.0993	-0.0002
7.5700	5.9924	1.0764	-0.2583	-0.3491	0.2330	-1.9392	2.7955	-0.0038	46.5930	-387.8349	559.0988	-0.7593
7.5800	5.9935	1.0668	-0.2443	-0.3491	0.1098	-0.9673	1.3918	0.0017	10.9805	-96.7341	139.1849	0.1697
7.6140	5.9946	1.0571	-0.2305	-0.3491	0.0306	-0.2841	0.4076	0.0001	0.9007	-8.3562	11.9891	0.0016
7.6470	5.9981	1.0188	-0.1757	-0.3491	0.0504	-0.5790	0.8260	-0.0000	1.5272	-17.5463	25.0306	-0.0006
7.6780	6.0007	0.9810	-0.1219	-0.3491	0.0556	-0.8509	1.2103	-0.0000	1.7945	-27.4479	39.0425	-0.0004
7.6900	6.0013	0.9716	-0.1087	-0.3491	0.0420	-0.7782	1.1054	0.0000	3.5014	-64.8517	92.1182	0.0038
7.7000	6.0021	0.9531	-0.0824	-0.3491	0.0393	-0.9268	1.3124	0.0005	3.9300	-92.6788	131.2376	0.0533
7.7110	6.0025	0.9429	-0.0680	-0.3491	0.0334	-0.9222	1.3041	0.0001	3.0402	-83.8369	118.5587	0.0050
7.7430	6.0027	0.9346	-0.0564	-0.3491	0.0079	-0.2585	0.3648	0.0000	0.2465	-8.0784	11.3994	0.0001
7.7770	6.0033	0.8983	-0.0052	-0.3491	0.0053	-0.5322	0.7482	0.0000	0.1547	-15.6520	22.0056	0.0001
7.8010	6.0032	0.8715	0.0325	-0.3491	-0.0053	-0.7423	1.0431	0.0002	-0.2199	-30.9281	43.4606	0.0081
7.8150	6.0029	0.8538	0.0573	-0.3491	-0.0131	-0.6288	0.8824	0.0000	-0.9391	-44.9123	63.0307	0.0004
7.8200	6.0026	0.8451	0.0695	-0.3491	-0.0468	-1.7498	2.4564	-0.0000	-9.3597	-349.9581	491.2701	-0.0020
7.8540	6.0020	0.8277	0.0939	-0.3491	-0.0178	-0.5120	0.7164	0.0000	-0.5247	-15.0577	21.0700	0.0000
7.8880	6.0003	0.7934	0.1417	-0.3491	-0.0403	-0.7529	1.0526	0.0002	-1.1864	-22.1444	30.9578	0.0050
7.9200	5.9997	0.7850	0.1535	-0.3491	-0.0168	-0.2642	0.3688	-0.0008	-0.5236	-8.2551	11.5241	-0.0266
7.9520	5.9956	0.7352	0.2230	-0.3491	-0.0697	-0.7721	1.0758	-0.0000	-2.1776	-24.1287	33.6182	-0.0000
7.9600	5.9948	0.7271	0.2343	-0.3491	-0.1020	-1.0176	1.4191	0.0000	-12.7499	-127.1988	177.3852	0.0006
7.9700	5.9940	0.7190	0.2456	-0.3491	-0.0854	-0.8088	1.1282	-0.0000	-8.5396	-80.8846	112.8249	-0.0006
8.0030	5.9912	0.6950	0.2790	-0.3491	-0.0844	-0.7267	1.0128	-0.0000	-2.5570	-22.0212	30.6905	-0.0003
8.0370	5.9881	0.6714	0.3119	-0.3491	-0.0907	-0.6937	0.9667	-0.0001	-2.6677	-20.4020	28.4316	-0.0021
8.0480	5.9869	0.6629	0.3238	-0.3491	-0.1090	-0.7776	1.0842	0.0002	-9.9094	-70.6911	98.5617	0.0218
8.0500	5.9859	0.6559	0.3335	-0.3491	-0.5057	-3.4729	4.8518	0.0001	-252.8672	-1736.4462	2425.9211	0.0425
8.0850	5.9822	0.6323	0.3665	-0.3491	-0.1049	-0.6753	0.9432	-0.0000	-2.9966	-19.2949	26.9494	-0.0008
8.1170	5.9785	0.6105	0.3969	-0.3491	-0.1152	-0.6799	0.9480	-0.0002	-3.5989	-21.2480	29.6253	-0.0057
8.1510	5.9772	0.6031	0.4072	-0.3491	-0.0389	-0.2177	0.3044	0.0002	-1.1435	-6.4040	8.9533	0.0051
8.1850	5.9717	0.5738	0.4480	-0.3491	-0.0418	-0.2134	0.2973	0.0001	-1.2292	-6.2754	8.7438	0.0027
8.1900	5.9673	0.5524	0.4781	-0.3491	-0.2984	-1.4245	1.9901	0.0029	-59.6884	-284.9017	398.0200	0.5709
8.2000	5.9658	0.5453	0.4879	-0.3491	-0.1514	-0.7085	0.9870	0.0002	-15.1419	-70.8487	98.6973	0.0159
8.2220	5.9627	0.5313	0.5075	-0.3491	-0.1403	-0.6380	0.8910	-0.0001	-6.3791	-29.0017	40.5010	-0.0026
8.2570	5.9595	0.5174	0.5269	-0.3491	-0.0907	-0.3963	0.5543	0.0000	-2.5901	-11.3233	15.8385	0.0011
8.2880	5.9562	0.5037	0.5461	-0.3491	-0.0530	-0.2199	0.3086	0.0002	-1.7081	-7.0939	9.9533	0.0075
8.3200	5.9495	0.4768	0.5838	-0.3491	-0.1007	-0.3962	0.5553	-0.0000	-3.1463	-12.3800	17.3517	-0.0006
8.3480	5.9459	0.4630	0.6032	-0.3491	-0.0683	-0.2589	0.3624	-0.0007	-2.4399	-9.2446	12.9437	-0.0246
8.3590	5.9407	0.4441	0.6297	-0.3491	-0.1460	-0.5293	0.7437	0.0000	-13.2771	-48.1180	67.6130	0.0015
8.3600	5.9389	0.4377	0.6387	-0.3491	-1.7992	-6.4248	9.0309	0.0000	-1799.2004	-6424.8093	9030.8620	0.0160
8.3890	5.9371	0.4313	0.6477	-0.3491	-0.0625	-0.2199	0.3097	-0.0002	-2.1562	-7.5829	10.6788	-0.0060
8.4240	5.9316	0.4124	0.6743	-0.3491	-0.1055	-0.3584	0.5055	-0.0001	-3.0153	-10.2410	14.4433	-0.0018
8.4550	5.9258	0.3932	0.7013	-0.3491	-0.0670	-0.2184	0.3079	0.0003	-2.1617	-7.0441	9.9323	0.0094
8.4600	5.9203	0.3757	0.7262	-0.3491	-0.3833	-1.2047	1.7048	-0.0030	-76.6605	-240.9465	340.9622	-0.5958
8.4700	5.9183	0.3697	0.7347	-0.3491	-0.1932	-0.6008	0.8497	0.0013	-19.3176	-60.0777	84.9680	0.1323
8.4990	5.9144	0.3578	0.7515	-0.3491	-0.1342	-0.4100	0.5792	0.0001	-4.6263	-14.1364	19.9717	0.0020
8.5330	5.9066	0.3345	0.7845	-0.3491	-0.2318	-0.6846	0.9718	-0.0003	-6.8185	-20.1353	28.5832	-0.0102
8.5680	5.9006	0.3174	0.8088	-0.3491	-0.1714	-0.4877	0.6934	0.0003	-4.8961	-13.9349	19.8105	0.0096
8.5710	5.8983	0.3112	0.8176	-0.3491	-0.7372	-2.0686	2.9368	-0.0010	-245.7361	-689.5299	978.9417	-0.3341
8.5810	5.8963	0.3056	0.8256	-0.3491	-0.2015	-0.5601	0.7947	0.0003	-20.1451	-56.0129	79.4734	0.0274
8.5980	5.8943	0.3001	0.8335	-0.3491	-0.1191	-0.3265	0.4657	0.0000	-7.0053	-19.2042	27.3966	0.0006
8.6100	5.8904	0.2896	0.8484	-0.3491	-0.3222	-0.8698	1.2443	-0.0003	-26.8539	-72.4835	103.6922	-0.0248
8.6460	5.8884	0.2842	0.8562	-0.3491	-0.0567	-0.1511	0.2167	0.0001	-1.5739	-4.1971	6.0190	0.0026
8.6770	5.8781	0.2575	0.8944	-0.3491	-0.1990	-0.5123	0.7365	0.0000	-6.4181	-16.5256	23.7571	0.0000
8.7070	5.8720	0.2419	0.9169	-0.3491	-0.2065	-0.5197	0.7480	-0.0002	-6.8829	-17.3231	24.9318	-0.0073
8.7460	5.8695	0.2358	0.9257	-0.3491	-0.0637	-0.1579	0.2271	0.0002	-1.6324	-4.0499	5.8239	0.0054
8.7730	5.8595	0.2116	0.9606	-0.3491	-0.1538	-0.3708	0.5336	-0.0002	-5.6946	-13.7342	19.7621	-0.0088
8.7810	5.8551	0.2012	0.9755	-0.3491	-0.2858	-0.6778	0.9753	0.0001	-35.7255	-84.7255	121.9085	0.0110
8.7900	5.8533	0.1969	0.9819	-0.3491	-0.2080	-0.4872	0.7063	-0.0006	-23.1112	-54.1371	78.4757	-0.0686
8.8240	5.8512	0.1920	0.9889	-0.3491	-0.0613	-0.1421	0.2067	0.0002	-1.8017	-4.1785	6.0782	0.0044
8.8590	5.8449	0.1777	1.0098	-0.3491	-0.0594	-0.1363	0.1970	0.0001	-1.6984	-3.8938	5.6286	0.0041
8.8920	5.8364	0.1585	1.0376	-0.3491	-0.1323	-0.2947	0.4308	-0.0004	-4.0079	-8.9303	13.0533	-0.0120
8.9270	5.8283	0.1407	1.0636	-0.3491	-0.1183	-0.2591	0.3778	-0.0000	-3.3805	-7.4019	10.7932	-0.0002
8.9300	5.8242	0.1318	1.0766	-0.3491	-0.6906	-1.4825	2.1770	0.0061	-230.2110	-494.1711	725.6727	2.0202
8.9400	5.8221	0.1274	1.0831	-0.3491	-0.2059	-0.4428	0.6464	0.0002	-20.5888	-44.2812	64.6439	0.0188
8.9710	5.8201	0.1230	1.0895	-0.3491	-0.0662	-0.1418	0.2074	-0.0006	-2.1360	-4.5739	6.6910	-0.0209
8.9810	5.8139	0.1100	1.1087	-0.3491	-0.2048	-0.4293	0.6347	-0.0013	-20.4826	-42.9274	63.4682	-0.1262
8.9900	5.8119	0.1057	1.1150	-0.3491	-0.2279	-0.4747	0.7013	0.0013	-25.3200	-52.7412	77.9229	0.1407
9.0230	5.8098	0.1015	1.1213	-0.3491	-0.0620	-0.1281	0.1904	0.0000	-1.8798	-3.8818	5.7711	0.0011
9.0560	5.7995	0.0803	1.1527	-0.3491	-0.1905	-0.3882	0.5756	0.0000	-5.7729	-11.7627	17.4411	0.0007
9.0930	5.7914	0.0641	1.1767	-0.3491	-0.2176	-0.4370	0.6497	0.0000	-5.8805	-11.8116	17.5599	0.0002
9.1070	5.7896	0.0605	1.1820	-0.3491	-0.1282	-0.2562	0.3799	-0.0011	-9.1569	-18.2968	27.1374	-0.0775
9.1100	5.7876	0.0566	1.1879	-0.3491	-0.6651	-1.3189	1.9594	0.0046	-221.7006	-439.6461	653.1399	1.5359
9.1380	5.7837	0.0487	1.1996	-0.3491	-0.1418	-0.2796	0.4167	0.0001	-5.0650	-9.9862	14.8830	0.0021
9.1730	5.7797	0.0410	1.2111	-0.3491	-0.1129	-0.2204	0.3297	-0.0000	-3.2257	-6.2982	9.4199	-0.0003
9.2070	5.7719	0.0259	1.2338	-0.3491	-0.1147	-0.2210	0.3314	0.0001	-3.3725	-6.5008	9.7459	0.0026
9.2100	5.7680	0.0185	1.2449	-0.3491	-0.6448	-1.2316	1.8504	0.0015	-214.9417	-410.5390	616.7929	0.4952
9.2200	5.7661	0.0148	1.2505	-0.3491	-0.1927	-0.3670	0.5527	-0.0014	-19.2730	-36.7017	55.2727	-0.1434
9.2350	5.7641	0.0111	1.2560	-0.3491	-0.1285	-0.2440	0.3666	0.0009	-8.5648	-16.2666	24.4373	0.0588
9.2530	5.7622	0.0075	1.2614	-0.3491	-0.1065	-0.2008	0.3038	0.0001	-5.9145	-11.1540	16.8773	0.0042
9.2840	5.7561	-0.0039	1.2787	-0.3491	-0.1347	-0.2526	0.3823	-0.0000	-4.3459	-8.1475	12.3310	-0.0002
9.3180	5.7509	-0.0137	1.2936	-0.3491	-0.1104	-0.2057	0.3112	0.0003	-3.2483	-6.0499	9.1526	0.0079
9.3450	5.7470	-0.0210	1.3046	-0.3491	-0.0758	-0.1403	0.2128	0.0005	-2.8085	-5.1950	7.8813	0.0180
9.3790	5.7380	-0.0375	1.3297	-0.3491	-0.1615	-0.2961	0.4502	0.0003	-4.7492	-8.7095	13.2410	0.0092
9.4000	5.7360	-0.0412	1.3352	-0.3491	-0.0949	-0.1734	0.2640	0.0002	-4.5192	-8.2557	12.5726	0.0075
9.4180	5.7297	-0.0525	1.3526	-0.3491	-0.1586	-0.2860	0.4394	-0.0004	-8.8089	-15.8889	24.4101	-0.0237
9.4200	5.7290	-0.0538	1.3546	-0.3491	-0.3556	-0.6406	0.9834	0.0026	-177.8058	-320.2868	491.6903	1.2996
