q1_d	q2_d	q3_d	q4_d	q1_a	q2_a	q3_a	q4_a	u1	u2	u2	u4
1.2598	0.6884	-0.8532	1.2766	1.2732	0.6871	-0.8428	1.2790	-118535.5078	97892.3828	10380.6797	1156.1185
1.2216	0.6794	-0.9069	1.2355	1.2376	0.6814	-0.8976	1.2375	-20033.8418	75261.8906	7460.7686	325.9192
1.1831	0.6685	-0.9569	1.1956	1.1990	0.6755	-0.9484	1.1974	-8497.7314	66440.4766	6927.6880	137.5784
1.1445	0.6560	-1.0030	1.1570	1.1588	0.6662	-0.9600	1.1571	28440.0918	100067.4844	-330586.7188	-3500.4077
1.1059	0.6422	-1.0454	1.1197	1.1190	0.6534	-0.9599	1.1201	-1558.6599	92656.1875	-325174.0000	-1294.8915
1.0675	0.6273	-1.0842	1.0835	1.0799	0.6401	-0.9599	1.0843	-2451.6001	92194.2344	-327773.5938	-1232.0497
1.0295	0.6117	-1.1193	1.0485	1.0412	0.6256	-0.9599	1.0496	-2397.1846	94506.1406	-331627.0000	-2218.2432
0.9919	0.5955	-1.1509	1.0147	1.0029	0.6101	-0.9599	1.0161	-1733.4301	97618.1484	-332615.0938	-1774.6692
0.9549	0.5791	-1.1790	0.9819	0.9653	0.5938	-0.9599	0.9837	-1135.2969	100661.2578	-334167.1250	-2097.7056
0.9186	0.5626	-1.2036	0.9502	0.9283	0.5771	-0.9600	0.9524	-343.5448	104833.7422	-349945.4375	26306.4668
0.8831	0.5464	-1.2248	0.9196	0.8921	0.5602	-0.9599	0.9221	-366.9890	106570.6875	-335844.6250	-2554.8408
0.8484	0.5306	-1.2425	0.8899	0.8567	0.5433	-0.9599	0.8928	426.8509	109435.8359	-335183.3750	-2877.7078
0.8147	0.5154	-1.2569	0.8612	0.8223	0.5268	-0.9600	0.8645	1153.8234	111557.7891	-338296.8438	-4562.6792
0.7819	0.5009	-1.2681	0.8334	0.7888	0.5108	-0.9599	0.8371	1825.7188	114047.6094	-333275.1875	-3183.3677
0.7502	0.4873	-1.2762	0.8065	0.7564	0.4954	-0.9599	0.8106	1807.2203	115995.1797	-331795.5938	-3650.1782
0.7195	0.4745	-1.2814	0.7804	0.7251	0.4808	-0.9600	0.7849	2453.0813	117735.2734	-340454.3438	2675.8372
0.6899	0.4627	-1.2839	0.7552	0.6948	0.4672	-0.9599	0.7601	2591.9558	118922.1719	-327800.4375	-3245.4504
0.6614	0.4517	-1.2838	0.7309	0.6656	0.4544	-0.9599	0.7361	3353.9590	119763.6016	-326011.5625	-3437.8176
0.6340	0.4417	-1.2815	0.7073	0.6376	0.4426	-0.9599	0.7128	3621.1179	120591.6328	-325094.4062	-3775.6643
0.6077	0.4325	-1.2771	0.6844	0.6106	0.4317	-0.9599	0.6903	4305.0088	121097.9297	-322926.0938	-4088.4700
0.5824	0.4240	-1.2709	0.6623	0.5847	0.4216	-0.9599	0.6685	3585.8521	121315.9141	-322610.3125	-3275.2285
0.5581	0.4163	-1.2631	0.6410	0.5599	0.4124	-0.9599	0.6474	2436.5386	121091.0938	-323464.5000	-4300.4160
0.5349	0.4092	-1.2540	0.6203	0.5363	0.4041	-0.9599	0.6270	789.6974	120629.7891	-321609.4375	-3843.0586
0.5127	0.4026	-1.2437	0.6002	0.5138	0.3965	-0.9600	0.6072	-651.3499	122903.0781	-336358.5000	60175.9922
0.4914	0.3966	-1.2325	0.5809	0.4924	0.3897	-0.9599	0.5880	-1839.3728	118728.1484	-322453.7812	-4213.3057
0.4710	0.3909	-1.2205	0.5621	0.4720	0.3835	-0.9599	0.5694	-3054.1548	117974.9766	-322461.6875	-3683.1914
0.4515	0.3857	-1.2078	0.5440	0.4515	0.3773	-0.9600	0.5515	34561.5977	134741.9062	-326703.8125	-6137.9971
0.4329	0.3808	-1.1947	0.5264	0.4313	0.3708	-0.9600	0.5341	9954.1475	126123.1484	-333583.2812	13234.2188
0.4151	0.3762	-1.1811	0.5094	0.4129	0.3655	-0.9599	0.5173	5653.3120	122731.1641	-322606.6250	-4277.5327
0.3981	0.3718	-1.1673	0.4930	0.3955	0.3607	-0.9599	0.5010	5161.4609	122421.7109	-325037.3750	-4737.5771
0.3819	0.3676	-1.1532	0.4771	0.3789	0.3561	-0.9599	0.4852	4898.1846	122646.7344	-322621.4062	-4202.2266
0.3664	0.3637	-1.1391	0.4617	0.3630	0.3519	-0.9599	0.4699	4812.1040	122580.8828	-322966.3750	-4519.1021
0.3515	0.3599	-1.1248	0.4468	0.3478	0.3479	-0.9599	0.4551	4637.9565	122747.5547	-322899.9375	-5066.0195
0.3373	0.3563	-1.1106	0.4323	0.3334	0.3442	-0.9600	0.4407	4627.9766	122603.9219	-329119.4375	-839.4022
0.3238	0.3527	-1.0964	0.4184	0.3196	0.3406	-0.9599	0.4268	4003.2954	123043.8516	-320451.1562	-4666.8867
0.3108	0.3494	-1.0823	0.4049	0.3064	0.3372	-0.9599	0.4133	4323.6260	123189.9766	-317784.8125	-4367.7759
0.2984	0.3461	-1.0683	0.3918	0.2938	0.3340	-0.9599	0.4003	3682.4102	123142.8672	-316453.5000	-4236.6450
0.2866	0.3429	-1.0544	0.3792	0.2818	0.3310	-0.9600	0.3877	5314.8838	126432.5391	-326410.7188	44557.1602
0.2752	0.3398	-1.0408	0.3669	0.2704	0.3281	-0.9600	0.3754	3609.0193	122694.4453	-315642.5625	-5463.1753
0.2644	0.3368	-1.0273	0.3551	0.2594	0.3253	-0.9599	0.3636	3223.6643	123671.0078	-307150.8125	-4375.5210
0.2540	0.3338	-1.0140	0.3436	0.2489	0.3226	-0.9599	0.3522	3118.4539	123788.6953	-303731.2500	-4374.9712
0.2441	0.3310	-1.0009	0.3325	0.2389	0.3201	-0.9599	0.3411	3109.3215	123944.2266	-300607.6875	-4508.1934
0.2346	0.3282	-0.9881	0.3218	0.2294	0.3176	-0.9599	0.3303	2820.6465	124119.9219	-295489.0312	-4071.7502
0.2255	0.3254	-0.9755	0.3114	0.2202	0.3152	-0.9599	0.3199	3015.2607	124203.5469	-292315.2500	-4977.3428
0.2167	0.3228	-0.9631	0.3014	0.2115	0.3129	-0.9600	0.3098	2910.8394	124039.6797	-293319.7188	-1722.3298
0.2084	0.3202	-0.9510	0.2916	0.2031	0.3107	-0.9600	0.3000	2572.1721	124085.5547	-287523.6875	-1903.7830
0.2004	0.3176	-0.9392	0.2822	0.1951	0.3085	-0.9599	0.2906	2380.1716	124483.8984	-275163.3750	-4854.1211
0.1927	0.3151	-0.9276	0.2731	0.1875	0.3064	-0.9599	0.2814	2177.2456	124844.4219	-268014.2500	-4456.5254
0.1853	0.3127	-0.9162	0.2643	0.1801	0.3044	-0.9600	0.2726	938.9639	125343.7891	-207298.8438	-45572.3633
0.1783	0.3103	-0.9052	0.2558	0.1731	0.3024	-0.9599	0.2639	1783.0853	125053.1172	-254623.7969	-4372.1655
0.1715	0.3080	-0.8943	0.2475	0.1664	0.3005	-0.9599	0.2556	1975.4056	125129.7812	-247676.5312	-4424.7744
0.1650	0.3057	-0.8838	0.2395	0.1599	0.2986	-0.9599	0.2476	1953.7802	125233.0859	-239661.9375	-4411.7866
0.1588	0.3035	-0.8735	0.2318	0.1537	0.2968	-0.9599	0.2398	1700.5902	125317.1328	-232928.3125	-4890.1357
0.1528	0.3013	-0.8634	0.2243	0.1478	0.2950	-0.9599	0.2322	1646.4265	125372.8203	-223770.3750	-4602.3462
0.1471	0.2992	-0.8536	0.2171	0.1421	0.2933	-0.9599	0.2249	1532.1069	125700.6328	-214951.8281	-4435.9487
0.1415	0.2971	-0.8440	0.2100	0.1367	0.2916	-0.9599	0.2178	2074.8411	125683.4922	-205923.0938	-4312.4243
0.1362	0.2951	-0.8347	0.2033	0.1315	0.2899	-0.9599	0.2109	1506.8922	125898.2812	-196706.1406	-4451.4424
0.1312	0.2931	-0.8256	0.1967	0.1264	0.2883	-0.9599	0.2043	1414.7684	125867.9141	-187069.3906	-4381.1934
0.1263	0.2912	-0.8168	0.1904	0.1216	0.2867	-0.9599	0.1978	1580.5729	126031.7812	-177450.3594	-4686.7939
0.1216	0.2893	-0.8082	0.1842	0.1170	0.2851	-0.9599	0.1916	1227.8560	126228.5078	-167066.5156	-4423.9321
0.1170	0.2874	-0.7998	0.1783	0.1126	0.2836	-0.9599	0.1856	1314.6514	126335.0234	-156602.7812	-4411.7476
0.1127	0.2856	-0.7917	0.1725	0.1083	0.2820	-0.9599	0.1797	1081.1049	126219.2188	-146714.6719	-4505.3130
0.1085	0.2839	-0.7837	0.1669	0.1042	0.2806	-0.9599	0.1741	1512.7631	126572.0234	-135063.5156	-4567.0732
0.1045	0.2821	-0.7760	0.1616	0.1003	0.2791	-0.9599	0.1686	1025.1874	126655.2109	-123822.0938	-4440.8784
0.1006	0.2805	-0.7685	0.1563	0.0965	0.2777	-0.9599	0.1633	1139.7827	126591.9141	-112277.9141	-4393.6475
0.0969	0.2788	-0.7612	0.1513	0.0928	0.2763	-0.9599	0.1581	855.5349	126872.7109	-100513.9141	-4393.2217
0.0933	0.2773	-0.7541	0.1464	0.0893	0.2749	-0.9599	0.1531	1049.3613	126992.2578	-88552.7734	-4410.0845
0.0899	0.2757	-0.7472	0.1417	0.0860	0.2735	-0.9599	0.1483	1176.7634	127022.8203	-76778.0312	-4606.1313
0.0866	0.2742	-0.7405	0.1371	0.0827	0.2722	-0.9599	0.1436	878.3085	127158.2266	-63886.5469	-4444.8037
0.0834	0.2727	-0.7340	0.1327	0.0796	0.2709	-0.9599	0.1391	842.2308	127245.3203	-51369.1797	-4412.2202
0.0803	0.2713	-0.7277	0.1284	0.0766	0.2696	-0.9599	0.1347	746.0517	127217.4062	-38491.8750	-4393.2725
0.0773	0.2699	-0.7216	0.1243	0.0737	0.2684	-0.9599	0.1305	784.5583	127446.4922	-25656.4180	-4486.7148
0.0745	0.2685	-0.7156	0.1202	0.0710	0.2671	-0.9599	0.1264	712.5277	127453.0938	-12160.2920	-4421.9209
0.0717	0.2672	-0.7098	0.1164	0.0683	0.2659	-0.9596	0.1224	821.3582	127214.2578	-6128.1714	-4284.6152
0.0691	0.2659	-0.7042	0.1126	0.0657	0.2648	-0.9576	0.1185	851.6635	127222.4688	-6183.5205	-4291.0488
0.0665	0.2647	-0.6987	0.1090	0.0632	0.2637	-0.9539	0.1148	884.3213	127298.4688	-6207.2471	-4287.5874
0.0641	0.2635	-0.6934	0.1055	0.0608	0.2626	-0.9485	0.1111	151.5396	127602.2109	-6218.7021	-4306.0918
0.0617	0.2623	-0.6882	0.1021	0.0585	0.2615	-0.9417	0.1076	682.9341	127727.6094	-6136.6694	-4307.7832
0.0594	0.2611	-0.6832	0.0988	0.0563	0.2604	-0.9336	0.1042	654.4402	128019.2109	-6116.4175	-4223.3350
0.0572	0.2600	-0.6784	0.0956	0.0542	0.2593	-0.9243	0.1009	697.9576	128336.3438	-5955.9644	-4376.9370
0.0551	0.2589	-0.6737	0.0925	0.0521	0.2582	-0.9139	0.0977	448.2793	128686.2578	-5871.3516	-4368.2432
0.0530	0.2579	-0.6691	0.0895	0.0501	0.2571	-0.9026	0.0947	477.2519	128959.4062	-5729.6714	-4348.5117
0.0510	0.2568	-0.6647	0.0866	0.0482	0.2560	-0.8906	0.0917	591.8994	129374.4297	-5610.3096	-4364.7314
0.0491	0.2558	-0.6604	0.0838	0.0464	0.2549	-0.8779	0.0888	616.7346	129751.8906	-5495.5806	-4350.8672
0.0473	0.2549	-0.6562	0.0811	0.0446	0.2538	-0.8646	0.0860	466.1188	130194.9844	-5240.7402	-4415.4922
0.0455	0.2539	-0.6521	0.0785	0.0429	0.2527	-0.8509	0.0833	420.5665	130638.8984	-5064.1182	-4461.0596
0.0438	0.2530	-0.6482	0.0760	0.0412	0.2516	-0.8369	0.0807	319.0367	130863.5859	-4933.0444	-4352.2505
0.0421	0.2521	-0.6444	0.0735	0.0396	0.2505	-0.8226	0.0782	436.2139	131310.6875	-4790.7046	-4387.3340
0.0405	0.2512	-0.6407	0.0711	0.0381	0.2494	-0.8082	0.0758	434.6669	131699.7188	-4422.9077	-4458.8960
0.0390	0.2504	-0.6371	0.0688	0.0366	0.2483	-0.7938	0.0734	323.2052	132086.5156	-4293.1670	-4449.0903
0.0375	0.2496	-0.6337	0.0666	0.0352	0.2473	-0.7794	0.0711	401.0290	132432.1250	-4101.4771	-4369.6055
0.0361	0.2488	-0.6303	0.0645	0.0338	0.2462	-0.7650	0.0689	320.3557	132777.2500	-3842.1643	-4459.9727
0.0347	0.2480	-0.6270	0.0624	0.0325	0.2452	-0.7509	0.0668	259.8544	133231.0625	-3655.6907	-4434.8330
0.0333	0.2473	-0.6239	0.0604	0.0312	0.2442	-0.7370	0.0647	316.7862	133389.3125	-3449.5286	-4399.8247
0.0321	0.2466	-0.6208	0.0584	0.0299	0.2433	-0.7233	0.0627	217.7349	133880.2188	-3226.4141	-4439.6362
0.0308	0.2458	-0.6178	0.0565	0.0287	0.2423	-0.7100	0.0607	195.7307	134123.2344	-3015.5688	-4435.4302
0.0296	0.2452	-0.6149	0.0547	0.0276	0.2414	-0.6971	0.0588	201.1821	134539.9062	-2848.0742	-4404.9180
0.0284	0.2445	-0.6121	0.0529	0.0265	0.2405	-0.6846	0.0570	140.0941	134773.4062	-2616.0847	-4419.7588
0.0273	0.2439	-0.6094	0.0512	0.0254	0.2397	-0.6725	0.0552	239.6570	134962.3281	-2401.3228	-4387.9233
0.0262	0.2432	-0.6068	0.0496	0.0244	0.2389	-0.6609	0.0535	268.6738	135382.7188	-2185.7913	-4501.0645
0.0252	0.2426	-0.6043	0.0480	0.0234	0.2381	-0.6498	0.0518	299.4403	135722.0938	-2073.9414	-4381.7646
0.0242	0.2420	-0.6018	0.0464	0.0224	0.2373	-0.6392	0.0502	70.8229	135887.1562	-1864.1101	-4394.1162
0.0232	0.2415	-0.5994	0.0449	0.0215	0.2366	-0.6292	0.0486	211.9863	136017.2969	-1677.5835	-4416.1045
0.0222	0.2409	-0.5971	0.0435	0.0206	0.2359	-0.6196	0.0471	87.4247	136263.0469	-1521.1898	-4382.5044
0.0213	0.2404	-0.5948	0.0421	0.0197	0.2353	-0.6106	0.0457	132.5278	136428.0625	-1376.4131	-4367.3574
0.0204	0.2399	-0.5927	0.0407	0.0188	0.2347	-0.6022	0.0442	226.0547	136631.3125	-1199.6105	-4404.9092
0.0196	0.2394	-0.5906	0.0394	0.0180	0.2341	-0.5943	0.0428	103.8722	136853.0625	-1080.1172	-4379.5073
0.0188	0.2389	-0.5885	0.0381	0.0172	0.2336	-0.5869	0.0415	208.3057	136888.6562	-1000.8934	-4324.1953
0.0180	0.2384	-0.5865	0.0369	0.0165	0.2330	-0.5800	0.0402	177.8528	137123.3125	-804.4973	-4410.4292
0.0172	0.2379	-0.5846	0.0357	0.0157	0.2326	-0.5737	0.0389	414.4895	137271.9688	-724.4233	-4334.2798
0.0165	0.2375	-0.5828	0.0346	0.0150	0.2321	-0.5679	0.0377	201.2146	137458.4219	-707.3433	-4266.1890
0.0157	0.2371	-0.5810	0.0334	0.0143	0.2317	-0.5625	0.0365	30.5967	137629.6719	-555.2559	-4299.9897
0.0150	0.2366	-0.5792	0.0324	0.0137	0.2314	-0.5577	0.0354	108.7234	137684.0156	-436.7309	-4310.1895
0.0144	0.2362	-0.5775	0.0313	0.0130	0.2310	-0.5533	0.0343	248.8274	137735.2656	-383.0679	-4324.5737
0.0137	0.2358	-0.5759	0.0303	0.0124	0.2307	-0.5493	0.0332	155.6714	137735.5000	-274.8403	-4336.9648
0.0131	0.2355	-0.5743	0.0293	0.0118	0.2304	-0.5458	0.0322	144.9146	137843.0938	-277.7620	-4294.8291
0.0125	0.2351	-0.5728	0.0284	0.0112	0.2302	-0.5426	0.0312	40.5590	137993.3594	-175.6683	-4303.4043
0.0119	0.2347	-0.5713	0.0275	0.0107	0.2299	-0.5398	0.0302	102.5619	137943.3438	-97.1482	-4281.7104
0.0113	0.2344	-0.5699	0.0266	0.0101	0.2297	-0.5374	0.0292	83.2271	137989.9219	-56.4137	-4288.1235
0.0108	0.2341	-0.5685	0.0257	0.0096	0.2296	-0.5354	0.0283	183.1407	138231.2969	-30.0001	-4320.0791
0.0103	0.2337	-0.5671	0.0249	0.0091	0.2294	-0.5336	0.0274	199.6914	138229.5000	52.6477	-4318.3726
0.0097	0.2334	-0.5658	0.0241	0.0086	0.2293	-0.5322	0.0266	141.1874	138175.0156	26.9354	-4258.0034
0.0092	0.2331	-0.5646	0.0233	0.0082	0.2291	-0.5310	0.0257	51.8765	138170.2344	70.2720	-4272.3110
0.0088	0.2328	-0.5633	0.0226	0.0077	0.2290	-0.5300	0.0249	244.5862	138144.1250	155.6259	-4289.9224
0.0083	0.2325	-0.5621	0.0218	0.0073	0.2289	-0.5293	0.0242	118.4068	138211.9219	125.0435	-4301.5674
0.0079	0.2323	-0.5610	0.0211	0.0068	0.2288	-0.5288	0.0234	73.6173	138237.9219	154.2799	-4320.6777
0.0074	0.2320	-0.5599	0.0204	0.0064	0.2288	-0.5285	0.0227	58.3135	138226.6719	170.8497	-4293.8208
0.0070	0.2317	-0.5588	0.0198	0.0060	0.2287	-0.5284	0.0220	9.5691	138170.5000	199.4322	-4317.5283
0.0066	0.2315	-0.5578	0.0191	0.0056	0.2287	-0.5284	0.0213	96.4758	138185.9844	202.3065	-4339.9858
0.0062	0.2312	-0.5568	0.0185	0.0053	0.2286	-0.5285	0.0206	94.2548	138113.9219	197.9803	-4289.6880
0.0058	0.2310	-0.5558	0.0179	0.0049	0.2286	-0.5288	0.0200	146.6969	138140.2188	125.9587	-4244.7949
0.0055	0.2308	-0.5548	0.0174	0.0045	0.2286	-0.5292	0.0194	70.6121	138156.8594	210.5968	-4310.3433
0.0051	0.2305	-0.5539	0.0168	0.0042	0.2286	-0.5296	0.0188	40.3622	138102.1719	164.2614	-4278.4316
0.0048	0.2303	-0.5530	0.0162	0.0039	0.2285	-0.5302	0.0182	79.1310	138080.3750	181.9209	-4303.6162
0.0044	0.2301	-0.5522	0.0157	0.0036	0.2285	-0.5307	0.0176	133.5441	138063.3594	209.2407	-4335.6450
0.0041	0.2299	-0.5513	0.0152	0.0033	0.2285	-0.5314	0.0171	65.1491	138163.0625	176.4229	-4327.7295
0.0038	0.2297	-0.5505	0.0147	0.0030	0.2285	-0.5320	0.0165	-588.8932	138032.4531	162.7329	-4321.8809
0.0035	0.2295	-0.5497	0.0142	0.0027	0.2285	-0.5327	0.0160	191.7135	138088.9219	66.5241	-4241.6143
0.0032	0.2293	-0.5490	0.0138	0.0024	0.2285	-0.5334	0.0155	-89.0252	137994.1562	111.9542	-4239.9297
0.0029	0.2292	-0.5483	0.0133	0.0021	0.2284	-0.5341	0.0150	149.2357	138061.3125	98.2114	-4309.5996
0.0027	0.2290	-0.5476	0.0129	0.0019	0.2284	-0.5348	0.0146	154.7305	137981.0469	148.9248	-4309.7598
0.0024	0.2288	-0.5469	0.0125	0.0016	0.2284	-0.5355	0.0141	60.3709	137950.6562	80.3362	-4287.2231
0.0022	0.2287	-0.5462	0.0121	0.0014	0.2284	-0.5361	0.0137	226.0365	137957.6406	100.9451	-4294.9780
0.0019	0.2285	-0.5456	0.0117	0.0012	0.2283	-0.5368	0.0133	-35.3824	138031.4219	117.3800	-4330.6260
0.0017	0.2284	-0.5449	0.0113	0.0009	0.2283	-0.5374	0.0129	345.2770	138042.8594	-17.9628	-4259.6934
0.0014	0.2282	-0.5443	0.0110	0.0007	0.2283	-0.5380	0.0125	128.1169	137975.6094	44.3482	-4310.9561
0.0012	0.2281	-0.5438	0.0106	0.0005	0.2282	-0.5385	0.0121	76.0746	137917.3281	91.8781	-4344.9312
0.0010	0.2279	-0.5432	0.0103	0.0003	0.2282	-0.5390	0.0117	98.0633	137861.5469	35.8893	-4297.6177
0.0008	0.2278	-0.5426	0.0099	0.0001	0.2281	-0.5395	0.0114	59.2044	137946.7188	-9.4892	-4285.4854
0.0006	0.2277	-0.5421	0.0096	-0.0001	0.2281	-0.5399	0.0110	-111.4612	137947.6562	19.1005	-4333.3315
0.0004	0.2275	-0.5416	0.0093	-0.0003	0.2280	-0.5402	0.0107	98.4017	137949.2344	-6.8185	-4270.9814
0.0002	0.2274	-0.5411	0.0090	-0.0005	0.2280	-0.5405	0.0104	37.3654	137941.3438	-34.9971	-4297.0044
0.0000	0.2273	-0.5406	0.0087	-0.0006	0.2279	-0.5408	0.0101	29.1267	137986.2500	-45.7839	-4265.7520
-0.0001	0.2272	-0.5402	0.0084	-0.0008	0.2278	-0.5410	0.0098	-2.1585	137923.2031	-13.2230	-4293.6997
-0.0003	0.2271	-0.5397	0.0082	-0.0010	0.2277	-0.5412	0.0095	55.0984	137976.8125	-36.2553	-4307.1260
-0.0005	0.2270	-0.5393	0.0079	-0.0011	0.2277	-0.5413	0.0092	149.7231	137900.9531	-51.0210	-4259.5591
-0.0006	0.2269	-0.5389	0.0076	-0.0013	0.2276	-0.5414	0.0089	-50.1726	137949.8906	68.0712	-4366.2573
-0.0008	0.2268	-0.5385	0.0074	-0.0014	0.2275	-0.5415	0.0086	96.7722	137964.1406	-64.1978	-4286.4253
-0.0009	0.2267	-0.5381	0.0072	-0.0015	0.2274	-0.5414	0.0084	83.4530	137902.0781	-56.9407	-4286.5977
-0.0010	0.2267	-0.5380	0.0071	-0.0016	0.2273	-0.5417	0.0081	525.2912	138195.8750	-32.0445	-4297.5923
-0.0010	0.2267	-0.5380	0.0071	-0.0016	0.2273	-0.5420	0.0079	164.8551	138108.6406	-61.6644	-4315.0122
-0.0010	0.2267	-0.5380	0.0071	-0.0016	0.2273	-0.5422	0.0077	149.1798	137944.1250	-50.6170	-4324.8062
-0.0010	0.2267	-0.5380	0.0071	-0.0016	0.2273	-0.5424	0.0075	61.4098	137865.6562	-51.9434	-4268.0308
-0.0010	0.2267	-0.5380	0.0071	-0.0016	0.2273	-0.5426	0.0074	18.8637	137918.0312	-15.2868	-4350.7573
-0.0010	0.2267	-0.5380	0.0071	-0.0016	0.2273	-0.5427	0.0072	171.6986	137873.3125	-51.0504	-4327.7686
-0.0010	0.2267	-0.5380	0.0071	-0.0016	0.2273	-0.5427	0.0071	-36.3799	137861.7656	-87.6482	-4308.2695
-0.0010	0.2267	-0.5380	0.0071	-0.0015	0.2272	-0.5428	0.0069	27.9827	137916.9219	-66.2833	-4301.4062
-0.0010	0.2267	-0.5380	0.0071	-0.0015	0.2272	-0.5428	0.0068	-52.8438	137937.9375	-27.5092	-4320.7344
-0.0010	0.2267	-0.5380	0.0071	-0.0015	0.2272	-0.5427	0.0067	-0.0611	137940.5625	-80.6811	-4304.7485
-0.0010	0.2267	-0.5380	0.0071	-0.0015	0.2272	-0.5427	0.0066	-58.7784	137927.2344	-72.2336	-4290.6206
-0.0010	0.2267	-0.5380	0.0071	-0.0015	0.2272	-0.5426	0.0066	51.0968	137980.9688	-94.9766	-4287.2847
-0.0010	0.2267	-0.5380	0.0071	-0.0015	0.2271	-0.5425	0.0065	-52.1932	138014.7969	-61.6513	-4323.3369
-0.0010	0.2267	-0.5380	0.0071	-0.0015	0.2271	-0.5423	0.0064	-2.4384	137959.0000	-62.2516	-4272.9668
-0.0010	0.2267	-0.5380	0.0071	-0.0015	0.2271	-0.5422	0.0064	238.3113	137951.7500	-44.7621	-4331.5229
-0.0010	0.2267	-0.5380	0.0071	-0.0015	0.2270	-0.5420	0.0063	32.4063	137939.8594	-67.4128	-4290.7612
-0.0010	0.2267	-0.5380	0.0071	-0.0014	0.2270	-0.5419	0.0063	-62.0722	137966.5625	-55.5500	-4322.0645
-0.0010	0.2267	-0.5380	0.0071	-0.0014	0.2270	-0.5417	0.0062	71.4887	137939.7031	-78.4936	-4290.4683
-0.0010	0.2267	-0.5380	0.0071	-0.0014	0.2270	-0.5415	0.0062	-0.3823	137952.8750	-21.9758	-4338.7046
